,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
55023,Promising Pupil,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,Night Shift Supervisor,7,8,12453,9,10,52968,8,711,10,1,1,Black Smartphone,,,Purple Worker's Cap,,Black Leather Shoes with Laces,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,Stubble,Black,,White Light Rain
55024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55029,Disciple,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Marketing Intern,10,10,777,6,10,52968,8,739,12,1,1,Blue Lunchbox,,Black Books,Navy Blue Worker's Cap,,Brown Leather Shoes with Laces,Gray Slacks,Light Gray Cardigan with Tan Longsleeve Shirt,,Dark Brown,,White Light Rain
55030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55053,Teacher,None,Subscribed to 2600,Retired Mail Truck,Night Shift Supervisor,11,11,1993,7,7,560133,14,610,7,1,1,Lunchbox,,,,Two Rings,White Canvas Sneaker with White Sole,Charcoal Slacks,Navy Oxford with Pocket,,Blonde,Long Messy,White Light Rain
55054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55057,Disciple,None,Got caught hacking your grades,Hot Pink Roller Blades,Project Manager,10,13,128,4,4,35555,7,699,9,1,1,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Blue Denim,Navy Oxford with Pocket,Stubble,Light Brown,Medium Curly Bob,White Medium Rain
55058,Master,None,Stole a high school computer lab pass,Hot Pink Roller Blades,Custodian,12,12,516,5,4,52968,8,699,9,1,1,Brown Leather Briefcase,,,,Two Rings,Black Suede Chelseas with Brown Sole,Navy Slacks,Olive Oxford with Pocket,,Blonde,Short Pixie,White Medium Rain
55059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55079,Disciple,None,Erased your social security number,Black Unmarked Helicopter,Assistant to the Regional Manager,10,16,516,5,19,101101,11,791,15,1,1,Black Smartphone,,,Navy Blue Worker's Cap,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Light Gray Cardigan with Light Gray Longsleeve Shirt,,Auburn,,White Light Rain
55080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55086,Master,None,Read the Bitcoin white paper twice,Hooptie on Three Spares,Legal Assistant,12,10,1993,7,6,76302,9,699,9,1,1,Brown Leather Briefcase,,Rosegold Aviators,,,Tan Suede Workboot with Tan Sole,Blue Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Short Coil,White Light Rain
55087,Pigeon,None,Subscribed to 2600,Hooptie on Three Spares,Media Executive,3,11,1993,7,6,172581,12,791,15,1,1,Lunchbox,Stud Earring,,,Two Rings,White Canvas Sneaker with White Sole,Charcoal Slacks,Tan Blazer with Off-White Shirt and No Tie,,Light Brown,Short Pixie,White Light Rain
55088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55099,Teacher,None,Subscribed to 2600,Go-Kart,Night Shift Supervisor,11,11,20,2,8,92000,10,777,14,1,1,,,Silver Aviators,,,Redbrown Leather Workboot with Brown Sole,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Light Grey,Short Messy,White Light Rain
55100,Zen Master,None,Subscribed to 2600,Low Rider,Project Manager,14,11,128,4,11,35555,7,711,10,1,1,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Dark Gray Longsleeve,Stubble,Black,Straight Sideswept Fringe,White Medium Rain
55101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55141,Master,None,Subscribed to 2600,Bicycle With Its Seat Missing,Computer Programmer,12,11,777,6,2,76302,9,699,9,1,1,Brown Leather Briefcase,Stud Earring,,,,Black Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,,Black,Short Pixie,White Medium Rain
55142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55145,Grandmaster,None,Subscribed to 2600,70's Hatchback,Compliance Officer,13,11,12453,9,9,172581,12,711,10,1,1,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Navy Slacks,Gray Oxford with Buttons,,Light Brown,Straight Sideswept Fringe,White Light Rain
55146,Promising Pupil,None,Stole a high school computer lab pass,Pragmatic Coupe,Utility Worker,7,12,51,3,10,76302,9,711,10,1,1,Lunchbox,,Black Books,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Blue Longsleeve,Stubble,Light Brown,Updo Bun,White Light Rain
55147,Teacher,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Custodian,11,10,777,6,10,35555,7,725,11,1,1,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Brown,,White Heavy Rain
55148,Budding Scholar,None,Subscribed to 2600,Pragmatic Coupe,Talent Agent,8,11,4981,8,10,101101,11,699,9,1,1,,,Silver Aviators,,,Black Suede Chelseas with Brown Sole,,Navy Jumpsuit,,Light Grey,Updo Bun,White Medium Rain
55149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55188,Budding Scholar,None,Stole a high school computer lab pass,Go-Kart,Project Manager,8,12,84059,11,8,172581,12,711,10,1,1,Lunchbox,,Silver Aviators,,,White Leather Sneaker with Grey Sole,Navy Slacks,Olive Oxford with Buttons,,Black,Short Afro Fade,White Light Rain
55189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55194,Disciple,None,Got caught hacking your grades,Pragmatic Coupe,Assistant to the Regional Manager,10,13,20,2,10,355555555,20,699,9,1,1,Brown Leather Briefcase,,Silver Aviators,,,Black Leather Shoes with Laces,Dark-Wash Denim,Khaki Oxford with Pocket,,Dark Brown,Straight Sideswept Fringe,White Light Rain
55195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55201,Master,None,Subscribed to 2600,Go-Kart,Computer Programmer,12,11,516,5,8,1426,3,610,7,1,1,,,Black Books,,,Black Leather Shoes with Laces,Gray Slacks,Dark Gray Cardigan with Light Gray Oxford Shirt,,Black,Short Updo,White Light Rain
55202,Prophet,None,Subscribed to 2600,Go-Kart,Project Manager,18,11,128,4,8,76302,9,711,10,1,1,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Blue Longsleeve,,Blonde,Short Messy,White Medium Rain
55203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55206,Disciple,None,Subscribed to 2600,Go-Kart,Talent Agent,10,11,0,1,8,52968,8,791,15,1,1,,,,,,Black Leather Shoes with Laces,Gray Slacks,Navy Oxford with Tie,,Blonde,Long Messy,White Medium Rain
55207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55227,Master,None,Read the Bitcoin white paper twice,Low Rider,Electrician,12,10,1993,7,11,10098,5,833,18,1,1,Blue Lunchbox,Stud Earring,,,,Brown Leather Shoes with Laces,,Navy Jumpsuit,Stubble,Blonde,Straight Sideswept Fringe,White Light Rain
55228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55229,Zen Master,None,Subscribed to 2600,Pragmatic Coupe,Compliance Officer,14,11,31133,10,10,52968,8,661,8,1,1,Brown Leather Briefcase,,Black Books,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Long Afro,White Light Rain
55230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55232,Graduate,None,Subscribed to 2600,Pragmatic Coupe,Compliance Officer,9,11,20,2,10,52968,8,725,11,1,1,,,,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Khaki Slacks,Gray Oxford with Tie,,Dark Brown,,White Heavy Rain
55233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55237,Disciple,None,Pretty good with GW Basic,70's Hatchback,Legal Assistant,10,9,516,5,9,303303,13,791,15,1,1,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Light-Wash Denim,Dark Gray Cardigan with Light Gray Oxford Shirt,Beard,Blonde,Medium Curly Bob,White Medium Rain
55238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55240,Disciple,None,Subscribed to 2600,Pragmatic Coupe,Sales Associate,10,11,355555,12,10,10098,5,559,6,1,1,Lunchbox,,,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Olive Oxford with Tie,,Dark Brown,Short Messy,White Light Rain
55241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55260,Graduate,None,Read the Bitcoin white paper twice,Low Rider,NFT Collector,9,10,777,6,11,35555,7,699,9,1,1,Black Smartphone,,,,,Brown Leather Shoes with Laces,Navy Slacks,Light Gray Cardigan with Light Gray Oxford Shirt,,Auburn,Short Updo,White Heavy Rain
55261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55275,Teacher,None,Sticky note with your password on it,Pragmatic Coupe,Blockchain Engineer,11,3,31133,10,10,35555,7,711,10,1,1,,,Black Books,Purple Worker's Cap,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Olive Oxford with Pocket,,Dark Brown,,White Light Rain
55276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55283,Graduate,None,Got caught hacking your grades,Electric Car,Unemployed,9,13,516,5,12,22576,6,711,10,1,1,,,Black Books,,,White Canvas Sneaker with White Sole,Blue Denim,Olive Oxford with Pocket,,Light Grey,Short Afro Fade,White Light Rain
55284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55300,New Apprentice,None,Stole a high school computer lab pass,Low Rider,Blockchain Engineer,6,12,128,4,11,22576,6,661,8,1,1,Black Smartphone,,,Navy Blue Worker's Cap,,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Khaki Oxford with Pocket,,Light Grey,,White Light Rain
55301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55302,Master,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Project Manager,12,10,516,5,10,10098,5,753,13,1,1,Black Smartphone,,,,,Brown Leather Shoes with Laces,Navy Slacks,Blue Longsleeve,Stubble,Light Grey,Medium Curly Bob,White Heavy Rain
55303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55309,Zen Master,None,Subscribed to 2600,Pragmatic Coupe,Project Manager,14,11,516,5,10,172581,12,711,10,1,1,Black Smartphone,,,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Navy Blazer with Striped Shirt and Navy Tie,,Black,Long Afro,White Medium Rain
55310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
