,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
20046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20055,Budding Scholar,None,Read the Bitcoin white paper twice,Go-Kart,Project Manager,8,10,51,3,8,52968,8,791,15,1,1,Lunchbox,,,,,White Canvas Sneaker with White Sole,Blue Denim,Light Gray Longsleeve,Goatee,Black,Straight Sideswept Fringe,White Medium Rain
20056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20065,Master,None,Stole a high school computer lab pass,Low Rider,Customer Service Representative,12,12,1993,7,11,22576,6,610,7,1,1,Brown Leather Briefcase,,,Navy Blue Worker's Cap,Two Rings,White Canvas Sneaker with White Sole,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,Thin,Dark Brown,Buzz Cut,White Medium Rain
20066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20087,Disciple,None,Stole a high school computer lab pass,Three Wheel Roadster,Compliance Officer,10,12,128,4,13,101101,11,661,8,1,1,Blue Lunchbox,,,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Navy Blazer with Striped Shirt and No Tie,Stubble,Blonde,Straight Sideswept Fringe,White Heavy Rain
20088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20102,Teacher,None,Stole a high school computer lab pass,Three Wheel Roadster,Electrician,11,12,4981,8,13,92000,10,725,11,1,1,,,Rosegold Aviators,,Two Rings,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Oxford with Pocket,,Blonde,Medium Curly Bob,White Heavy Rain
20103,Grandmaster,None,Earned an MIT Computer Sciences Diploma,Low Rider,Pineapple Farmer,13,14,4981,8,11,172581,12,559,6,1,1,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Khaki Slacks,Dark Gray Cardigan with Light Gray Oxford Shirt,Stubble,Blonde,Short Messy,White Medium Rain
20104,Disciple,None,Stole a high school computer lab pass,Light-Up Folding Scooter,Bookkeeper,10,12,12453,9,5,22576,6,739,12,1,1,,,,Tan Worker's Cap,,Brown Leather Shoes with Laces,Light-Wash Denim,Tan Blazer with Off-White Shirt and Tan Tie,Stubble,Dark Brown,,White Light Rain
20105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20109,Teacher,None,Read the Bitcoin white paper twice,Low Rider,Unemployed,11,10,777,6,11,303303,13,559,6,1,1,,,Black Books,Navy Blue Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Gray Oxford with Buttons,,Blonde,,White Light Rain
20110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20111,Teacher,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,Assistant to the Regional Manager,11,8,777,6,10,5260,4,699,9,1,1,Black Smartphone,,Rosegold Aviators,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Navy Oxford with Buttons,,Light Grey,Long Messy,White Heavy Rain
20112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20115,Disciple,None,"Ten monitors, dark room, hoodie",Low Rider,Assistant to the Regional Manager,10,15,1993,7,11,92000,10,661,8,1,1,Black Smartphone,,,,,Black Leather Shoes with Laces,Khaki,Tan Blazer with Off-White Shirt and Tan Tie,Thin,Dark Brown,Updo Bun,White Medium Rain
20116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20117,Teacher,None,Subscribed to 2600,Retired Mail Truck,Assistant to the Regional Manager,11,11,516,5,7,22576,6,805,16,1,1,Lunchbox,,,,,Brown Leather Shoes with Laces,Gray Slacks,Olive Cardigan with Beige Oxford Shirt,,Light Grey,Straight Sideswept Fringe,White Heavy Rain
20118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20119,Teacher,None,Stole a high school computer lab pass,Low Rider,Legal Assistant,11,12,777,6,11,52968,8,699,9,1,1,Black Smartphone,,,Purple Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Dark-Wash Denim,Khaki Oxford with Tie,Goatee,Dark Brown,Buzz Cut,White Medium Rain
20120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20126,Guru,None,Pretty good with GW Basic,Back of Rusty Pickup Truck,Sales Associate,15,9,128,4,3,35555,7,791,15,1,1,,,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Oxford with Buttons,,Light Brown,Short Pixie,White Medium Rain
20127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20133,Disciple,None,Read the Bitcoin white paper twice,Electric Car,Money Printing Machine Operator,10,10,4981,8,12,52968,8,661,8,1,1,Black Leather Briefcase,Stud Earring,,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Navy Blazer with Striped Shirt and No Tie,,Black,Short Afro Fade,White Light Rain
20134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150,Master,None,Pretty good with GW Basic,Pragmatic Coupe,Project Manager,12,9,777,6,10,35555,7,508,5,1,1,,Stud Earring,,,,Black Leather Shoes with Laces,Navy Slacks,Navy Oxford with Tie and Pocket,,Dark Brown,,White Medium Rain
20151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20154,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Compliance Officer,11,11,4981,8,10,1426,3,610,7,1,1,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Khaki Slacks,Blue Longsleeve,Stubble,Light Brown,Medium Curly Bob,White Light Rain
20155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20159,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Customer Service Representative,11,11,777,6,10,35555,7,711,10,1,1,Black Leather Briefcase,,Silver Aviators,,,Brown Leather Shoes with Laces,Blue Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Dark Brown,Short Coil,White Light Rain
20160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161,Master,None,Read the Bitcoin white paper twice,Low Rider,Pineapple Farmer,12,10,516,5,11,35555,7,725,11,1,1,Black Smartphone,Stud Earring,,Tan Worker's Cap,,Black Leather Shoes with Laces,Gray Slacks,Khaki Oxford with Buttons,Thin,Light Brown,,White Light Rain
20162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20167,Budding Scholar,None,Stole a high school computer lab pass,Light-Up Folding Scooter,Money Printing Machine Operator,8,12,31133,10,5,35555,7,777,14,1,1,Black Smartphone,,Black Books,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,Thin,Dark Brown,Short Afro Fade,White Light Rain
20168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20169,Teacher,None,Got caught hacking your grades,70's Hatchback,Computer Programmer,11,13,0,1,9,52968,8,753,13,1,1,Black Smartphone,,Black Books,,,Brown Leather Shoes with Laces,Light-Wash Denim,Navy Oxford with Tie and Pocket,,Light Grey,Straight Sideswept Fringe,White Medium Rain
20170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171,Teacher,None,Watched a hacking tutorial video by a 13 year old,Three Wheel Roadster,Money Printing Machine Operator,11,8,516,5,13,52968,8,791,15,1,1,,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Light Gray Longsleeve,,Black,Medium Curly Bob,White Medium Rain
20172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20178,Disciple,None,Subscribed to 2600,Electric Car,Blockchain Engineer,10,11,777,6,12,52968,8,819,17,1,1,Black Smartphone,,Rosegold Aviators,,Two Rings,White Leather Sneaker with Grey Sole,Khaki,Light Gray Cardigan with Off-White Oxford Shirt,,Light Brown,,White Medium Rain
20179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20184,Budding Scholar,None,Got caught hacking your grades,Low Rider,Talent Agent,8,13,1993,7,11,76302,9,699,9,1,1,Black Leather Briefcase,,Silver Aviators,,,Brown Leather Shoes with Laces,Charcoal Slacks,Brown Cardigan with Beige Longsleeve Shirt,,Light Brown,Short Coil,White Light Rain
20185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211,Disciple,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Computer Programmer,10,10,51,3,10,101101,11,739,12,1,1,Lunchbox,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Navy Oxford with Buttons,,Blonde,Straight Sideswept Fringe,White Medium Rain
20212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20231,Disciple,None,Erased your social security number,Low Rider,Customer Service Representative,10,16,777,6,11,52968,8,844,19,1,1,Brown Leather Briefcase,,Rosegold Aviators,,,Black Leather Shoes with Laces,Khaki Slacks,Tan Blazer with Off-White Shirt and No Tie,Goatee,Black,Short Afro Fade,White Light Rain
20232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20233,Master,None,Pretty good with GW Basic,Pragmatic Coupe,Legal Assistant,12,9,4981,8,10,10098,5,711,10,1,1,,,Black Books,,,White Canvas Sneaker with White Sole,Gray Slacks,Gray Oxford with Tie,,Black,,White Light Rain
20234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20235,Teacher,None,Erased your social security number,Light-Up Folding Scooter,Pineapple Farmer,11,16,516,5,5,76302,9,711,10,1,1,Black Smartphone,,,,Two Rings,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Blue Longsleeve,,Light Brown,Straight Sideswept Fringe,White Heavy Rain
20236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20252,Graduate,None,Subscribed to 2600,Low Rider,Money Printing Machine Operator,9,11,31133,10,11,35555,7,725,11,1,1,,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Blonde,Short Messy,White Medium Rain
20253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20267,Disciple,None,Pretty good with GW Basic,Pragmatic Coupe,Bookkeeper,10,9,4981,8,10,35555,7,791,15,1,1,,,Black Books,,,White Leather Sneaker with Grey Sole,Light-Wash Denim,Navy Oxford with Pocket,,Black,Short Messy,White Medium Rain
20268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20269,Master,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Utility Worker,12,10,516,5,10,35555,7,791,15,1,1,Brown Leather Briefcase,,Rosegold Aviators,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Dark Gray Cardigan with Tan Oxford Shirt,,Blonde,Updo Bun,White Medium Rain
20270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20275,Grandmaster,None,Got caught hacking your grades,Pragmatic Coupe,Day Trader,13,13,12453,9,10,172581,12,753,13,1,1,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Navy Slacks,Navy Oxford with Tie,,Black,Short Pixie,White Light Rain
20276,Disciple,None,Stole a high school computer lab pass,Three Wheel Roadster,Blockchain Engineer,10,12,777,6,13,52968,8,711,10,1,1,,,Silver Aviators,,,Black Leather Shoes with Laces,Gray Slacks,Navy Oxford with Tie,,Black,Medium Curly Bob,White Heavy Rain
20277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20281,Disciple,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,Receptionist,10,8,1993,7,10,52968,8,661,8,1,1,Black Smartphone,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Straight Sideswept Fringe,White Heavy Rain
20282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20283,Master,None,Stole a high school computer lab pass,Low Rider,Electrician,12,12,1993,7,11,10098,5,457,4,1,1,,,Silver Aviators,,,White Leather Sneaker with Grey Sole,Blue Denim,Navy Blazer with Striped Shirt and No Tie,,Blonde,Updo Bun,White Light Rain
20284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
