,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
90058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90066,Master,None,Got caught hacking your grades,Pragmatic Coupe,Computer Programmer,12,13,128,4,10,303303,13,777,14,1,1,Black Leather Briefcase,,Rosegold Aviators,,,White Canvas Sneaker with White Sole,Navy Slacks,Brown Cardigan with Light Gray Oxford Shirt,,Dark Brown,Medium Curly Bob,White Light Rain
90067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90102,Disciple,None,Read the Bitcoin white paper twice,Hooptie on Three Spares,Electrician,10,10,0,1,6,101101,11,819,17,1,1,,Stud Earring,,,,Black Leather Shoes with Laces,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Short Messy,White Medium Rain
90103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90104,Master,None,Read beginner’s guide to hacking - Y2K edition,Pragmatic Coupe,Night Shift Supervisor,12,7,777,6,10,172581,12,661,8,1,1,Brown Leather Briefcase,,,,Two Rings,Black Leather Shoes with Laces,Charcoal Slacks,Dark Gray Cardigan with Beige Longsleeve Shirt,,Light Brown,Short Pixie,White Light Rain
90105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90109,Master,None,Pretty good with GW Basic,Pragmatic Coupe,Blockchain Engineer,12,9,4981,8,10,35555,7,661,8,1,1,Lunchbox,,Rosegold Aviators,,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Light Gray Cardigan with Light Gray Longsleeve Shirt,Thin,Black,,White Light Rain
90110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90134,Teacher,None,Read the Bitcoin white paper twice,Go-Kart,Bookkeeper,11,10,1993,7,8,35555,7,406,3,1,1,Black Leather Briefcase,,Rosegold Aviators,,,Brown Leather Shoes with Laces,Blue Denim,Navy Oxford with Tie,,Dark Brown,,White Heavy Rain
90135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90141,Master,None,Subscribed to 2600,Three Wheel Roadster,Legal Assistant,12,11,51,3,13,101101,11,661,8,1,1,Brown Leather Briefcase,,Silver Aviators,,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Olive Cardigan with Beige Oxford Shirt,Stubble,Dark Brown,Buzz Cut,White Light Rain
90142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90143,Disciple,None,Pretty good with GW Basic,70's Hatchback,Bookkeeper,10,9,51,3,9,76302,9,819,17,1,1,,,,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Khaki,Khaki Oxford with Pocket,,Light Brown,,White Heavy Rain
90144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90145,Graduate,None,Pretty good with GW Basic,Pragmatic Coupe,Custodian,9,9,777,6,10,35555,7,559,6,1,1,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Khaki Slacks,Light Gray Cardigan with Light Gray Longsleeve Shirt,,Black,Long Messy,White Heavy Rain
90146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90161,Grandmaster,None,Got caught hacking your grades,Light-Up Folding Scooter,Marketing Intern,13,13,355555,12,5,76302,9,661,8,1,1,Black Smartphone,,Black Books,,Two Rings,White Leather Sneaker with Grey Sole,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,,Dark Brown,Straight Sideswept Fringe,White Light Rain
90162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90164,Grandmaster,None,Read the Bitcoin white paper twice,Brand New Ice Cream Truck,Electrician,13,10,4981,8,14,22576,6,819,17,1,1,,,Black Books,,,Brown Leather Shoes with Laces,,Gray Jumpsuit,,Auburn,Short Messy,White Medium Rain
90165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90183,Teacher,None,Read the Bitcoin white paper twice,Go-Kart,Customer Service Representative,11,10,1993,7,8,52968,8,725,11,1,1,Black Leather Briefcase,,,Navy Blue Worker's Cap,Two Rings,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Blue Longsleeve,,Blonde,,White Light Rain
90184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90185,Disciple,None,Subscribed to 2600,Low Rider,Compliance Officer,10,11,1654535,14,11,101101,11,559,6,1,1,Black Smartphone,,,,Ring One Blue,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Light Gray Cardigan with Beige Oxford Shirt,,Light Grey,Short Messy,White Medium Rain
90186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90187,Promising Pupil,None,Subscribed to 2600,70's Hatchback,Night Shift Supervisor,7,11,516,5,9,35555,7,711,10,1,1,,,,Tan Worker's Cap,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Khaki Oxford with Pocket,Stubble,Blonde,Buzz Cut,White Light Rain
90188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90190,New Apprentice,None,"Ten monitors, dark room, hoodie",Back of Rusty Pickup Truck,Project Manager,6,15,84059,11,3,76302,9,844,19,1,1,Brown Leather Briefcase,Stud Earring,,,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Olive Oxford with Pocket,,Blonde,Short Messy,White Light Rain
90191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90214,Disciple,None,Read beginner’s guide to hacking - Y2K edition,Pragmatic Coupe,Marketing Intern,10,7,128,4,10,35555,7,725,11,1,1,Brown Leather Briefcase,Stud Earring,Silver Aviators,,,Brown Leather Shoes with Laces,,Navy Jumpsuit,Stubble,Black,Low Ponytail,White Light Rain
90215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90217,Grandmaster,None,Read the Bitcoin white paper twice,Retired Mail Truck,Assistant to the Regional Manager,13,10,128,4,7,1426,3,508,5,1,1,,,,,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Khaki Oxford with Tie,,Blonde,Long Messy,White Light Rain
90218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90232,Disciple,None,Subscribed to 2600,Brand New Ice Cream Truck,Customer Service Representative,10,11,1993,7,14,35555,7,699,9,1,1,Brown Leather Briefcase,,Silver Aviators,,Two Rings,Black Leather Shoes with Laces,Blue Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Short Updo,White Medium Rain
90233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90242,Graduate,None,Pretty good with GW Basic,70's Hatchback,Day Trader,9,9,51,3,9,52968,8,661,8,1,1,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Khaki Slacks,Gray Oxford with Buttons,,Black,Long Messy,White Heavy Rain
90243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90244,Master,None,Read the Bitcoin white paper twice,70's Hatchback,Customer Service Representative,12,10,128,4,9,52968,8,739,12,1,1,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Olive Oxford with Buttons,,Auburn,Buzz Cut,White Medium Rain
90245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90276,Graduate,None,Subscribed to 2600,Low Rider,Bookkeeper,9,11,4981,8,11,5260,4,699,9,1,1,Black Smartphone,Stud Earring,,,,White Canvas Sneaker with White Sole,Gray Slacks,Navy Oxford with Tie,,Black,Buzz Cut,White Light Rain
90277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90295,Guru,None,Stole a high school computer lab pass,Pragmatic Coupe,Blockchain Engineer,15,12,1993,7,10,52968,8,711,10,1,1,,,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Red Longsleeve,,Light Brown,Low Ponytail,White Heavy Rain
90296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
