,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
85050,Master,None,Earned an MIT Computer Sciences Diploma,Low Rider,Assistant to the Regional Manager,12,14,1654535,14,11,172581,12,699,9,1,1,Brown Leather Briefcase,Stud Earring,Black Books,,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Light Gray Longsleeve,Stubble,Light Brown,Short Afro Fade,White Light Rain
85051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85086,Master,None,Got caught hacking your grades,Low Rider,Custodian,12,13,777,6,11,35555,7,711,10,1,1,,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Khaki Oxford with Pocket,,Black,Long Straight Bangs,White Heavy Rain
85087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85098,Teacher,None,Read the Bitcoin white paper twice,Go-Kart,Assistant to the Regional Manager,11,10,777,6,8,35555,7,711,10,1,1,Black Smartphone,,Black Books,,,Black Leather Shoes with Laces,Blue Denim,Navy Oxford with Buttons,,Light Brown,Short Pixie,White Medium Rain
85099,Master,None,Stole a high school computer lab pass,Pragmatic Coupe,Bookkeeper,12,12,88888888,18,10,92000,10,725,11,1,1,Black Leather Briefcase,,Black Books,,Two Rings,Black Suede Chelseas with Brown Sole,Khaki Slacks,Khaki Oxford with Buttons,,Black,Low Ponytail,White Medium Rain
85100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85111,Budding Scholar,None,Read the Bitcoin white paper twice,Low Rider,Assistant to the Regional Manager,8,10,1654535,14,11,92000,10,661,8,1,1,Black Leather Briefcase,,Black Books,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Gray Blazer with Black Shirt and No Tie,Goatee,Dark Brown,Short Coil,White Light Rain
85112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85113,Disciple,None,Read the Bitcoin white paper twice,Low Rider,Bookkeeper,10,10,1993,7,11,172581,12,753,13,1,1,Light Blue Smartphone,,,,,Redbrown Leather Workboot with Brown Sole,Blue Denim,Navy Oxford with Pocket,Stubble,Blonde,,White Light Rain
85114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85123,Master,None,Read the Bitcoin white paper twice,Brand New Ice Cream Truck,Sales Associate,12,10,777,6,14,92000,10,610,7,1,1,,,,Navy Blue Worker's Cap,,Brown Leather Shoes with Laces,Navy Slacks,Tan Blazer with Off-White Shirt and Tan Tie,,Black,Buzz Cut,White Light Rain
85124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85132,Teacher,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,Blockchain Engineer,11,8,777,6,10,101101,11,777,14,1,1,,,,,,Redbrown Leather Workboot with Brown Sole,Blue Denim,Blue Longsleeve,,Light Brown,Low Ponytail,White Heavy Rain
85133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85150,Master,None,Pretty good with GW Basic,Low Rider,Night Shift Supervisor,12,9,777,6,11,22576,6,559,6,1,1,Black Leather Briefcase,,Silver Aviators,,,Brown Leather Shoes with Laces,Khaki Slacks,Navy Oxford with Pocket,,Dark Brown,Low Ponytail,White Medium Rain
85151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85175,Budding Scholar,None,Stole a high school computer lab pass,Electric Car,Pineapple Farmer,8,12,31133,10,12,76302,9,739,12,1,1,Brown Leather Briefcase,,Rosegold Aviators,,,Black Suede Chelseas with Brown Sole,Khaki,Navy Blazer with Striped Shirt and No Tie,,Blonde,,White Light Rain
85176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85190,Zen Master,None,Pretty good with GW Basic,Back of Rusty Pickup Truck,Blockchain Engineer,14,9,777,6,3,22576,6,661,8,1,1,Black Leather Briefcase,Stud Earring,Black Books,,Two Rings,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Oxford with Tie and Pocket,,Blonde,Short Messy,White Heavy Rain
85191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85194,Budding Scholar,None,Subscribed to 2600,Retired Mail Truck,Project Manager,8,11,777,6,7,52968,8,559,6,1,1,,,,,,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Red Longsleeve,,Light Brown,Short Pixie,White Light Rain
85195,Teacher,None,Got caught hacking your grades,Pragmatic Coupe,Pineapple Farmer,11,13,516,5,10,35555,7,725,11,1,1,Black Leather Briefcase,,,,,Black Suede Chelseas with Brown Sole,Gray Slacks,Blue Longsleeve,,Black,Short Updo,White Heavy Rain
85196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85203,Zen Master,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Pineapple Farmer,14,10,4981,8,10,101101,11,791,15,1,1,,,Silver Aviators,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Gray Oxford with Pocket,,Black,Long Afro,White Medium Rain
85204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85213,Disciple,None,Read the Bitcoin white paper twice,Light-Up Folding Scooter,Assistant to the Regional Manager,10,10,777,6,5,92000,10,508,5,1,1,Black Smartphone,Stud Earring,Black Books,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Navy Slacks,Olive Oxford with Buttons,,Light Brown,,White Light Rain
85214,Budding Scholar,None,Subscribed to 2600,Retired Mail Truck,Marketing Intern,8,11,31133,10,7,35555,7,805,16,1,1,,,,,Two Rings,Brown Leather Shoes with Laces,Blue Denim,Brown Cardigan with Light Gray Longsleeve Shirt,Thin,Dark Brown,Buzz Cut,White Medium Rain
85215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85223,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Compliance Officer,11,11,12453,9,10,35555,7,739,12,1,1,,Stud Earring,,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Tan Blazer with Off-White Shirt and No Tie,,Blonde,Short Coil,White Light Rain
85224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85230,Disciple,None,Read the Bitcoin white paper twice,Low Rider,Money Printing Machine Operator,10,10,516,5,11,35555,7,819,17,1,1,Black Leather Briefcase,,,Navy Blue Worker's Cap,Two Rings,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Blue Longsleeve,,Light Brown,,White Light Rain
85231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85241,Teacher,None,Read beginner’s guide to hacking - Y2K edition,Electric Car,Blockchain Engineer,11,7,777,6,12,52968,8,739,12,1,1,,,,Navy Blue Worker's Cap,,Brown Leather Shoes with Laces,Gray Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,,White Light Rain
85242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85243,Grandmaster,None,Know your way around a spreadsheet,Pragmatic Coupe,Project Manager,13,6,12061562,16,10,76302,9,819,17,1,1,Black Smartphone,,Black Books,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Blue Longsleeve,,Blonde,Long Messy,White Heavy Rain
85244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85246,Budding Scholar,None,Earned an MIT Computer Sciences Diploma,Go-Kart,Unemployed,8,14,128,4,8,52968,8,661,8,1,1,Black Smartphone,,Silver Aviators,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Gray Blazer with Black Shirt and Gray Tie,,Light Grey,Medium Curly Bob,White Medium Rain
85247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85253,Disciple,None,Stole a high school computer lab pass,Low Rider,Marketing Intern,10,12,4981,8,11,35555,7,753,13,1,1,,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Olive Oxford with Tie and Pocket,,Black,Medium Curly Bob,White Medium Rain
85254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85259,Guru,None,Watched a hacking tutorial video by a 13 year old,Hot Pink Roller Blades,Pineapple Farmer,15,8,84059,11,4,92000,10,777,14,1,1,,,,,Two Rings,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Light Gray Longsleeve,Goatee,Dark Brown,Short Pixie,White Light Rain
85260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85264,Disciple,None,Stole a high school computer lab pass,Brand New Ice Cream Truck,Night Shift Supervisor,10,12,84059,11,14,172581,12,508,5,1,1,Lunchbox,,,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Tan Blazer with Off-White Shirt and Tan Tie,,Black,Buzz Cut,White Medium Rain
85265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85266,Disciple,None,Stole a high school computer lab pass,Electric Car,Computer Programmer,10,12,1993,7,12,76302,9,457,4,1,1,Blue Lunchbox,,,,,White Canvas Sneaker with White Sole,Light-Wash Denim,Navy Blazer with Striped Shirt and No Tie,,Light Brown,Straight Sideswept Fringe,White Heavy Rain
85267,Graduate,None,Erased your social security number,Retired Mail Truck,Compliance Officer,9,16,51,3,7,76302,9,739,12,1,1,Brown Leather Briefcase,,,,,Black Leather Shoes with Laces,,Gray Jumpsuit,Stubble,Black,Short Afro Fade,White Light Rain
85268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85280,Graduate,None,Read beginner’s guide to hacking - Y2K edition,Pragmatic Coupe,Night Shift Supervisor,9,7,4981,8,10,52968,8,725,11,1,1,,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Light Gray Longsleeve,Thin,Black,Straight Sideswept Fringe,White Light Rain
85281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85300,Budding Scholar,None,Pretty good with GW Basic,Electric Car,Night Shift Supervisor,8,9,84059,11,12,22576,6,791,15,1,1,Black Leather Briefcase,,,,,White Canvas Sneaker with White Sole,,Gray Jumpsuit,,Light Brown,Updo Bun,White Light Rain
85301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85308,Disciple,None,Memorized the IT desk number,Pragmatic Coupe,Assistant to the Regional Manager,10,5,355555,12,10,76302,9,300,1,1,1,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Navy Slacks,Light Gray Longsleeve,,Blonde,Short Pixie,White Medium Rain
85309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
