,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
50025,Guru,None,Subscribed to 2600,70's Hatchback,Customer Service Representative,15,11,1993,7,9,52968,8,661,8,1,1,Lunchbox,,,,,White Leather Sneaker with Grey Sole,Navy Slacks,Navy Oxford with Tie,Stubble,Blonde,Straight Sideswept Fringe,White Light Rain
50026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50035,Master,None,Earned an MIT Computer Sciences Diploma,Electric Car,Night Shift Supervisor,12,14,128,4,12,52968,8,457,4,1,1,,,Silver Aviators,,,Black Leather Shoes with Laces,Khaki Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Low Ponytail,White Medium Rain
50036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50043,Master,None,Read beginner’s guide to hacking - Y2K edition,Low Rider,Utility Worker,12,7,4467245,15,11,52968,8,753,13,1,1,Lunchbox,,,,Two Rings,White Leather Sneaker with Grey Sole,Navy Slacks,Navy Oxford with Pocket,,Light Brown,Short Messy,White Light Rain
50044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50059,Teacher,None,Subscribed to 2600,Stretch Limo With a Stocked Bar,Assistant to the Regional Manager,11,11,128,4,17,101101,11,699,9,1,1,Black Smartphone,,,,,Brown Leather Shoes with Laces,,Khaki Jumpsuit,Thin,Dark Brown,Low Ponytail,White Medium Rain
50060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50082,Budding Scholar,None,Subscribed to 2600,Retired Mail Truck,Bookkeeper,8,11,51,3,7,35555,7,610,7,1,1,,,,,,Brown Leather Shoes with Laces,Blue Denim,Gray Oxford with Buttons,,Light Brown,Updo Bun,White Medium Rain
50083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50107,Graduate,None,Read the Bitcoin white paper twice,Go-Kart,Customer Service Representative,9,10,84059,11,8,92000,10,725,11,1,1,,,Black Books,,Two Rings,Black Leather Shoes with Laces,Navy Slacks,Blue Longsleeve,,Dark Brown,Long Afro,White Light Rain
50108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50115,Grandmaster,None,Stole a high school computer lab pass,Pragmatic Coupe,Legal Assistant,13,12,4981,8,10,92000,10,559,6,1,1,Black Smartphone,,,Tan Worker's Cap,Two Rings,Redbrown Leather Workboot with Brown Sole,Light-Wash Denim,Light Gray Longsleeve,Stubble,Light Brown,,White Heavy Rain
50116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50118,Teacher,None,Subscribed to 2600,Low Rider,Media Executive,11,11,0,1,11,22576,6,711,10,1,1,Brown Leather Briefcase,,Rosegold Aviators,,,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Blue Longsleeve,Stubble,Light Brown,Straight Sideswept Fringe,White Light Rain
50119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50140,Graduate,None,Pretty good with GW Basic,Three Wheel Roadster,Custodian,9,9,31133,10,13,172581,12,725,11,1,1,,,Silver Aviators,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Olive Oxford with Tie and Pocket,,Black,Short Pixie,White Medium Rain
50141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50142,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Blockchain Engineer,11,11,128,4,10,76302,9,661,8,1,1,,,,,,White Leather Sneaker with Grey Sole,,Gray Jumpsuit,,Light Grey,Short Messy,White Light Rain
50143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50146,Budding Scholar,None,Read beginner’s guide to hacking - Y2K edition,Pragmatic Coupe,Utility Worker,8,7,12453,9,10,22576,6,739,12,1,1,Brown Leather Briefcase,Stud Earring,,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Blue Longsleeve,,Light Brown,Short Messy,White Medium Rain
50147,Disciple,None,Got caught hacking your grades,Three Wheel Roadster,Computer Programmer,10,13,516,5,13,76302,9,699,9,1,1,Lunchbox,,Silver Aviators,,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,Mustache,Blonde,Medium Curly Bob,White Light Rain
50148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50150,Grandmaster,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Custodian,13,10,516,5,10,52968,8,711,10,1,1,Brown Leather Briefcase,,,Tan Worker's Cap,,White Leather Sneaker with Grey Sole,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,,Black,,White Light Rain
50151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50152,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Night Shift Supervisor,11,11,128,4,10,101101,11,699,9,1,1,,,Silver Aviators,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Buttons,,Blonde,Short Coil,White Light Rain
50153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50174,Master,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,Computer Programmer,12,8,516,5,10,92000,10,559,6,1,1,Brown Leather Briefcase,,,,Two Rings,Black Leather Shoes with Laces,Khaki Slacks,Navy Oxford with Buttons,,Black,Medium Curly Bob,White Light Rain
50175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50180,Promising Pupil,None,Subscribed to 2600,70's Hatchback,Project Manager,7,11,88888888,18,9,22576,6,559,6,1,1,Black Smartphone,,Silver Aviators,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Navy Oxford with Tie and Pocket,,Black,Long Messy,White Medium Rain
50181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50189,Disciple,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Marketing Intern,10,10,1993,7,10,52968,8,699,9,1,1,,,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Khaki Oxford with Tie and Pocket,,Light Brown,Long Messy,White Medium Rain
50190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50198,Grandmaster,None,Read the Bitcoin white paper twice,Low Rider,Custodian,13,10,1993,7,11,52968,8,699,9,1,1,Black Smartphone,Stud Earring,,,,Black Suede Chelseas with Brown Sole,Blue Denim,Khaki Oxford with Tie,Goatee,Blonde,Low Ponytail,White Light Rain
50199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50203,Grandmaster,None,Stole a high school computer lab pass,Three Wheel Roadster,Receptionist,13,12,51,3,13,35555,7,661,8,1,1,,,,,,Black Suede Chelseas with Brown Sole,Blue Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Blonde,Short Messy,White Medium Rain
50204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50228,Willing Student,None,Read the Bitcoin white paper twice,70's Hatchback,Computer Programmer,5,10,516,5,9,0,1,819,17,1,1,,,Black Books,,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Auburn,Low Ponytail,White Light Rain
50229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50232,Guru,None,Know your way around a spreadsheet,Pragmatic Coupe,Marketing Intern,15,6,4981,8,10,22576,6,739,12,1,1,Lunchbox,,Black Books,,Two Rings,Tan Suede Workboot with Tan Sole,Navy Slacks,Gray Oxford with Buttons,,Dark Brown,Long Straight Bangs,White Light Rain
50233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50234,Teacher,None,Got caught hacking your grades,70's Hatchback,Bookkeeper,11,13,1993,7,9,35555,7,753,13,1,1,Black Smartphone,,Silver Aviators,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Gray Blazer with Black Shirt and No Tie,,Black,Straight Sideswept Fringe,White Medium Rain
50235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50269,Disciple,None,Got caught hacking your grades,Three Wheel Roadster,Media Executive,10,13,1993,7,13,52968,8,610,7,1,1,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Dark Gray Cardigan with Tan Oxford Shirt,,Light Grey,Short Pixie,White Heavy Rain
50270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50274,Disciple,None,Stole a high school computer lab pass,Go-Kart,Bookkeeper,10,12,4981,8,8,5260,4,711,10,1,1,,,,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Gray Blazer with Black Shirt and Gray Tie,,Light Grey,Buzz Cut,White Medium Rain
50275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50280,Teacher,None,Read the Bitcoin white paper twice,Low Rider,Marketing Intern,11,10,12453,9,11,22576,6,661,8,1,1,Black Smartphone,,Rosegold Aviators,,Two Rings,Brown Leather Shoes with Laces,Light-Wash Denim,Blue Longsleeve,Stubble,Auburn,Long Straight Bangs,White Medium Rain
50281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50291,Grandmaster,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Money Printing Machine Operator,13,10,777,6,10,52968,8,699,9,1,1,Black Leather Briefcase,,Black Books,,,Brown Leather Shoes with Laces,Khaki Slacks,Gray Blazer with Black Shirt and No Tie,,Black,Straight Sideswept Fringe,White Light Rain
50292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50298,Promising Pupil,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Talent Agent,7,10,516,5,10,35555,7,777,14,1,1,,,Silver Aviators,,Two Rings,White Canvas Sneaker with White Sole,,Khaki Jumpsuit,,Light Brown,Straight Sideswept Fringe,White Medium Rain
50299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
