,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
80036,White,Low Ponytail,Black,Stubble,Blue Longsleeve,Light-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
80037,White,Updo Bun,Light Grey,,Navy Oxford with Buttons,Navy Slacks,White Leather Sneaker with Grey Sole,Two Rings,,Silver Aviators,,Black Smartphone
80038,White,Medium Curly Bob,Black,,Light Gray Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,Brown Leather Briefcase
80039,White,Low Ponytail,Blonde,,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,,,Black Books,,Black Smartphone
80040,White,Short Pixie,Black,Goatee,Blue Longsleeve,Khaki Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Black Smartphone
80041,White,Low Ponytail,Black,,Dark Gray Longsleeve,Khaki,Black Suede Chelseas with Brown Sole,,,Silver Aviators,,Brown Leather Briefcase
80042,White,Low Ponytail,Black,,Olive Oxford with Tie,Light-Wash Denim,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
80043,White,Short Coil,Blonde,Thin,Navy Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,
80044,White,Short Pixie,Auburn,,Gray Oxford with Tie and Pocket,Light-Wash Denim,White Leather Sneaker with Grey Sole,,,Black Books,Stud Earring,Blue Lunchbox
80045,White,Low Ponytail,Light Brown,,Tan Blazer with Off-White Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,,,,,
80046,White,Buzz Cut,Light Brown,,Olive Oxford with Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,,Tan Workers Cap,Black Books,Stud Earring,Black Smartphone
80047,White,Short Updo,Blonde,,Gray Oxford with Buttons,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,Black Books,,Brown Leather Briefcase
80048,White,Medium Curly Bob,Light Brown,,Gray Oxford with Buttons,Khaki Slacks,Brown Leather Shoes with Laces,Two Rings,,,,Brown Leather Briefcase
80049,White,,Blonde,,Navy Oxford with Tie,Light-Wash Denim,Brown Leather Shoes with Laces,,Navy Blue Workers Cap,,,
80050,White,Straight Sideswept Fringe,Blonde,Goatee,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,Black Smartphone
80051,White,Short Coil,Blonde,,Navy Blazer with Striped Shirt and No Tie,Blue Denim,Black Suede Chelseas with Brown Sole,,,Black Books,Stud Earring,Brown Leather Briefcase
80052,White,Straight Sideswept Fringe,Light Grey,,Blue Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,,,,,Black Leather Briefcase
80053,White,Short Coil,Dark Brown,,Navy Oxford with Buttons,Khaki Slacks,White Leather Sneaker with Grey Sole,,,,,
80054,White,Low Ponytail,Light Brown,Stubble,Tan Blazer with Off-White Shirt and Tan Tie,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,,,,Stud Earring,
80055,White,Medium Curly Bob,Light Brown,Stubble,Khaki Oxford with Tie and Pocket,Blue Denim,Black Leather Shoes with Laces,,,Black Books,,
80056,White,Short Afro Fade,Light Grey,,Light Gray Cardigan with Off-White Longsleeve Shirt,Gray Slacks,White Leather Sneaker with Grey Sole,,,Black Books,,
80057,White,Short Pixie,Black,,Navy Oxford with Pocket,Light-Wash Denim,Black Leather Shoes with Laces,,,,Stud Earring,Black Smartphone
80058,White,Short Messy,Auburn,,Olive Cardigan with Beige Longsleeve Shirt,Khaki Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,Brown Leather Briefcase
80059,White,Long Afro,Dark Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,
80060,White,Straight Sideswept Fringe,Dark Brown,,Navy Oxford with Buttons,Navy Slacks,Tan Suede Workboot with Tan Sole,,,,,Brown Leather Briefcase
80061,White,Updo Bun,Light Brown,,Denim Jumpsuit,,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
80062,White,Short Messy,Blonde,,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Lunchbox
80063,White,Buzz Cut,Blonde,,Dark Gray Cardigan with Tan Oxford Shirt,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,,Stud Earring,Black Leather Briefcase
80064,White,Medium Curly Bob,Black,,Dark Gray Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,,,,,Lunchbox
80065,White,Straight Sideswept Fringe,Blonde,,Denim Jumpsuit,,Brown Leather Shoes with Laces,Two Rings,,Black Books,,
80066,White,Updo Bun,Dark Brown,,Blue Longsleeve,Navy Slacks,Black Leather Shoes with Laces,,,,,Brown Leather Briefcase
80067,White,Short Coil,Blonde,,Olive Oxford with Buttons,Light-Wash Denim,Brown Leather Shoes with Laces,,,,,Lunchbox
80068,White,Long Messy,Light Brown,,Khaki Oxford with Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
80069,White,Short Afro Fade,Light Grey,,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,,,Silver Aviators,Stud Earring,Black Smartphone
80070,White,Buzz Cut,Dark Brown,,Navy Blazer with Striped Shirt and Navy Tie,Blue Denim,Black Leather Shoes with Laces,,Tan Workers Cap,,,Black Smartphone
80071,White,Straight Sideswept Fringe,Blonde,,Navy Oxford with Tie and Pocket,Khaki Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,,,Black Smartphone
80072,White,Long Messy,Blonde,Thin,Tan Blazer with Off-White Shirt and No Tie,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,Black Books,,Black Smartphone
80073,White,,Blonde,,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,,Navy Blue Workers Cap,,,Black Leather Briefcase
80074,White,Medium Curly Bob,Light Brown,,Olive Cardigan with Light Gray Oxford Shirt,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
80075,White,Long Messy,Blonde,,Olive Oxford with Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,,,
80076,White,Buzz Cut,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki,Tan Suede Workboot with Tan Sole,Ring One Blue,Tan Workers Cap,,,Brown Leather Briefcase
80077,White,,Blonde,,Navy Oxford with Tie and Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,,Navy Blue Workers Cap,,,Brown Leather Briefcase
80078,White,Long Afro,Black,,Red Longsleeve,Navy Slacks,White Canvas Sneaker with White Sole,,,Silver Aviators,,
80079,White,Buzz Cut,Blonde,,Navy Blazer with Striped Shirt and Navy Tie,Khaki Slacks,Brown Leather Shoes with Laces,,Purple Workers Cap,Black Books,,Black Leather Briefcase
80080,White,Low Ponytail,Light Brown,,Light Gray Longsleeve,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,Black Books,,Lunchbox
80081,White,Updo Bun,Blonde,,Khaki Oxford with Buttons,Blue Denim,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
80082,White,Low Ponytail,Auburn,,Blue Longsleeve,Navy Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,
80083,White,Short Messy,Dark Brown,Goatee,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,Stud Earring,Brown Leather Briefcase
80084,White,Buzz Cut,Dark Brown,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,White Leather Sneaker with Grey Sole,,Tan Workers Cap,,,Black Smartphone
80085,White,Short Updo,Dark Brown,,Gray Oxford with Pocket,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
80086,White,Short Updo,Black,,Gray Jumpsuit,,Black Suede Chelseas with Brown Sole,,,Black Books,,Lunchbox
80087,White,,Light Brown,,Navy Oxford with Buttons,Light-Wash Denim,Black Leather Shoes with Laces,Two Rings,,Silver Aviators,,Black Leather Briefcase
80088,White,Short Messy,Black,Stubble,Navy Blazer with Striped Shirt and Navy Tie,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,,,Black Smartphone
80089,White,Short Coil,Dark Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,White Canvas Sneaker with White Sole,Two Rings,,Black Books,,
80090,White,Short Coil,Blonde,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,Black Books,,Black Smartphone
80091,White,Long Afro,Dark Brown,,Blue Longsleeve,Khaki,White Canvas Sneaker with White Sole,Two Rings,,,,
80092,White,Short Messy,Black,,Olive Oxford with Pocket,Navy Slacks,Brown Leather Shoes with Laces,,,Black Books,,Lunchbox
80093,White,Long Afro,Dark Brown,,Navy Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Silver Aviators,,Brown Leather Briefcase
80094,White,Short Pixie,Blonde,,Olive Oxford with Tie and Pocket,Gray Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,,,
80095,White,Buzz Cut,Light Brown,,Blue Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
80096,White,Updo Bun,Dark Brown,Beard,Navy Jumpsuit,,Brown Leather Shoes with Laces,,,Black Books,,Black Smartphone
80097,White,Low Ponytail,Black,Thin,Gray Oxford with Pocket,Gray Slacks,Brown Leather Shoes with Laces,,,Rosegold Aviators,Stud Earring,
80098,White,Short Messy,Blonde,,Gray Blazer with Black Shirt and Gray Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,,,Rosegold Aviators,,Lunchbox
80099,White,Medium Curly Bob,Light Grey,,Gray Oxford with Pocket,Navy Slacks,Tan Suede Workboot with Tan Sole,,,Black Books,,Black Smartphone
80100,White,Short Coil,Light Brown,Mustache,Light Gray Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,,Black Books,Stud Earring,Brown Leather Briefcase
80101,White,Straight Sideswept Fringe,Black,,Navy Oxford with Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Black Books,,
80102,White,Medium Curly Bob,Dark Brown,,Navy Oxford with Tie and Pocket,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,Rosegold Aviators,,
80103,White,Medium Curly Bob,Dark Brown,Stubble,Khaki Oxford with Tie and Pocket,Navy Slacks,Black Leather Shoes with Laces,,,,,Black Leather Briefcase
80104,White,Low Ponytail,Blonde,,Light Gray Cardigan with Tan Longsleeve Shirt,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
80105,White,Short Afro Fade,Black,,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,,,,,
80106,White,Short Coil,Dark Brown,,Olive Oxford with Tie and Pocket,Gray Slacks,Black Leather Shoes with Laces,,,,,
80107,White,Medium Curly Bob,Black,Thin,Olive Oxford with Pocket,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Black Smartphone
80108,White,Short Afro Fade,Blonde,Stubble,Olive Oxford with Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
80109,White,Short Pixie,Auburn,,Gray Blazer with Black Shirt and No Tie,Khaki,White Leather Sneaker with Grey Sole,,,Black Books,,
80110,White,Medium Curly Bob,Light Brown,Stubble,Khaki Oxford with Pocket,Navy Slacks,White Leather Sneaker with Grey Sole,,,Silver Aviators,,
80111,White,,Light Brown,,Olive Oxford with Buttons,Khaki Slacks,White Leather Sneaker with Grey Sole,,Navy Blue Workers Cap,,,
80112,White,Straight Sideswept Fringe,Blonde,Stubble,Red Longsleeve,Blue Denim,White Canvas Sneaker with White Sole,,,Silver Aviators,Stud Earring,Black Smartphone
80113,White,Short Messy,Auburn,,Khaki Oxford with Buttons,Navy Slacks,Black Leather Shoes with Laces,,,Silver Aviators,,Lunchbox
80114,White,Long Messy,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Blue Denim,Brown Leather Shoes with Laces,,,Black Books,,Black Leather Briefcase
80115,White,Medium Curly Bob,Blonde,,Gray Blazer with Black Shirt and No Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,Black Leather Briefcase
80116,White,Buzz Cut,Dark Brown,,Brown Cardigan with Off-White Longsleeve Shirt,Light-Wash Denim,Brown Leather Shoes with Laces,,Tan Workers Cap,,,Black Smartphone
80117,White,Short Pixie,Light Brown,Thin,Navy Blazer with Striped Shirt and Navy Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,,,Black Books,,
80118,White,Buzz Cut,Light Brown,,Light Gray Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,,Tan Workers Cap,,Stud Earring,Black Smartphone
80119,White,,Blonde,Goatee,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,White Canvas Sneaker with White Sole,,,Silver Aviators,,Brown Leather Briefcase
80120,White,Buzz Cut,Light Brown,,Light Gray Cardigan with Tan Longsleeve Shirt,Navy Slacks,White Canvas Sneaker with White Sole,,Navy Blue Workers Cap,,Stud Earring,Brown Leather Briefcase
80121,White,Short Coil,Dark Brown,Stubble,Gray Blazer with Black Shirt and No Tie,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,,,Silver Aviators,,Black Leather Briefcase
80122,White,Short Afro Fade,Light Brown,,Red Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Leather Briefcase
80123,White,Short Updo,Black,Beard,Tan Blazer with Off-White Shirt and Tan Tie,Khaki Slacks,Brown Leather Shoes with Laces,Two Rings,,,,Black Smartphone
80124,White,Long Messy,Light Brown,,Navy Oxford with Buttons,Navy Slacks,Tan Suede Workboot with Tan Sole,,,Silver Aviators,,
80125,White,Short Afro Fade,Light Brown,,Tan Blazer with Off-White Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Black Leather Briefcase
80126,White,Medium Curly Bob,Dark Brown,,Charcoal Blazer with Light Blue Shirt and Black Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,,,,,Brown Leather Briefcase
80127,White,Short Updo,Dark Brown,,Gray Blazer with Black Shirt and Gray Tie,Khaki Slacks,Black Leather Shoes with Laces,,,Black Books,,Black Leather Briefcase
80128,White,Short Coil,Black,,Olive Cardigan with Light Gray Oxford Shirt,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,
80129,White,Long Messy,Black,Goatee,Navy Oxford with Tie,Khaki,White Canvas Sneaker with White Sole,,,,,Black Smartphone
80130,White,Updo Bun,Dark Brown,,Light Gray Cardigan with Tan Oxford Shirt,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,,Silver Aviators,,
80131,White,Medium Curly Bob,Black,,Navy Oxford with Buttons,Khaki Slacks,White Leather Sneaker with Grey Sole,,,,,Lunchbox
80132,White,Short Coil,Blonde,,Light Gray Longsleeve,Khaki,Tan Suede Workboot with Tan Sole,,,Black Books,,Brown Leather Briefcase
80133,White,Straight Sideswept Fringe,Auburn,,Light Gray Cardigan with Beige Longsleeve Shirt,Gray Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Brown Leather Briefcase
80134,White,Short Afro Fade,Black,Stubble,Gray Blazer with Black Shirt and No Tie,Khaki Slacks,Tan Suede Workboot with Tan Sole,,,Silver Aviators,,
80135,White,Low Ponytail,Black,,Gray Jumpsuit,,Redbrown Leather Workboot with Brown Sole,,,Rosegold Aviators,,Black Leather Briefcase
80136,White,Low Ponytail,Auburn,,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,,,,,Lunchbox
80137,White,Short Coil,Light Brown,,Khaki Oxford with Tie,Gray Slacks,White Canvas Sneaker with White Sole,,,Rosegold Aviators,,Brown Leather Briefcase
80138,White,Short Messy,Dark Brown,,Gray Blazer with Black Shirt and Gray Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,,,Black Books,,Brown Leather Briefcase
80139,White,Buzz Cut,Blonde,Stubble,Blue Longsleeve,Khaki Slacks,White Canvas Sneaker with White Sole,,Tan Workers Cap,Black Books,,Black Leather Briefcase
80140,White,Short Messy,Black,,Denim Jumpsuit,,Redbrown Leather Workboot with Brown Sole,,,,,Black Leather Briefcase
80141,White,Medium Curly Bob,Light Brown,,Light Gray Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Black Books,,Brown Leather Briefcase
80142,White,Medium Curly Bob,Light Grey,,Charcoal Blazer with Light Blue Shirt and No Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,,Rosegold Aviators,,Black Leather Briefcase
80143,White,Short Updo,Black,,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,,,
80144,White,Long Straight Bangs,Blonde,,Navy Oxford with Tie,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Blue Lunchbox
80145,White,Long Messy,Black,,Khaki Oxford with Tie and Pocket,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Black Smartphone
80146,White,Low Ponytail,Light Grey,,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
80147,White,Straight Sideswept Fringe,Dark Brown,Mustache,Tan Blazer with Off-White Shirt and No Tie,Navy Slacks,White Leather Sneaker with Grey Sole,,,,,Lunchbox
80148,White,Short Afro Fade,Dark Brown,Beard,Navy Blazer with Striped Shirt and No Tie,Khaki,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
80149,White,Buzz Cut,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,,Tan Workers Cap,,,Brown Leather Briefcase
80150,White,Short Pixie,Blonde,,Navy Oxford with Buttons,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,Silver Aviators,,Black Smartphone
80151,White,,Dark Brown,,Navy Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,,,Silver Aviators,Stud Earring,
80152,White,Buzz Cut,Light Grey,,Dark Gray Cardigan with Light Gray Oxford Shirt,Charcoal Slacks,Black Leather Shoes with Laces,,Tan Workers Cap,Black Books,,
80153,White,Short Afro Fade,Dark Brown,,Light Gray Longsleeve,Navy Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,,,,Black Smartphone
80154,White,Low Ponytail,Light Brown,,Charcoal Blazer with Light Blue Shirt and Black Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,,Rosegold Aviators,,Brown Leather Briefcase
80155,White,Long Messy,Light Grey,,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,Black Books,,
80156,White,Low Ponytail,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,,,,Black Smartphone
80157,White,Updo Bun,Dark Brown,,Gray Oxford with Pocket,Blue Denim,Black Leather Shoes with Laces,,,,,Black Leather Briefcase
80158,White,Updo Bun,Light Brown,,Blue Longsleeve,Khaki,Black Leather Shoes with Laces,,,Black Books,,Brown Leather Briefcase
80159,White,Long Messy,Light Brown,,Tan Blazer with Off-White Shirt and Tan Tie,Gray Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,,,,Black Leather Briefcase
80160,White,Short Afro Fade,Blonde,,Olive Oxford with Tie,Dark-Wash Denim,Black Leather Shoes with Laces,,,Silver Aviators,Stud Earring,Brown Leather Briefcase
80161,White,Medium Curly Bob,Light Brown,,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Dark-Wash Denim,Black Leather Shoes with Laces,,,,,Black Smartphone
80162,White,Short Pixie,Dark Brown,Thin,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Redbrown Leather Workboot with Brown Sole,,,Rosegold Aviators,,Black Smartphone
80163,White,Long Messy,Dark Brown,,Light Gray Longsleeve,Light-Wash Denim,Brown Leather Shoes with Laces,,,,,Lunchbox
80164,White,Updo Bun,Auburn,,Olive Oxford with Buttons,Khaki Slacks,Black Leather Shoes with Laces,,,,,
80165,White,Low Ponytail,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
80166,White,Low Ponytail,Black,,Light Gray Longsleeve,Light-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,,,,Black Smartphone
80167,White,,Light Grey,,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,White Leather Sneaker with Grey Sole,,Tan Workers Cap,,Stud Earring,Black Smartphone
80168,White,Short Pixie,Blonde,,Olive Oxford with Buttons,Navy Slacks,Black Leather Shoes with Laces,,,Silver Aviators,Stud Earring,Brown Leather Briefcase
80169,White,Low Ponytail,Light Grey,,Light Gray Longsleeve,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
80170,White,Short Afro Fade,Light Grey,,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,,,,,
80171,White,Buzz Cut,Black,,Khaki Oxford with Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,,Navy Blue Workers Cap,Black Books,,
80172,White,Updo Bun,Auburn,,Dark Gray Longsleeve,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,,Black Books,,Brown Leather Briefcase
80173,White,Short Pixie,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,,,
80174,White,Medium Curly Bob,Light Brown,,Dark Gray Cardigan with Light Gray Oxford Shirt,Charcoal Slacks,White Canvas Sneaker with White Sole,,,,,Lunchbox
80175,White,Short Messy,Black,,Dark Gray Longsleeve,Dark-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,,Rosegold Aviators,,Brown Leather Briefcase
80176,White,Straight Sideswept Fringe,Light Grey,,Navy Oxford with Pocket,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,Black Books,,
80177,White,Short Coil,Dark Brown,,Navy Jumpsuit,,Black Suede Chelseas with Brown Sole,,,,,
