,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
65042,Can smell fear,Yes,Surprising resilience,Running circles around enemies,None,Natural born leader,Red Leather Trench Coat with Green Cotton Tank,Laughing at your mistakes,Black Morpheus with Dark Mirrored Lens,Patent Black Leather Combat Cuff Boot,Scrappy,10,10,14,7,8,5,1,1,Katana with White Handle and White Blade,,,,,,,,,Scowl,Thin,Natural,Black,Short Coil,Light Rain,Black Cotton Wool Slacks with Buckles
65043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65053,You've got a bad feeling about this,Yes,Unshakable resolve,Two left feet,None,Your significant other's mom loves you,Green Cotton Crewneck Tunic,Appreciation for the complexity of human behavior,Black Hex with Purple Polarized Lens,Black Leather Neo Combat Boot,Paper hands,8,12,9,3,12,1,1,1,,,,,,,,,,,,Natural,Light Brown,,Heavy Rain,Black Cotton Leggings
65054,Can smell fear,Yes,Steps forward as others flee,Two left feet,None,Maintains status quo,Black Patent Leather Moto Jacket with Black Patent Leather Crew,Accepting the impermanence of things,,Black Knee High Leather Boots,Your grandma beats you at arm-wrestling,5,11,14,3,13,2,1,1,Black Short Sai,Phone,,,,,,,,,,Natural,Black,Short Curly Fade,Light Rain,Red Patent Leather Leggins
65055,Can hear a heartbeat a mile away,Yes,People think of you in their time of need,Two left feet,None,People smile back at you,Black Leather Moto Jacket with Black Cotton Crew,Learning to regulate emotions,,Black Patent Leather Neo Combat Boot,The gym stops to watch you lift,6,9,12,3,17,8,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,Meditative,,Natural,Light Brown,,Light Rain,Black Patent Leather Pants with Buckles
65056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65058,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Charcoal Leather Longsleeve Crew,Appreciation for the complexity of human behavior,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can take a punch,10,12,10,4,11,3,1,1,,,,Intersecting Squares,,,Black Earrings,,,Scowl,,Natural,Light Brown,Short Pixie,Medium Rain,Black Cotton Leggings
65059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65061,You've got a bad feeling about this,Yes,Quiet confidence,Two left feet,None,You're a bit of a charmer,Black Leather Moto Jacket with Black Leather Crew,Appreciation for the complexity of human behavior,Round Black with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,7,12,9,3,10,2,1,1,Katana with White Handle and White Blade,Silver Staff,,Square,,,,,,,,Pink,Blonde,Short Coil,Medium Rain,Green Patent Leather Leggins
65062,You've got a bad feeling about this,Yes,Last one standing,A gelatinous blob,None,You win without playing,Red Leather Moto Jacket with Black Leather Crew,Appreciation for the complexity of human behavior,Black Morpheus with Dark Mirrored Lens,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,14,12,9,1,14,2,1,1,Silver Staff,,,Valknut,,,,,,,,Natural,Blonde,Long Messy,Light Rain,Green Cotton Wool Slacks with Buckles
65063,Can see over the horizon,Yes,Steps forward as others flee,Two left feet,None,Glossophobia,Green Leather Moto Jacket with Black Cotton Crew,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Can take a punch,4,10,13,3,13,3,1,1,,Phone,,Borromean Rings,,,,,,Scowl,,Natural,Blonde,Short Sideswept Fringe,Light Rain,Black Cotton Wool Slacks with Buckles
65064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65071,Can see around corners,Yes,Incredible moral fiber,Sleep paralysis,None,Even you don't believe you,Black Cotton Tunic with Buttons,Appreciation for the complexity of human behavior,Black Futurist with Black Lens,Black Leather Neo Combat Boot,Can take a punch,1,12,11,2,11,3,1,1,Black Short Sai,Black Arm Pole,,,,,,,,,,Natural,Dark Brown,,Heavy Rain,Black Cotton Wool Slacks with Buckles
65072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65073,You've got a bad feeling about this,Yes,True grit,Two left feet,None,You're a bit of a charmer,Charcoal Leather Longsleeve with Zipper,You forgot your mantra,Translucent Hex with Red Polarized Lens,White Snakeskin Neo Combat Boot,Scrappy,7,5,9,3,9,5,1,1,,Phone,,Triforce,,,,,,,,Yellow,Black,Asymmetrical Bob,Light Rain,Black Snakeskin Leggings
65074,Can hear a heartbeat a mile away,Yes,Quiet confidence,Running circles around enemies,None,Maintains status quo,Green Patent Leather Crewneck Tunic,Laughing at your mistakes,Black Hex with Purple Polarized Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,5,10,12,7,10,3,1,1,,,,,,,,,,,Stubble,Natural,Light Brown,Messy Updo Bun,Medium Rain,Black Cotton Wool Slacks with Buckles
65075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65076,You've got a bad feeling about this,Yes,Incredible moral fiber,Getting the hang of it,None,People smile back at you,Green Patent Leather Moto Jacket with Charcoal Cotton Crew,Laughing at your mistakes,,Black Leather Neo Combat Boot,I wouldn't mess with you,6,10,9,5,11,6,1,1,,,,Alchemy,,,,,,Scowl,,White,Black,Long Afro,Heavy Rain,Black Leather Pants with Buckles
65077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65078,Your third eye is open,Yes,Quiet confidence,Pretty light on your feet,None,People follow you blindly,Green Leather Moto Jacket with Black Cotton Crew,Appreciation for the complexity of human behavior,,Patent Red Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,11,12,15,6,10,2,1,1,Phone,Phone,,,,,,,,Meditative,,Natural,Black,Short Updo,Medium Rain,Black Cotton Wool Slacks with Buckles
65079,Can hear a bee's wings,Yes,Reluctant volunteer,Two left feet,None,Could sell ice to an eskimo,Red Patent Leather Tunic with Buttons,Learning to regulate emotions,Black Neo with Mirror Lens,White Leather Neo Combat Boot,Can take a punch,9,9,10,3,5,3,1,1,Katana with White Handle and Silver Blade,,,,,,,,,Scowl,,Natural,Blonde,Short Afro Fade,Medium Rain,Black Leather Leggings
65080,Your third eye is open,Yes,Incredible moral fiber,Running circles around enemies,None,Glossophobia,Green Leather Moto Jacket with Charcoal Patent Leather Crew,Learning to regulate emotions,Black Morpheus with Dark Mirrored Lens,Black Knee High Leather Boots,Can take a punch,4,9,15,7,11,3,1,1,Katana with Black Handle and Gold Blade,Phone,,Alchemy,,,,,,,,Natural,Black,Buzz Cut,Light Rain,Red Cotton Wool Slacks with Buckles
65081,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Black Leather Moto Jacket with Red Cotton Crew,Accepting the impermanence of things,,Patent Black Leather Combat Cuff Boot,Can take a punch,5,11,11,3,11,3,1,1,,Katana with Black Handle and White Blade,,Alchemy,,,"Gold Nose, Lip",,,,,Natural,Blonde,Short Coil,Medium Rain,Black Cotton Wool Slacks with Buckles
65082,Can hear a bee's wings,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Leather Tunic with Buttons,Accepting the impermanence of things,,Black Leather Combat Cuff Boot,Can put up a fight,5,11,10,4,9,4,1,1,Gold Staff,Katana with White Handle and Silver Blade,,,,,,Leather Choker,,Scowl,,Natural,Dark Brown,Pulled Back Short,Medium Rain,Green Cotton Wool Slacks with Buckles
65083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65084,Can hear a bee's wings,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Cotton Crewneck Tunic,Appreciation for the complexity of human behavior,,Black Patent Leather Knee High Boots,Can put up a fight,4,12,10,4,8,4,1,1,Phone,,,,,,,,,,,Natural,Black,Pulled Back Short,Light Rain,Black Cotton Wool Slacks with Buckles
65085,Can see around corners,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Black Leather Tunic with Buttons,Accepting the impermanence of things,,Patent White Leather Combat Cuff Boot,Can put up a fight,10,11,11,4,8,4,1,1,,Katana with White Handle and Silver Blade,,,,,,,,Scowl,,Natural,Blonde,,Light Rain,Black Cotton Wool Slacks with Buckles
65086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65088,Nothing gets past you,Yes,True grit,Two left feet,None,Maintains status quo,Red Snakeskin Tank,Accepting the impermanence of things,Round Black with Black Lens,Black Patent Leather Knee High Boots,Scrappy,5,11,6,3,9,5,1,1,Phone,,,,,Shaded Stacking Triangles,Black Earrings,,Thick Leather,,,Natural,Dark Brown,Long Afro,Light Rain,Green Cotton Leggings
65089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65090,Can hear a bee's wings,Yes,You fold like a lawn chair,Sleep paralysis,None,Glossophobia,White Leather Trench Coat with Black Cotton Oxford and Red Tie,Learning to regulate emotions,Black Wayfarer with Black Lens,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,4,9,10,2,2,2,1,1,,Silver Arm Pole,,,,,,,,Scowl,Thin,Pink,Black,Faux Hawk,Medium Rain,Green Cotton Leggings
65091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65092,Nothing gets past you,Yes,Can eat just one potato chip,Dodging bullets,None,You're a bit of a charmer,Black Cotton Martial Arts Top,Accepting the impermanence of things,Black Neo with Black Lens,Red Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,7,11,6,18,15,2,1,1,Katana with Black Handle and White Blade,Black Short Sai,,,,,,,,,,White,Black,Short Messy,Light Rain,Black Cotton Leggings
65093,You've got a bad feeling about this,Yes,Steps forward as others flee,Two left feet,None,People smile back at you,Red Leather Trench Coat with Black Cotton Tank,Accepting the impermanence of things,,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,6,11,9,3,13,2,1,1,,Katana with Black Handle and White Blade,,,,,"Black Nose, Lip",,,Scowl,,Natural,Black,Buzz Cut,Medium Rain,Red Cotton Leggings
65094,Can smell fear,Yes,True grit,Two left feet,None,You're a bit of a charmer,Red Cotton Martial Arts Top,Laughing at your mistakes,Black Futurist with Black Lens,,Scrappy,7,10,14,3,9,5,1,1,,Katana with Black Handle and White Blade,,,,,,,,,Stubble,Natural,Dark Brown,Long Messy,Light Rain,Black Cotton Martial Arts Pants
65095,Excellent at reading people,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Black Patent Leather Trench Coat with Black Cotton Tank,Learning to regulate emotions,Black and Gold Wayfarer with Black Lens,Red Patent Leather Knee High Boots,The gym stops to watch you lift,10,9,8,4,12,8,1,1,,,,Equality Sign,,,,,,Scowl,,Natural,Light Brown,Short Afro Fade,Light Rain,Green Cotton Leggings
65096,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Black Leather Longsleeve Crew,Accepting the impermanence of things,Black Futurist with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,3,11,11,4,11,3,1,1,,Phone,,Shaded Triangle,,,,,,,Beard,Natural,Black,Long Afro,Light Rain,Black Cotton Leggings
65097,Excellent at reading people,Yes,Incredible moral fiber,Getting the hang of it,None,You're a bit of a charmer,Black Wool Mandarin Trench Coat,Deeper truths are apparent,Translucent Hex with Red Polarized Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,7,16,8,5,11,4,1,1,,Silver Arm Pole,,,,,,,,,Thin,White,Black,Short Sideswept Fringe,Heavy Rain,Red Cotton Wool Slacks with Buckles
65098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65107,You've got a bad feeling about this,Yes,Steps forward as others flee,Sleep paralysis,None,You're a bit of a charmer,Black Leather Mandarin Tunic,Appreciation for the complexity of human behavior,Black Morpheus with Dark Mirrored Lens,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,7,12,9,2,13,2,1,1,,,Intersecting Squares,,,,"Black Nose, Lip, Forehead",,,,,Natural,Black,Long Straight Bangs,Light Rain,Black Cotton Leggings
65108,You notice every glitch in the Matrix,Yes,Unshakable resolve,Sleep paralysis,None,Maintains status quo,White Leather Longsleeve Crew,Accepting the impermanence of things,Black Futurist with Black Lens,Green Knee High Leather Boots,Scrappy,5,11,17,2,12,5,1,1,Katana with White Handle and Silver Blade,Katana with White Handle and Silver Blade,,,,,Black Earrings,,Thick Leather,,,Natural,Blonde,Low Ponytail,Medium Rain,Green Cotton Leggings
65109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65110,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Red Leather Tank,You have walked the manifold path,,Black Patent Leather Neo Combat Boot,Can put up a fight,4,14,11,3,11,4,1,1,,Phone,,,Triforce,,Black Earrings,,,Scowl,,Neon Red,Light Brown,Faux Hawk,Light Rain,Green Cotton Wool Slacks with Buckles
65111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65112,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Pretty light on your feet,None,Your significant other's mom loves you,Green Cotton Longsleeve Crew,Learning to regulate emotions,,Black Leather Combat Cuff Boot,Can put up a fight,8,9,12,6,11,4,1,1,,,,,,,,Leather Choker,,Meditative,,Natural,Black,Short Updo,Heavy Rain,Green Cotton Wool Slacks with Buckles
65113,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Sleep paralysis,None,You're a bit of a charmer,Green Patent Leather Moto Jacket with Green Cotton Crew,Learning to regulate emotions,Black Wayfarer with Black Lens,Green Knee High Leather Boots,People get out of your way,7,9,12,2,11,7,1,1,Black Gun,Katana with Black Handle and Silver Blade,,,,,,,,,,Natural,Dark Brown,Short Coil,Light Rain,Black Cotton Wool Slacks with Buckles
65114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65116,Can see around corners,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Red Cotton Tank,Accepting the impermanence of things,,Patent White Leather Combat Cuff Boot,Can put up a fight,5,11,11,4,9,4,1,1,Silver Staff,Dark Wood Staff,,,Valknut,Sierpiński Triangle,Gold Earrings,Leather Choker,Thick Leather,,Goatee,Natural,Light Brown,Short Messy,Heavy Rain,Black Cotton Martial Arts Pants
65117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65118,Heightened senses,Yes,Begrudging participant,Two left feet,None,Maintains status quo,Green Cotton Longsleeve Crew,Laughing at your mistakes,Round Black with Black Lens,Black Knee High Leather Boots,Scrappy,5,10,7,3,6,5,1,1,,,,,,,,,,Scowl,,Natural,Black,Low Ponytail,Heavy Rain,Black Cotton Wool Slacks with Buckles
65119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65120,Can see over the horizon,Yes,True grit,Two left feet,None,Maintains status quo,Charcoal Black Cotton Longsleeve with Zipper,Accepting the impermanence of things,Translucent Hex with Red Polarized Lens,Green Knee High Leather Boots,I wouldn't mess with you,5,11,13,3,9,6,1,1,,,,,,,Silver Earrings,,,,Mustache,Natural,Blonde,Short Curly Fade,Medium Rain,Black Cotton Wool Slacks with Buckles
65121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65122,You've got a bad feeling about this,Yes,Steps forward as others flee,A gelatinous blob,None,People smile back at you,Black Patent Leather Moto Jacket with Red Leather Crew,Accepting the impermanence of things,Silver Morpheus with Orange and Red Gradient Lens,Green Leather Combat Cuff Boot,Scrappy,6,11,9,1,13,5,1,1,,,,,,,,,,,,Natural,Dark Brown,Asymmetrical Bob,Light Rain,Black Leather Leggings
65123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65128,You've got a bad feeling about this,Yes,Quiet confidence,Getting the hang of it,None,Could sell ice to an eskimo,Black Cotton Longsleeve Crew,Self-induced illusions fade,,Green Knee High Leather Boots,I wouldn't mess with you,9,8,9,5,10,6,1,1,Black Submachine Gun,Black Short Sai,,,,,,,,,,White,Light Brown,Short Pixie,Medium Rain,Red Cotton Leggings
