,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
80049,Can see around corners,Yes,People think of you in their time of need,Getting the hang of it,None,People smile back at you,Black Cotton Martial Arts Top,Laughing at your mistakes,Black Neo with Black Lens,Patent Green Leather Combat Cuff Boot,I wouldn't mess with you,6,10,11,5,17,6,1,1,Katana with White Handle and Silver Blade,,,,,,Black Earrings,,,Smirk,Mustache,Natural,Blonde,Low Ponytail,Medium Rain,Green Cotton Wool Slacks with Buckles
80050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80052,Can see over the horizon,Yes,Incredible moral fiber,Pretty light on your feet,None,Could sell ice to an eskimo,Green Leather Mandarin Tunic,Accepting the impermanence of things,,Black Leather Combat Cuff Boot,Can put up a fight,9,11,13,6,11,4,1,1,,Silver Gun,,,,,,,,,,Pink,Light Grey,Short Updo,Medium Rain,Black Cotton Leggings
80053,You've got a bad feeling about this,Yes,Unshakable resolve,Abnormal flexibility,None,You're a bit of a charmer,Black Cotton Tank,Accepting the impermanence of things,Black Wayfarer with Black Lens,Green Leather Combat Cuff Boot,People get out of your way,7,11,9,9,12,7,1,1,Katana with White Handle and Silver Blade,Katana with Black Handle and White Blade,Sierpiński Triangle,,Valknut,Equality Sign,,,Thick Leather,Smirk,,Natural,Dark Brown,,Medium Rain,Black Cotton Martial Arts Pants
80054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80056,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Black Leather Trench Coat with White Cotton Oxford and Black Tie,Laughing at your mistakes,Black Wayfarer with Black Lens,Green Leather Combat Cuff Boot,Can put up a fight,5,10,10,3,10,4,1,1,Katana with White Handle and Silver Blade,Black Arm Pole,,,,,,,,,,Natural,Light Grey,Low Ponytail,Heavy Rain,Green Cotton Wool Slacks with Buckles
80057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80059,Can see over the horizon,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Red Snakeskin Moto Jacket with Charcoal Leather Crew,Appreciation for the complexity of human behavior,Black Hex with Purple Polarized Lens,Black Patent Leather Neo Combat Boot,Paper hands,8,12,13,4,10,1,1,1,Katana with Black Handle and Silver Blade,Black Submachine Gun,,,,,,,,Smirk,,Natural,Dark Brown,Medium Curly Bob,Light Rain,Red Patent Leather Leggins
80060,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Green Leather Tunic with Buttons,Laughing at your mistakes,,Patent Black Leather Combat Cuff Boot,Can put up a fight,4,10,10,4,11,4,1,1,Black Submachine Gun,Silver Gun,,Circle,,,Silver Eyebrow Ring,,,Scowl,,Natural,Dark Brown,Short Sideswept Fringe,Medium Rain,Black Cotton Leggings
80061,Can see around corners,Yes,Surprising resilience,Two left feet,None,Your significant other's mom loves you,Green Cotton Tunic with Buttons,You have a childlike sense of wonder,,Red Patent Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,8,7,11,3,8,2,1,1,,,,,,,,,,Meditative,,Natural,Light Brown,Short Coil,Medium Rain,Green Cotton Wool Slacks with Buckles
80062,Can hear a heartbeat a mile away,Yes,Quiet confidence,Sleep paralysis,None,Maintains status quo,Black Cotton Tank,Laughing at your mistakes,White Futurist with Mirror Lens,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,5,10,12,2,10,2,1,1,Phone,Katana with White Handle and Silver Blade,,,,Triangle,,,,Scowl,Stubble,Neon Red,Blonde,Pulled Back Short,Medium Rain,Black Cotton Wool Slacks with Buckles
80063,You've got a bad feeling about this,Yes,Quiet confidence,Getting the hang of it,None,You're a bit of a charmer,Black Leather Longsleeve with Zipper,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Paper hands,7,10,9,5,10,1,1,1,,,,Shaded Circle,,,,,,,Stubble,Natural,Blonde,Short Coil,Medium Rain,Black Patent Leather Leggins
80064,Excellent at reading people,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Leather Moto Jacket with Black Leather Crew,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Patent Green Leather Combat Cuff Boot,Can take a punch,7,11,8,4,11,3,1,1,Katana with Black Handle and Silver Blade,,Interlocking Circles,,,,,,,Scowl,,Light Purple,Black,Short Curly Fade,Light Rain,Black Cotton Leggings
80065,Time slows for you,Yes,Unshakable resolve,Pretty light on your feet,None,Maintains status quo,Green Cotton Tank,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,5,11,16,6,12,2,1,1,,Black Shotgun,,,Valknut,Intersecting Squares,"Gold Nose, Lip",Leather Choker,,,,Natural,Blonde,,Medium Rain,Black Cotton Leggings
80066,Can hear a heartbeat a mile away,Yes,Quiet confidence,Two left feet,None,People smile back at you,Black Cotton Tunic with Buttons,You know the sound of one hand clapping,,Black Snakeskin Neo Combat Boot,I wouldn't mess with you,6,13,12,3,10,6,1,1,,Dark Wood Staff,,,,,,Leather Choker,,Meditative,,Natural,Dark Brown,Short Updo,Light Rain,Black Cotton Wool Slacks with Buckles
80067,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Green Cotton Tank,You know the sound of one hand clapping,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can punch holes in concrete walls,5,13,10,3,11,10,1,1,,Black Submachine Gun,,,Equality Sign,Interlocking Circles,Black Earrings,,Studded Leather,Smirk,,Dark Blue,Blonde,Short Afro Fade,Light Rain,Black Cotton Leggings
80068,Can see around corners,Yes,Incredible moral fiber,Getting the hang of it,None,You're a bit of a charmer,White Cotton Longsleeve with Zipper,Laughing at your mistakes,White Futurist with Mirror Lens,Green Leather Neo Combat Boot,Can take a punch,7,10,11,5,11,3,1,1,,Phone,,,,,,,Studded Leather,,,Natural,Light Brown,Short Sideswept Fringe,Heavy Rain,Black Leather Leggings
80069,Can see around corners,Yes,True grit,Pretty light on your feet,None,Your significant other's mom loves you,Black Cotton Crewneck Tunic,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Snakeskin Neo Combat Boot,Your grandma beats you at arm-wrestling,8,10,11,6,9,2,1,1,,Black Gun,,,,,,Leather Choker,,Smirk,,Natural,Light Grey,Short Pixie,Light Rain,Black Cotton Wool Slacks with Buckles
80070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80071,You've got a bad feeling about this,Yes,Incredible moral fiber,Two left feet,None,People smile back at you,Black Cotton Mandarin Tunic,Appreciation for the complexity of human behavior,,Black Leather Neo Combat Boot,Can put up a fight,6,12,9,3,11,4,1,1,,,,Borromean Rings,,,,,,Meditative,,Natural,Blonde,Buzz Cut,Light Rain,Red Cotton Wool Slacks with Buckles
80072,Can smell fear,Yes,True grit,Two left feet,None,You're a bit of a charmer,Black Snakeskin Moto Jacket with Red Cotton Crew,Accepting the impermanence of things,,Green Black Patent Leather Neo Combat Boot,I wouldn't mess with you,7,11,14,3,9,6,1,1,,Black Shotgun,,Interlocking Circles,,,,,,,Thin,Natural,Blonde,Short Pixie,Heavy Rain,Black Cotton Leggings
80073,Excellent at reading people,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Black Snakeskin Tank,Appreciation for the complexity of human behavior,Round Silver with Mirror Lens,Black Leather Combat Cuff Boot,Can take a punch,6,12,8,4,10,3,1,1,Phone,Black Submachine Gun,,,Interlocking Circles,,Black Earrings,,,,,Natural,Blonde,Messy Updo Bun,Light Rain,Green Leather Pants with Buckles
80074,Can see around corners,Yes,Incredible moral fiber,Pretty light on your feet,None,Maintains status quo,Black Cotton Tank,Accepting the impermanence of things,Round Silver with Mirror Lens,Black Knee High Leather Boots,Can put up a fight,5,11,11,6,11,4,1,1,Katana with Black Handle and Silver Blade,Black Short Sai,,,Shaded Triangle,,,,,,Stubble,Natural,Light Brown,Messy Updo Bun,Light Rain,Black Cotton Leggings
80075,Your third eye is open,Yes,True grit,Getting the hang of it,None,People smile back at you,Black Cotton Tank,Laughing at your mistakes,,White Leather Combat Cuff Boot,Can take a punch,6,10,15,5,9,3,1,1,Katana with White Handle and Silver Blade,Black Gun,,,Valknut,,,,,Smirk,Stubble,Yellow,Blonde,Short Curly Fade,Light Rain,Black Cotton Wool Slacks with Buckles
80076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80078,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Could sell ice to an eskimo,Charcoal Patent Leather Longsleeve Crew,Learning to regulate emotions,Black Futurist with Black Lens,Red Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,9,9,11,3,11,2,1,1,Black Short Sai,,,,,,,,,,,Natural,Black,Short Afro Fade,Light Rain,White Snakeskin Pants with Buckles
80079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80080,Can hear a heartbeat a mile away,Yes,Surprising resilience,Two left feet,None,Others are helpless to deny you,Green Patent Lather Trench Coat with Purple Cotton Oxford and Green Tie,Learning to regulate emotions,,Red Leather Combat Cuff Boot,Can take a punch,13,9,12,3,8,3,1,1,,,,,,,,,,Meditative,,Natural,Light Brown,Medium Curly Bob,Light Rain,Black Snakeskin Leggings
80081,You've got a bad feeling about this,Yes,Incredible moral fiber,A gelatinous blob,None,Could probably convince a small child,Red Leather Moto Jacket with Black Cotton Crew,Laughing at your mistakes,Round Black with Black Lens,Black Leather Neo Combat Boot,Scrappy,3,10,9,1,11,5,1,1,Phone,,,,,,,,,,,Natural,Blonde,,Light Rain,Red Leather Pants with Buckles
80082,Can see over the horizon,Yes,Unshakable resolve,Getting the hang of it,None,Maintains status quo,Black Patent Leather Moto Jacket with Charcoal Patent Leather Crew,Self-induced illusions fade,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can stop a helicopter from taking off,5,8,13,5,12,13,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,,Neon Red,Auburn,Short Curly Fade,Light Rain,Green Patent Leather Pants with Buckles
80083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80085,You've got a bad feeling about this,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Black Cotton Tank,Learning to regulate emotions,Black Hex with Purple Polarized Lens,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,8,9,9,4,10,2,1,1,,Black Submachine Gun,,,Circle,Shaded Stacking Triangles,,Leather Choker,,,,Natural,Dark Brown,Faux Hawk,Light Rain,Black Cotton Wool Slacks with Buckles
80086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80093,Can see around corners,Yes,Incredible moral fiber,A gelatinous blob,None,You're a bit of a charmer,Green Cotton Martial Arts Top,Self-induced illusions fade,Black Morpheus with Dark Mirrored Lens,Black Leather Combat Cuff Boot,Can take a punch,7,8,11,1,11,3,1,1,,Phone,Alchemy,,,,Black Earrings,,,,,Light Purple,Dark Brown,Braids,Light Rain,Green Cotton Wool Slacks with Buckles
80094,Can hear a bee's wings,Yes,Quiet confidence,Sleep paralysis,None,You're a bit of a charmer,Black Leather Moto Jacket with White Cotton Crew,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Knee High Leather Boots,The gym stops to watch you lift,7,10,10,2,10,8,1,1,,,Equality Sign,,,,,,,Smirk,,Natural,Blonde,Short Afro Fade,Light Rain,Black Cotton Leggings
80095,Can hear a heartbeat a mile away,Yes,Quiet confidence,Two left feet,None,You're a bit of a charmer,Black Cotton Crewneck Tunic,Laughing at your mistakes,Black Futurist with Black Lens,White Patent Leather Knee High Boots,Eighteen-wheelers swerve to avoid your punch,7,10,12,3,10,14,1,1,,Black Long Sai,,,,,,,,,Mustache,Natural,Light Brown,Short Afro Fade,Light Rain,Black Leather Leggings
80096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80109,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Sleep paralysis,None,Could sell ice to an eskimo,Black Cotton Tunic with Buttons,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,9,12,12,2,11,3,1,1,,Katana with Black Handle and Silver Blade,,Sierpiński Triangle,,,Black Earrings,,,,Thin,Natural,Auburn,Messy Updo Bun,Light Rain,Black Cotton Leggings
80110,Can hear a bee's wings,Yes,Quiet confidence,Getting the hang of it,None,Your significant other's mom loves you,Green Cotton Longsleeve Crew,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Scrappy,8,11,10,5,10,5,1,1,Phone,Black Short Sai,,Borromean Rings,,,,,,Smirk,,Natural,Light Brown,Low Ponytail,Light Rain,Green Cotton Leggings
80111,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,People smile back at you,Black Cotton Crewneck Tunic,Learning to regulate emotions,,Black Knee High Leather Boots,Scrappy,6,9,10,3,10,5,1,1,,Katana with Black Handle and Silver Blade,,,,,Black Erl,Leather Choker,,,Mustache,Natural,Light Brown,Buzz Cut,Medium Rain,Black Leather Pants with Buckles
80112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
