,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
60084,You've got a bad feeling about this,Yes,Surprising resilience,Can instantly copy any movement or pattern,None,You're a bit of a charmer,Black Cotton Longsleeve Crew,Laughing at your mistakes,Black Wayfarer with Black Lens,Green Knee High Leather Boots,Can take a punch,7,10,9,11,8,3,1,1,Katana with White Handle and Silver Blade,Black Short Sai,,Shaded Triangle,,,,,,,,Natural,Blonde,Short Sideswept Fringe,Light Rain,Black Leather Leggings
60085,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Everything is always an option,Black Leather Mandarin Tunic,Eckhart Tolle has you on speed dial,Black and Gold Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,12,17,10,4,11,4,1,1,,Dark Wood Staff,,,,,Black Earrings,,,,,Neon Red,Light Grey,Buzz Cut,Medium Rain,Red Cotton Wool Slacks with Buckles
60086,Can see around corners,Yes,True grit,Two left feet,None,People follow you blindly,Red Leather Moto Jacket with Charcoal Patent Leather Crew,You know the sound of one hand clapping,Black Wayfarer with Black Lens,Green Leather Neo Combat Boot,Can take a punch,11,13,11,3,9,3,1,1,Black Gun,Black Shotgun,,,,,,,,,,Green,Black,Short Curly Fade,Light Rain,Black Cotton Wool Slacks with Buckles
60087,Can see over the horizon,Yes,Surprising resilience,A gelatinous blob,None,People follow you blindly,Green Cotton Tank,Appreciation for the complexity of human behavior,,Green Leather Combat Cuff Boot,Can take a punch,11,12,13,1,8,3,1,1,,Phone,,,,,Silver Erl,,,,,Pink,Auburn,Short Afro Fade,Light Rain,Black Leather Pants with Buckles
60088,Can hear a heartbeat a mile away,Yes,Quiet confidence,A gelatinous blob,None,Natural born leader,Black Leather Trench Coat with Black Cotton Oxford and Green Tie,You forgot your mantra,,Green Leather Combat Cuff Boot,Can put up a fight,10,5,12,1,10,4,1,1,,Black Short Sai,,,,,,,,Smirk,,White,Black,Long Messy,Light Rain,Red Cotton Wool Slacks with Buckles
60089,Can hear a bee's wings,Yes,Quiet confidence,Getting the hang of it,None,Could probably convince a small child,Red Leather Longsleeve Crew,Laughing at your mistakes,,Green Knee High Leather Boots,Can put up a fight,3,10,10,5,10,4,1,1,,,,,,,,,,Meditative,,Neon Red,Blonde,Short Curly Fade,Medium Rain,Black Leather Leggings
60090,You've got a bad feeling about this,Yes,Quiet confidence,Getting the hang of it,None,Maintains status quo,Black Leather Trench Coat with Black Cotton Oxford and Red Tie,Accepting the impermanence of things,,Black Leather Combat Cuff Boot,Can punch holes in concrete walls,5,11,9,5,10,10,1,1,Katana with Black Handle and Silver Blade,Black Submachine Gun,,,,,Black Erl,,,,,Light Purple,Light Grey,Short Afro Fade,Light Rain,Green Cotton Wool Slacks with Buckles
60091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60100,Can hear a heartbeat a mile away,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,People follow you blindly,Black Leather Crewneck Tunic,You know the sound of one hand clapping,Black Wayfarer with Black Lens,Red Snakeskin Combat Cuff Boot,Can put up a fight,11,13,12,4,10,4,1,1,,Phone,,,,,,,,,Mustache,Natural,Dark Brown,Short Curly Fade,Light Rain,Green Cotton Wool Slacks with Buckles
60101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60109,You've got a bad feeling about this,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Black Leather Mandarin Tunic,Laughing at your mistakes,Black Wayfarer with Black Lens,Green Leather Combat Cuff Boot,Can put up a fight,4,10,9,3,11,4,1,1,,Black Submachine Gun,,Sierpiński Triangle,,,Silver Earrings,,,,,Natural,Dark Brown,,Light Rain,Green Cotton Wool Slacks with Buckles
60110,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Leather Tank,Laughing at your mistakes,Black Morpheus with Dark Mirrored Lens,Red Leather Combat Cuff Boot,Scrappy,4,10,11,4,11,5,1,1,Phone,Black Arm Pole,,,Intersecting Squares,Triforce,,,,,,Light Blue,Light Brown,Pulled Back Short,Light Rain,White Cotton Wool Slacks with Buckles
60111,Can hear a bee's wings,Yes,Last one standing,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Green Cotton Tank,Appreciation for the complexity of human behavior,Black Neo with Black Lens,Black Leather Neo Combat Boot,Can punch holes in concrete walls,6,12,10,4,14,10,1,1,,,,,,Square,,,Studded Leather,,,Natural,Blonde,Pulled Back Short,Light Rain,White Patent Leather Pants with Buckles
60112,You've got a bad feeling about this,Yes,True grit,Getting the hang of it,None,You're a bit of a charmer,Black Patent Leather Mandarin Tunic,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,White Snakeskin Knee High Boots,Paper hands,7,12,9,5,9,1,1,1,Katana with Black Handle and Silver Blade,,,,,,,,,Scowl,Goatee,Natural,Blonde,,Heavy Rain,Black Leather Pants with Buckles
60113,You've got a bad feeling about this,Yes,Can eat just one potato chip,Two left feet,None,Nobody's buying it,Black Leather Trench Coat with Black Cotton Oxford and Green Tie,Laughing at your mistakes,Black Futurist with Black Lens,Green Knee High Leather Boots,Can take a punch,2,10,9,3,15,3,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,Scowl,,Natural,Light Brown,Short Messy,Light Rain,Red Cotton Leggings
60114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60116,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Pretty light on your feet,None,Robert Downey Jr.,Black Leather Trench Coat with Black Cotton Oxford and Red Tie,Accepting the impermanence of things,Black Futurist with Black Lens,Black Leather Neo Combat Boot,Can take a punch,17,11,12,6,12,3,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,Smirk,,Pink,Dark Brown,Short Coil,Light Rain,Black Cotton Wool Slacks with Buckles
60117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60119,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,People follow you blindly,Black Patent Leather Longsleeve Crew,Learning to regulate emotions,Black Wayfarer with Black Lens,Black Snakeskin Combat Cuff Boot,Can take a punch,11,9,11,4,11,3,1,1,,Black Gun,,,,,,,Thick Leather,Scowl,Beard,Natural,Black,,Medium Rain,Green Cotton Wool Slacks with Buckles
60120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60132,Can see around corners,Yes,True grit,Two left feet,None,People smile back at you,Black Wool Mandarin Trench Coat,Appreciation for the complexity of human behavior,Black Futurist with Black Lens,Black Patent Leather Knee High Boots,Can take a punch,6,12,11,3,9,3,1,1,,Silver Staff,,,,,,,,Smirk,,Natural,Light Grey,Medium Curly Bob,Light Rain,Black Cotton Wool Slacks with Buckles
60133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60140,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Green Snakeskin Moto Jacket with Green Leather Crew,You know the sound of one hand clapping,,Red Knee High Leather Boots,Can take a punch,5,13,10,3,10,3,1,1,,Black Gun,,,,,Silver Earrings,,,Meditative,Thin,Natural,Light Grey,Buzz Cut,Heavy Rain,Green Patent Leather Leggins
60141,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Nobody's buying it,Black Patent Leather Mandarin Trench Coat,Accepting the impermanence of things,Round Silver with Mirror Lens,Black Patent Leather Neo Combat Boot,Scrappy,2,11,12,4,11,5,1,1,Silver Staff,Katana with White Handle and White Blade,,,,,,,,Scowl,Beard,Natural,Black,Long Messy,Medium Rain,Black Cotton Wool Slacks with Buckles
60142,Excellent at reading people,Yes,Quiet confidence,Running circles around enemies,None,Could probably convince a small child,Red Patent Leather Crewneck Tunic,Learning to regulate emotions,Black and Gold Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,3,9,8,7,10,3,1,1,Phone,Gold Shotgun,,,,,,,,,,Natural,Black,Short Messy,Medium Rain,Black Patent Leather Leggins
60143,Can hear a bee's wings,Yes,Incredible moral fiber,Pretty light on your feet,None,Could sell ice to an eskimo,Black Cotton Longsleeve Crew,Learning to regulate emotions,White Futurist with Mirror Lens,Black Snakeskin Combat Cuff Boot,Can take a punch,9,9,10,6,11,3,1,1,,,,,,,,,,,,White,Light Grey,Pulled Back Short,Heavy Rain,Green Cotton Martial Arts Pants
