,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
85018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85021,Can see around corners,Yes,Leads when no one else will,Two left feet,None,Your significant other's mom loves you,Green Cotton Crewneck Tunic,Laughing at your mistakes,Black Futurist with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,8,10,11,3,16,3,1,1,,Silver Arm Pole,,,,,,Leather Choker,,,,Natural,Light Grey,Short Coil,Heavy Rain,Black Snakeskin Leggings
85022,Can see over the horizon,Yes,Incredible moral fiber,Two left feet,None,People smile back at you,Black Pantent Leather Longsleeve with Zipper,Appreciation for the complexity of human behavior,Black Hex with Purple Polarized Lens,Black Leather Combat Cuff Boot,The gym stops to watch you lift,6,12,13,3,11,8,1,1,,,,Shaded Triangle,,,,,Thick Leather,Smirk,,Natural,Black,Messy Updo Bun,Light Rain,Red Cotton Wool Slacks with Buckles
85023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85030,Can hear a bee's wings,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Red Leather Trench Coat with Red Patent Leather Tank,Learning to regulate emotions,Black Hex with Purple Polarized Lens,Red Snakeskin Combat Cuff Boot,Paper hands,8,9,10,4,9,1,1,1,,Black Shotgun,,,,,,,,,,Natural,Blonde,Short Messy,Light Rain,Black Cotton Leggings
85031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85032,Can hear a bee's wings,Yes,Leads when no one else will,Getting the hang of it,None,Maintains status quo,Black Snakeskin Tank,Laughing at your mistakes,Black Neo with Black Lens,Patent Black Leather Combat Cuff Boot,I wouldn't mess with you,5,10,10,5,16,6,1,1,Katana with Black Handle and Silver Blade,Black Short Sai,,,,,,,Thick Leather,Smirk,,Natural,Black,Long Messy,Light Rain,Black Cotton Leggings
85033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85037,Can hear a bee's wings,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Leather Moto Jacket with Charcoal Cotton Crew,The veil begins to lift,,Black Leather Combat Cuff Boot,Can put up a fight,4,6,10,4,9,4,1,1,,,,,,,,,,,,Light Purple,Light Brown,Short Updo,Heavy Rain,Black Cotton Wool Slacks with Buckles
85038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,Excellent at reading people,Yes,Unshakable resolve,Running circles around enemies,None,People smile back at you,Green Cotton Tank,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Can take a punch,6,10,8,7,12,3,1,1,,Phone,,,Valknut,Equality Sign,,,Studded Leather,,,Neon Red,Blonde,Buzz Cut,Light Rain,Black Cotton Leggings
85041,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Pretty light on your feet,None,Even you don't believe you,Black Cotton Tank,Accepting the impermanence of things,Black Hex with Purple Polarized Lens,Black Knee High Leather Boots,The gym stops to watch you lift,1,11,12,6,11,8,1,1,Black Gun,Black Arm Pole,,,Sierpiński Triangle,Triforce,,Leather Choker,,,Stubble,Light Purple,Black,Short Curly Fade,Medium Rain,Red Cotton Wool Slacks with Buckles
85042,Can see around corners,Yes,Incredible moral fiber,Sleep paralysis,None,Glossophobia,Red Patent Leather Trench Coat with Black Cotton Tank,Laughing at your mistakes,,White Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,4,10,11,2,11,2,1,1,,,,,,,,Leather Cuff,,Meditative,,Pink,Light Brown,Short Pixie,Light Rain,Black Patent Leather Leggins
85043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85046,You've got a bad feeling about this,Yes,Quiet confidence,Two left feet,None,People smile back at you,Black Leather Longsleeve Crew,Laughing at your mistakes,,Black Knee High Leather Boots,Can take a punch,6,10,9,3,10,3,1,1,,Dark Wood Staff,,,,,,,Thick Leather,,,Natural,Dark Brown,Faux Hawk,Medium Rain,Green Cotton Wool Slacks with Buckles
85047,Can see around corners,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Black Cotton Martial Arts Top,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,10,11,11,4,9,2,1,1,,,,Sierpiński Triangle,,,,,,Smirk,,Natural,Blonde,Short Messy,Medium Rain,Black Leather Pants with Buckles
85048,Can hear a heartbeat a mile away,Yes,Quiet confidence,Two left feet,None,Maintains status quo,White Cotton Longsleeve Crew,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Knee High Leather Boots,I wouldn't mess with you,5,10,12,3,10,6,1,1,Black Submachine Gun,Dark Wood Staff,,,,,Black Earrings,,Thick Leather,,,Light Blue,Blonde,Low Ponytail,Light Rain,Black Leather Pants with Buckles
85049,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Nobody's buying it,Black Cotton Longsleeve Crew,Accepting the impermanence of things,Black Neo with Mirror Lens,Black Knee High Leather Boots,Can take a punch,2,11,12,4,12,3,1,1,Silver Gun,Katana with Black Handle and Silver Blade,,,,,,,,,,Green,Blonde,Short Afro Fade,Medium Rain,Black Leather Leggings
85050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85051,Can see around corners,Yes,Can eat just one potato chip,Two left feet,None,Maintains status quo,Black Leather Longsleeve Crew,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can punch holes in concrete walls,5,11,11,3,15,10,1,1,,Black Short Sai,,,,,,,,Scowl,,Natural,Dark Brown,Long Messy,Medium Rain,Green Cotton Leggings
85052,You've got a bad feeling about this,Yes,True grit,Sleep paralysis,None,Maintains status quo,Black Leather Mandarin Trench Coat,Learning to regulate emotions,,Patent Green Leather Combat Cuff Boot,Can take a punch,5,9,9,2,9,3,1,1,,,,,,,,,,Smirk,Stubble,Natural,Light Brown,Asymmetrical Bob,Heavy Rain,Black Cotton Wool Slacks with Buckles
85053,Can see around corners,Yes,Quiet confidence,Abnormal flexibility,None,Maintains status quo,Charcoal Cotton Longsleeve Crew,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can take a punch,5,10,11,9,10,3,1,1,,,,,,,,,,,,Natural,Black,,Medium Rain,Black Cotton Wool Slacks with Buckles
85054,Heightened senses,Yes,Incredible moral fiber,A gelatinous blob,None,Everything is always an option,Red Leather Moto Jacket with White Patent Leather Crew,Appreciation for the complexity of human behavior,,Patent Black Leather Combat Cuff Boot,Can put up a fight,12,12,7,1,11,4,1,1,Katana with Black Handle and White Blade,Katana with Black Handle and White Blade,,,,,,,,Scowl,Goatee,Neon Red,Black,Short Afro Fade,Medium Rain,Black Cotton Leggings
85055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85056,Can see around corners,Yes,Unshakable resolve,Two left feet,None,Could sell ice to an eskimo,Black Cotton Tank,Appreciation for the complexity of human behavior,,Patent Black Leather Combat Cuff Boot,Can take a punch,9,12,11,3,12,3,1,1,,,,,Borromean Rings,Triangle,Black Erl,,Studded Leather,Meditative,,Natural,Blonde,Long Straight Bangs,Light Rain,Green Cotton Martial Arts Pants
85057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85062,Can hear a heartbeat a mile away,Yes,Quiet confidence,Sleep paralysis,None,Your significant other's mom loves you,Black Wool Mandarin Trench Coat,The veil begins to lift,,Green Leather Neo Combat Boot,Can put up a fight,8,6,12,2,10,4,1,1,,Black Short Sai,,,,,Black Earrings,,,Meditative,,Natural,Auburn,Buzz Cut,Light Rain,Green Cotton Wool Slacks with Buckles
85063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85065,Can see around corners,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,White Cotton Longsleeve Crew,You know the sound of one hand clapping,White Futurist with Mirror Lens,Black Patent Leather Neo Combat Boot,Can take a punch,5,13,11,4,10,3,1,1,Katana with Black Handle and Silver Blade,Gold Staff,,,,,,Leather Choker,Thick Leather,,,Natural,Black,Bob with Fringes,Heavy Rain,Green Cotton Wool Slacks with Buckles
85066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85068,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Your significant other's mom loves you,Black Cotton Tank,Learning to regulate emotions,,Green Leather Combat Cuff Boot,Can take a punch,8,9,11,3,11,3,1,1,,Katana with Black Handle and White Blade,,,Circle,Native Arrows,,,Studded Leather,Meditative,,Natural,Black,Medium Curly Bob,Medium Rain,Black Cotton Martial Arts Pants
85069,Can see around corners,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,People follow you blindly,Red Patent Lather Trench Coat with Black Cotton Oxford and Green Tie,Laughing at your mistakes,Black Neo with Mirror Lens,Black Knee High Leather Boots,Can put up a fight,11,10,11,4,9,4,1,1,,Dark Wood Staff,,,,,,,,Scowl,Mustache,Light Purple,Light Brown,Short Pixie,Light Rain,Black Cotton Wool Slacks with Buckles
85070,Can hear a bee's wings,Yes,Quiet confidence,Sleep paralysis,None,People smile back at you,Black Patent Leather Mandarin Tunic,You have a childlike sense of wonder,Black Wayfarer with Black Lens,Black Knee High Leather Boots,Your grandma beats you at arm-wrestling,6,7,10,2,10,2,1,1,Katana with Black Handle and Silver Blade,Silver Staff,,,,,,,,Scowl,,Natural,Light Brown,Short Curly Fade,Heavy Rain,Black Cotton Leggings
85071,Excellent at reading people,Yes,True grit,Two left feet,None,Natural born leader,Red Cotton Martial Arts Top,Accepting the impermanence of things,,,Your grandma beats you at arm-wrestling,10,11,8,3,9,2,1,1,Katana with White Handle and White Blade,Phone,,Square,,,Black Earrings,,,,,Natural,Black,Short Coil,Heavy Rain,Red Cotton Martial Arts Pants
85072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85084,Can see around corners,Yes,Unshakable resolve,Two left feet,None,Glossophobia,Black Cotton Martial Arts Top,Appreciation for the complexity of human behavior,Black and Gold Wayfarer with Black Lens,Red Patent Leather Neo Combat Boot,Can take a punch,4,12,11,3,12,3,1,1,,Phone,,,,,,,,,Beard,Natural,Dark Brown,Short Messy,Light Rain,Green Cotton Leggings
85085,Nothing gets past you,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Leather Tunic with Buttons,Accepting the impermanence of things,,Black Knee High Leather Boots,People get out of your way,7,11,6,4,12,7,1,1,,Katana with Black Handle and Silver Blade,,,,,Black Earrings,,,Scowl,,Natural,Black,Braids,Heavy Rain,Red Cotton Wool Slacks with Buckles
85086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85093,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Sleep paralysis,None,Natural born leader,Black Cotton Martial Arts Top,You have walked the manifold path,Black Morpheus with Dark Mirrored Lens,Black Knee High Leather Boots,Paper hands,10,14,12,2,11,1,1,1,,Katana with Black Handle and White Blade,,,,,,,,,,Natural,Black,Long Straight Bangs,Light Rain,Red Patent Leather Leggins
85094,Heightened senses,Yes,Unshakable resolve,Getting the hang of it,None,Could probably convince a small child,Black Pantent Leather Longsleeve with Zipper,Learning to regulate emotions,Black Wayfarer with Black Lens,Patent Green Leather Combat Cuff Boot,Can take a punch,3,9,7,5,12,3,1,1,,,,,,,,,,,,Natural,Light Brown,Faux Hawk,Medium Rain,Red Cotton Martial Arts Pants
85095,Excellent at reading people,Yes,People think of you in their time of need,Pretty light on your feet,None,Maintains status quo,Green Leather Tank,Accepting the impermanence of things,Black Wayfarer with Black Lens,Green Leather Combat Cuff Boot,People get out of your way,5,11,8,6,17,7,1,1,,Black Shotgun,,,,Shriking Shaded Squares,,,,Smirk,Mustache,Light Purple,Dark Brown,Asymmetrical Bob,Light Rain,Red Cotton Leggings
85096,Can hear a bee's wings,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Charcoal Cotton Longsleeve Crew,Laughing at your mistakes,Round Black with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,6,10,10,4,10,2,1,1,Katana with Black Handle and Silver Blade,Phone,,,,,,,Thick Leather,Smirk,,Light Purple,Blonde,Short Curly Fade,Medium Rain,Green Cotton Wool Slacks with Buckles
85097,You've got a bad feeling about this,Yes,Quiet confidence,Getting the hang of it,None,Your significant other's mom loves you,Black Cotton Martial Arts Top,Appreciation for the complexity of human behavior,Black Futurist with Black Lens,Black Patent Leather Neo Combat Boot,People get out of your way,8,12,9,5,10,7,1,1,,,,,,,,,,Scowl,,Light Purple,Blonde,Medium Curly Bob,Light Rain,Red Cotton Leggings
85098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85100,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Green Cotton Longsleeve Crew,Accepting the impermanence of things,Round Black with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,4,11,11,3,11,2,1,1,,,Valknut,Interlocking Circles,,,Black Earrings,,,,,Natural,Dark Brown,Buzz Cut,Light Rain,Black Cotton Martial Arts Pants
85101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85105,The world has come into focus,Yes,Quiet confidence,Sleep paralysis,None,People smile back at you,Green Cotton Crewneck Tunic,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Paper hands,6,10,5,2,10,1,1,1,,Dark Wood Staff,,,,,Silver Earrings,,,Scowl,,Natural,Blonde,,Light Rain,Black Cotton Leggings
85106,You've got a bad feeling about this,Yes,Steps forward as others flee,Two left feet,None,Could sell ice to an eskimo,Red Cotton Martial Arts Top,Accepting the impermanence of things,Black Hex with Purple Polarized Lens,,Can take a punch,9,11,9,3,13,3,1,1,Katana with White Handle and Silver Blade,Katana with Black Handle and Silver Blade,,,,,,,,,,Light Purple,Light Brown,Long Messy,Heavy Rain,Black Cotton Martial Arts Pants
85107,Heightened senses,Yes,Incredible moral fiber,Two left feet,None,Your significant other's mom loves you,Black Cotton Tunic with Buttons,Laughing at your mistakes,,Black Patent Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,8,10,7,3,11,2,1,1,,Black Gun,,,,,,,,Smirk,Stubble,Natural,Blonde,Short Coil,Light Rain,Green Cotton Wool Slacks with Buckles
85108,Time slows for you,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Wool Mandarin Trench Coat,Learning to regulate emotions,Round Black with Black Lens,Black Knee High Leather Boots,Can take a punch,5,9,16,4,12,3,1,1,,,,,,,,,,,,Light Blue,Light Grey,Asymmetrical Bob,Light Rain,Black Cotton Wool Slacks with Buckles
85109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85110,Can see around corners,Yes,You bend reality to your intent,Two left feet,None,Could sell ice to an eskimo,Black Patent Leather Tank,Appreciation for the complexity of human behavior,Black and Gold Wayfarer with Black Lens,Patent White Leather Combat Cuff Boot,Can take a punch,9,12,11,3,18,3,1,1,,Phone,,,Interlocking Circles,Shaded Moon Patterns,Black Earrings,,,,,Light Purple,Dark Brown,Faux Hawk,Light Rain,White Cotton Martial Arts Pants
85111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85112,Can hear a heartbeat a mile away,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Charcoal Cotton Longsleeve Crew,Self-induced illusions fade,Black Futurist with Black Lens,Black Leather Neo Combat Boot,Can take a punch,5,8,12,3,10,3,1,1,,,,,,,,,,Smirk,,Natural,Blonde,Asymmetrical Bob,Light Rain,Green Patent Leather Leggins
85113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85114,Can see around corners,Yes,Quiet confidence,Pretty light on your feet,None,People follow you blindly,Charcoal Black Cotton Longsleeve with Zipper,Accepting the impermanence of things,Translucent Hex with Red Polarized Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,11,11,11,6,10,2,1,1,Black Gun,Black Arm Pole,,Triforce,,,Silver Earrings,,,,,Natural,Black,,Light Rain,Black Cotton Leggings
85115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85124,Can see around corners,Yes,Surprising resilience,Pretty light on your feet,None,Everything is always an option,Charcoal Leather Longsleeve with Zipper,Accepting the impermanence of things,Translucent Hex with Red Polarized Lens,Black Leather Neo Combat Boot,Can take a punch,12,11,11,6,8,3,1,1,Katana with Black Handle and Silver Blade,Dark Wood Staff,,Shaded Triangle,,,,,,,,Yellow,Dark Brown,Mohawk,Heavy Rain,Green Cotton Leggings
85125,You've got a bad feeling about this,Yes,Unshakable resolve,Sleep paralysis,None,Everything is always an option,Green Cotton Mandarin Tunic,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can take on five enemies at once,12,11,9,2,12,9,1,1,,,,,,,,,,,,Natural,Light Brown,Short Updo,Light Rain,Black Cotton Leggings
85126,You've got a bad feeling about this,Yes,Surprising resilience,Can instantly copy any movement or pattern,None,You're a bit of a charmer,Green Cotton Tank,Laughing at your mistakes,Round Black with Black Lens,Black Knee High Leather Boots,Paper hands,7,10,9,11,8,1,1,1,,Black Short Sai,,,Sierpiński Triangle,Shaded Circle,Black Earrings,,,,,Natural,Black,Short Messy,Light Rain,Black Cotton Leggings
85127,Heightened senses,Yes,True grit,Two left feet,None,Could sell ice to an eskimo,Red Cotton Tank,You have a childlike sense of wonder,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,9,7,7,3,9,2,1,1,Dark Wood Staff,Black Submachine Gun,,,Equality Sign,Circle,,,Thick Leather,Scowl,,Neon Red,Light Brown,Pulled Back Short,Light Rain,Black Cotton Wool Slacks with Buckles
85128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85133,Can see over the horizon,Yes,Surprising resilience,Running circles around enemies,None,Could sell ice to an eskimo,Black Cotton Tank,You know the sound of one hand clapping,Black and Gold Wayfarer with Black Lens,Black Knee High Leather Boots,Can put up a fight,9,13,13,7,8,4,1,1,,Black Arm Pole,,,Equality Sign,Moon Patterns,Black Earrings,,Studded Leather,,,White,Light Grey,Short Messy,Medium Rain,Black Cotton Leggings
85134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85137,Can smell fear,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Black Cotton Tunic with Buttons,Appreciation for the complexity of human behavior,,Green Leather Combat Cuff Boot,Can take a punch,6,12,14,4,12,3,1,1,,,,Valknut,,,,,,,Thin,Light Purple,Light Brown,Buzz Cut,Light Rain,Black Cotton Wool Slacks with Buckles
85138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85142,Can hear a bee's wings,Yes,Unshakable resolve,Sleep paralysis,None,People follow you blindly,Black Cotton Martial Arts Top,Appreciation for the complexity of human behavior,Round Black with Black Lens,,Can take a punch,11,12,10,2,12,3,1,1,,,,Shaded Circle,,,,,,Smirk,,Neon Red,Light Grey,Long Straight Bangs,Light Rain,Black Cotton Martial Arts Pants
85143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
