,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
90036,Can see around corners,Yes,Incredible moral fiber,Getting the hang of it,None,Natural born leader,Black Wool Mandarin Trench Coat,Learning to regulate emotions,Round Black with Black Lens,Red Leather Combat Cuff Boot,I wouldn't mess with you,10,9,11,5,11,6,1,1,,Phone,,,,,,,,,,Natural,Light Brown,,Heavy Rain,Green Cotton Leggings
90037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90042,Can hear a bee's wings,Yes,True grit,Sleep paralysis,None,People smile back at you,Red Snakeskin Moto Jacket with Red Leather Crew,You know the sound of one hand clapping,,Black Leather Combat Cuff Boot,Can take a punch,6,13,10,2,9,3,1,1,Silver Staff,Black Submachine Gun,,,,,Black Erl,,,,,Yellow,Black,Short Afro Fade,Medium Rain,Red Patent Leather Leggins
90043,Can see around corners,Yes,Unshakable resolve,Two left feet,None,You're a bit of a charmer,Black Leather Trench Coat with Black Leather Tank,Deeper truths are apparent,Black and Gold Wayfarer with Black Lens,Black Knee High Leather Boots,Your grandma beats you at arm-wrestling,7,16,11,3,12,2,1,1,,Black Short Sai,,,,,Black Eyebrow Ring,,,Scowl,,Natural,Black,Short Curly Fade,Medium Rain,Green Cotton Wool Slacks with Buckles
90044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90047,Can see around corners,Yes,Last one standing,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Black Wool Mandarin Trench Coat,Accepting the impermanence of things,Black Neo with Black Lens,Black Leather Combat Cuff Boot,The gym stops to watch you lift,6,11,11,4,14,8,1,1,,,,,,,Black Earrings,,,,,White,Light Brown,Short Pixie,Medium Rain,Green Leather Pants with Buckles
90048,Excellent at reading people,Yes,Surprising resilience,Sleep paralysis,None,You're a bit of a charmer,Charcoal Leather Longsleeve Crew,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Patent Green Leather Combat Cuff Boot,I wouldn't mess with you,7,11,8,2,8,6,1,1,,Black Arm Pole,,,,,Black Earrings,,,,Thin,White,Light Brown,Short Curly Fade,Light Rain,Black Cotton Martial Arts Pants
90049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90053,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,White Cotton Tank,Learning to regulate emotions,,Black Leather Combat Cuff Boot,Can take a punch,5,9,11,3,11,3,1,1,,Silver Arm Pole,,,Square,Shaded Stacking Triangles,Black Earrings,,Studded Leather,,Goatee,Light Blue,Blonde,Short Updo,Light Rain,Black Cotton Martial Arts Pants
90054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90057,Can see around corners,Yes,True grit,Sleep paralysis,None,Glossophobia,Black Cotton Martial Arts Top,Eckhart Tolle has you on speed dial,Black Neo with Black Lens,,Can put up a fight,4,17,11,2,9,4,1,1,,,,Valknut,,,,,,,,Natural,Black,Long Messy,Light Rain,Green Cotton Martial Arts Pants
90058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90060,Can see around corners,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Snakeskin Trench Coat with Black Leather Tank,Reality is seen as it is,Black Wayfarer with Black Lens,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,7,15,11,4,8,2,1,1,,Katana with Black Handle and Silver Blade,,,,,Black Earrings,,,Scowl,,Natural,Black,Short Messy,Heavy Rain,Black Cotton Wool Slacks with Buckles
90061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90065,Can see around corners,Yes,Quiet confidence,Two left feet,None,Natural born leader,Black Leather Moto Jacket with Red Cotton Crew,You know the sound of one hand clapping,,Green Black Patent Leather Neo Combat Boot,They wouldn't like you when you're angry,10,13,11,3,10,12,1,1,,Katana with Black Handle and Silver Blade,,,,,Black Earrings,,,,Thin,Natural,Light Grey,Buzz Cut,Heavy Rain,Black Cotton Leggings
90066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90067,Can hear a bee's wings,Yes,Unshakable resolve,Sleep paralysis,None,You're a bit of a charmer,Black Patent Lather Trench Coat with White Cotton Oxford and Black Tie,Accepting the impermanence of things,Black Morpheus with Dark Mirrored Lens,Black Patent Leather Knee High Boots,Can put up a fight,7,11,10,2,12,4,1,1,Black Long Sai,Black Submachine Gun,,,,,,,,,Goatee,Natural,Black,,Light Rain,Green Cotton Wool Slacks with Buckles
90068,Can hear a heartbeat a mile away,Yes,True grit,Two left feet,None,Everything is always an option,Black Patent Leather Mandarin Trench Coat,Learning to regulate emotions,Black Futurist with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,12,9,12,3,9,4,1,1,,Dark Wood Staff,,,,,Black Earrings,,,,Mustache,Natural,Light Brown,Short Curly Fade,Light Rain,Black Patent Leather Leggins
90069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90076,Can see around corners,Yes,Unshakable resolve,Getting the hang of it,None,Maintains status quo,White Patent Leather Moto Jacket with White Leather Crew,Appreciation for the complexity of human behavior,Silver Morpheus with Orange and Red Gradient Lens,White Knee High Leather Boots,Can take on five enemies at once,5,12,11,5,12,9,1,1,,Gold Staff,Interlocking Circles,,,,Silver Earrings,,,Scowl,,Pink,Light Brown,Low Ponytail,Medium Rain,Black Patent Leather Pants with Buckles
90077,Can hear a bee's wings,Yes,Quiet confidence,Running circles around enemies,None,You inspire the people of Zion,Charcoal Leather Longsleeve Crew,Accepting the impermanence of things,Black Neo with Black Lens,Green Leather Combat Cuff Boot,I wouldn't mess with you,18,11,10,7,10,6,1,1,,Katana with Black Handle and Gold Blade,,,,,,,Thick Leather,Scowl,Thin,Natural,Light Grey,Short Messy,Medium Rain,Green Cotton Martial Arts Pants
90078,Can hear a heartbeat a mile away,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Green Cotton Tunic with Buttons,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,3,10,12,4,10,2,1,1,Phone,,,,,,Silver Earrings,,,Meditative,,Natural,Light Grey,Buzz Cut,Medium Rain,Black Leather Pants with Buckles
90079,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,You're a bit of a charmer,Green Cotton Crewneck Tunic,Accepting the impermanence of things,,Black Leather Combat Cuff Boot,Can put up a fight,7,11,11,3,11,4,1,1,,,,,,,,,,,,Natural,Light Grey,Braids,Heavy Rain,Black Cotton Leggings
90080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90085,You've got a bad feeling about this,Yes,Unshakable resolve,Always picked first,None,You win without playing,Red Leather Longsleeve Crew,Self-induced illusions fade,Black Wayfarer with Black Lens,Black Knee High Leather Boots,Your grandma beats you at arm-wrestling,14,8,9,8,12,2,1,1,,Phone,,,,,,,,Smirk,,Natural,Blonde,Medium Curly Bob,Heavy Rain,Black Patent Leather Pants with Buckles
90086,Can hear a bee's wings,Yes,Surprising resilience,Running circles around enemies,None,People smile back at you,Black Patent Leather Trench Coat with Green Cotton Tank,Self-induced illusions fade,,Green Leather Neo Combat Boot,Can take a punch,6,8,10,7,8,3,1,1,Katana with Black Handle and White Blade,Black Arm Pole,,,,,,,,Meditative,Mustache,Natural,Dark Brown,Messy Updo Bun,Medium Rain,Black Leather Pants with Buckles
90087,You've got a bad feeling about this,Yes,Quiet confidence,Always picked first,None,Even you don't believe you,Black Cotton Mandarin Tunic,Laughing at your mistakes,Round Black with Black Lens,Green Patent Leather Knee High Boots,Scrappy,1,10,9,8,10,5,1,1,Phone,,,,,,Black Earrings,,,,,Green,Black,Pulled Back Short,Light Rain,Red Cotton Leggings
90088,Can see over the horizon,Yes,Begrudging participant,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Green Leather Moto Jacket with Black Cotton Crew,Accepting the impermanence of things,Black Futurist with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,6,11,13,4,6,3,1,1,Black Submachine Gun,Black Long Sai,Circle,,,,,,,Scowl,Mustache,White,Black,Long Messy,Heavy Rain,Black Cotton Wool Slacks with Buckles
90089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90095,Can see around corners,Yes,Incredible moral fiber,Getting the hang of it,None,Your significant other's mom loves you,Black Patent Lather Trench Coat with Black Cotton Oxford and Green Tie,Accepting the impermanence of things,,Patent Black Leather Combat Cuff Boot,Can put up a fight,8,11,11,5,11,4,1,1,,,,,,,Black Earrings,,,,,Natural,Light Brown,Short Curly Fade,Light Rain,Black Cotton Leggings
90096,Can see over the horizon,Yes,"You pull your friend forward and say ""hold me back""",Getting the hang of it,None,Glossophobia,Black Leather Moto Jacket with White Cotton Crew,Learning to regulate emotions,,Black Leather Combat Cuff Boot,Can take a punch,4,9,13,5,4,3,1,1,Silver Staff,Katana with Black Handle and Silver Blade,,Intersecting Squares,,,,,,,,White,Light Brown,Medium Curly Bob,Light Rain,Green Cotton Wool Slacks with Buckles
90097,Can see around corners,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Green Leather Moto Jacket with Charcoal Cotton Crew,Appreciation for the complexity of human behavior,,Patent Black Leather Combat Cuff Boot,I wouldn't mess with you,3,12,11,4,8,6,1,1,,Black Long Sai,Equality Sign,Shaded Circle,,,,,,Scowl,Stubble,Pink,Black,Buzz Cut,Heavy Rain,Black Patent Leather Leggins
90098,Can hear a bee's wings,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Patent Leather Tank,Appreciation for the complexity of human behavior,Black Hex with Purple Polarized Lens,White Knee High Leather Boots,The gym stops to watch you lift,7,12,10,4,9,8,1,1,Silver Staff,,,,Borromean Rings,,Silver Earrings,,Studded Leather,,Beard,Natural,Light Grey,Short Messy,Light Rain,Black Cotton Leggings
90099,Can hear a bee's wings,Yes,Steps forward as others flee,Sleep paralysis,None,Nobody's buying it,Charcoal Leather Longsleeve Crew,Self-induced illusions fade,Translucent Hex with Red Polarized Lens,Black Leather Combat Cuff Boot,Can punch holes in concrete walls,2,8,10,2,13,10,1,1,,Black Gun,,,,,,,Studded Leather,Scowl,,Natural,Light Brown,Buzz Cut,Medium Rain,Black Patent Leather Pants with Buckles
90100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90101,Nothing gets past you,Yes,Incredible moral fiber,Sleep paralysis,None,Others are helpless to deny you,Black Leather Moto Jacket with Charcoal Cotton Crew,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,13,11,6,2,11,2,1,1,,Black Long Sai,,,,,,,,,,Natural,Black,Short Coil,Light Rain,Black Leather Pants with Buckles
90102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90103,Can smell fear,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Green Cotton Tank,Self-induced illusions fade,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Scrappy,5,8,14,3,10,5,1,1,,Gold Short Sai,,,Shaded Triangle,Shriking Shaded Squares,,Leather Choker,Thick Leather,,Mustache,Natural,Blonde,,Light Rain,Black Cotton Martial Arts Pants
90104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90105,Can see over the horizon,Yes,Steps forward as others flee,Pretty light on your feet,None,People follow you blindly,Red Leather Trench Coat with Black Cotton Oxford and Green Tie,You know the sound of one hand clapping,Black Futurist with Black Lens,Red Knee High Leather Boots,Your grandma beats you at arm-wrestling,11,13,13,6,13,2,1,1,Katana with Black Handle and Silver Blade,Dark Wood Staff,,,,,,,,Scowl,,Natural,Black,Short Curly Fade,Medium Rain,Black Cotton Leggings
90106,Excellent at reading people,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Black Leather Moto Jacket with White Cotton Crew,Accepting the impermanence of things,Round Black with Black Lens,Green Snakeskin Combat Cuff Boot,Can put up a fight,5,11,8,3,11,4,1,1,Dark Wood Staff,Phone,,,,,,,,,,Pink,Light Brown,Messy Updo Bun,Light Rain,Black Cotton Wool Slacks with Buckles
90107,You've got a bad feeling about this,Yes,Quiet confidence,Two left feet,None,Glossophobia,Black Leather Moto Jacket with Red Leather Crew,You know the sound of one hand clapping,Black Neo with Black Lens,Black Patent Leather Knee High Boots,People get out of your way,4,13,9,3,10,7,1,1,,Black Gun,Intersecting Triangles,,,,Black Earrings,,,,Thin,Natural,Dark Brown,Short Afro Fade,Medium Rain,Red Leather Leggings
90108,Excellent at reading people,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Green Patent Leather Tank,Deeper truths are apparent,Round Black with Black Lens,Patent Green Leather Combat Cuff Boot,Can take a punch,7,16,8,4,11,3,1,1,,,,,Sierpiński Triangle,Triangle,Black Earrings,,,Smirk,,Natural,Light Brown,Buzz Cut,Light Rain,Green Patent Leather Pants with Buckles
90109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90110,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Sleep paralysis,None,You're a bit of a charmer,Green Leather Longsleeve Crew,You know the sound of one hand clapping,Black Wayfarer with Black Lens,Black Knee High Leather Boots,Can put up a fight,7,13,12,2,12,4,1,1,,,,Equality Sign,,,,,,Scowl,,Green,Auburn,Faux Hawk,Light Rain,Black Cotton Leggings
90111,Can hear a heartbeat a mile away,Yes,Quiet confidence,Sleep paralysis,None,Glossophobia,Black Leather Moto Jacket with Black Cotton Crew,Self-induced illusions fade,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,I wouldn't mess with you,4,8,12,2,10,6,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,Scowl,Stubble,Natural,Light Brown,Braids,Light Rain,Black Cotton Wool Slacks with Buckles
90112,Can hear a bee's wings,Yes,Last one standing,Getting the hang of it,None,Your significant other's mom loves you,Black Wool Mandarin Trench Coat,Learning to regulate emotions,,Black Knee High Leather Boots,I wouldn't mess with you,8,9,10,5,14,6,1,1,Phone,,,,,,Silver Earrings,,,Scowl,,Natural,Auburn,Buzz Cut,Medium Rain,Black Patent Leather Pants with Buckles
90113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90115,Can see around corners,Yes,Stiff upper lip,Sleep paralysis,None,Could sell ice to an eskimo,Charcoal Cotton Longsleeve Crew,Laughing at your mistakes,,Patent Red Leather Combat Cuff Boot,Can put up a fight,9,10,11,2,7,4,1,1,Katana with White Handle and Silver Blade,Black Submachine Gun,,Triforce,,,,,,Smirk,,Natural,Black,Short Sideswept Fringe,Heavy Rain,Green Cotton Leggings
90116,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,Your significant other's mom loves you,Green Cotton Mandarin Tunic,Accepting the impermanence of things,Black Morpheus with Dark Mirrored Lens,Green Leather Combat Cuff Boot,I wouldn't mess with you,8,11,10,3,10,6,1,1,Katana with White Handle and White Blade,Black Short Sai,,,,,"Black Nose, Lip",,,Smirk,,Natural,Light Brown,Buzz Cut,Light Rain,Black Cotton Leggings
90117,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Charcoal Black Cotton Longsleeve with Zipper,Self-induced illusions fade,Black Hex with Purple Polarized Lens,Black Leather Neo Combat Boot,Scrappy,4,8,10,3,11,5,1,1,,Katana with White Handle and Silver Blade,,Intersecting Triangles,,,Black Earrings,,,Scowl,,Natural,Light Brown,Mohawk,Medium Rain,Black Leather Leggings
90118,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,Natural born leader,Black Cotton Longsleeve Crew,Appreciation for the complexity of human behavior,,Black Leather Combat Cuff Boot,Scrappy,10,12,10,3,10,5,1,1,,,,,,,,,,,Stubble,White,Blonde,Short Coil,Medium Rain,Black Cotton Wool Slacks with Buckles
90119,Can see around corners,Yes,Incredible moral fiber,Getting the hang of it,None,Maintains status quo,Black Leather Moto Jacket with Black Cotton Crew,Learning to regulate emotions,,Black Leather Neo Combat Boot,Can take a punch,5,9,11,5,11,3,1,1,,,,,,,,,,Smirk,,Natural,Light Brown,,Heavy Rain,Green Cotton Wool Slacks with Buckles
90120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
