,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
12,Can hear a bee's wings,Yes,Surprising resilience,Running circles around enemies,None,Your significant other's mom loves you,Green Patent Leather Moto Jacket with Red Leather Crew,You have a childlike sense of wonder,Translucent Hex with Red Polarized Lens,Black Leather Combat Cuff Boot,Can put up a fight,8,7,10,7,8,4,1,1,,,,,,,Black Earrings,,,Scowl,Goatee,Pink,Dark Brown,Buzz Cut,Light Rain,Black Cotton Wool Slacks with Buckles
13,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Two left feet,None,Could sell ice to an eskimo,Black Cotton Martial Arts Top,Eckhart Tolle has you on speed dial,Black and Gold Wayfarer with Black Lens,,Scrappy,9,17,12,3,11,5,1,1,,Black Long Sai,,Intersecting Triangles,,,,,,Scowl,Thin,Yellow,Dark Brown,Short Afro Fade,Light Rain,Red Cotton Martial Arts Pants
14,You've got a bad feeling about this,Yes,Surprising resilience,Two left feet,None,Could probably convince a small child,Red Cotton Longsleeve Crew,Laughing at your mistakes,Black Futurist with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,3,10,9,3,8,4,1,1,,Dark Wood Staff,,,,,Silver Earrings,Leather Choker,Studded Leather,Scowl,,Natural,Dark Brown,Short Coil,Light Rain,Black Cotton Martial Arts Pants
15,Can hear a heartbeat a mile away,Yes,True grit,Two left feet,None,Maintains status quo,Black Patent Leather Longsleeve Crew,Appreciation for the complexity of human behavior,,White Leather Combat Cuff Boot,Can put up a fight,5,12,12,3,9,4,1,1,,Katana with Black Handle and Silver Blade,,,,,,,Thick Leather,Smirk,,Natural,Black,Bob with Fringes,Medium Rain,Black Cotton Martial Arts Pants
16,You've got a bad feeling about this,Yes,Quiet confidence,A gelatinous blob,None,Maintains status quo,Red Cotton Longsleeve Crew,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,People get out of your way,5,10,9,1,10,7,1,1,Katana with Black Handle and White Blade,Katana with White Handle and Silver Blade,,,,,,,,Scowl,,Natural,Dark Brown,,Light Rain,Black Cotton Leggings
17,Can hear a heartbeat a mile away,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Green Cotton Tank,Appreciation for the complexity of human behavior,,Black Leather Combat Cuff Boot,Can take a punch,5,12,12,4,10,3,1,1,Phone,,,,Triangle,Shaded Triangle,,,,Scowl,,Yellow,Light Brown,Long Messy,Light Rain,Black Cotton Leggings
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Can hear a bee's wings,Yes,Quiet confidence,A gelatinous blob,None,You're a bit of a charmer,Green Leather Tunic with Buttons,Accepting the impermanence of things,Black Neo with Mirror Lens,Black Knee High Leather Boots,Your grandma beats you at arm-wrestling,7,11,10,1,10,2,1,1,,Black Gun,,,,,Black Earrings,Leather Choker,,,,Natural,Black,Pulled Back Short,Heavy Rain,Black Cotton Leggings
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,You see the world as code,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Green Leather Moto Jacket with Charcoal Cotton Crew,Laughing at your mistakes,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can punch holes in concrete walls,5,10,18,3,11,10,1,1,,Black Arm Pole,,,,,Black Earrings,,,,,Natural,Black,Short Messy,Light Rain,Black Cotton Wool Slacks with Buckles
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Can hear a bee's wings,Yes,Incredible moral fiber,Getting the hang of it,None,Maintains status quo,Black Leather Trench Coat with Black Cotton Oxford and Green Tie,Learning to regulate emotions,Round Black with Black Lens,Green Leather Combat Cuff Boot,Can take a punch,5,9,10,5,11,3,1,1,,Phone,,,,,,,,Scowl,,Yellow,Light Brown,Braids,Medium Rain,Black Patent Leather Pants with Buckles
29,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Black Snakeskin Longsleeve Crew,You have walked the manifold path,Black Wayfarer with Black Lens,Green Knee High Leather Boots,Can punch holes in concrete walls,3,14,11,4,11,10,1,1,,,,,,,Black Earrings,Leather Choker,,Smirk,,Green,Light Brown,Short Curly Fade,Light Rain,Black Cotton Leggings
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Getting the hang of it,None,People smile back at you,Black Leather Trench Coat with White Cotton Oxford and Black Tie,Laughing at your mistakes,Black Futurist with Black Lens,Patent Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,6,10,12,5,11,2,1,1,,,,,,,Black Earrings,,,,,Natural,Black,Short Pixie,Heavy Rain,Green Patent Leather Leggins
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Can see around corners,Yes,Unshakable resolve,Two left feet,None,Your significant other's mom loves you,Red Leather Tank,Accepting the impermanence of things,,Patent Black Leather Combat Cuff Boot,Can put up a fight,8,11,11,3,12,4,1,1,Black Short Sai,Silver Submachine Gun,,,,,,,,,Thin,Natural,Black,Buzz Cut,Medium Rain,Green Cotton Martial Arts Pants
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,You see the world as code,Yes,Quiet confidence,Two left feet,None,People smile back at you,White Leather Trench Coat with Green Cotton Tank,Laughing at your mistakes,Black Futurist with Black Lens,Black Knee High Leather Boots,Scrappy,6,10,18,3,10,5,1,1,,Phone,,,,,,,,Scowl,,Natural,Black,Medium Curly Bob,Light Rain,Red Leather Pants with Buckles
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Can hear a bee's wings,Yes,Unshakable resolve,Sleep paralysis,None,Maintains status quo,Black Leather Trench Coat with Black Cotton Tank,Accepting the impermanence of things,Round Black with Black Lens,Black Leather Neo Combat Boot,Can punch holes in concrete walls,5,11,10,2,12,10,1,1,Katana with Black Handle and Gold Blade,Silver Shotgun,,,,,Black Earrings,,,,,White,Blonde,Short Afro Fade,Light Rain,Black Cotton Leggings
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Can see around corners,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Black Cotton Martial Arts Top,Accepting the impermanence of things,Round Silver with Mirror Lens,Patent Green Leather Combat Cuff Boot,Scrappy,5,11,11,3,10,5,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,,Natural,Light Grey,Short Pixie,Light Rain,Green Patent Leather Pants with Buckles
48,Can hear a bee's wings,Yes,Incredible moral fiber,Getting the hang of it,None,Natural born leader,Black Cotton Tunic with Buttons,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Patent Leather Knee High Boots,Can take a punch,10,11,10,5,11,3,1,1,,Black Arm Pole,,,,,Black Earrings,Leather Choker,,,,Natural,Auburn,Low Ponytail,Light Rain,Black Patent Leather Leggins
49,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,You're a bit of a charmer,Green Pantent Leather Longsleeve with Zipper,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,Green Knee High Leather Boots,Scrappy,7,10,10,3,11,5,1,1,Black Shotgun,,,,,,Black Earrings,,Studded Leather,,,Natural,Black,,Heavy Rain,Red Patent Leather Leggins
50,Can hear a bee's wings,Yes,True grit,Sleep paralysis,None,People smile back at you,Black Leather Mandarin Trench Coat,Laughing at your mistakes,Black Morpheus with Dark Mirrored Lens,Red Leather Combat Cuff Boot,I wouldn't mess with you,6,10,10,2,9,6,1,1,,Black Submachine Gun,,,,,,,,,,Natural,Black,Short Messy,Light Rain,Red Leather Pants with Buckles
51,Excellent at reading people,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Could sell ice to an eskimo,Black Leather Trench Coat with Black Snakeskin Tank,You know the sound of one hand clapping,Black Hex with Purple Polarized Lens,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,9,13,8,4,11,2,1,1,Katana with Black Handle and White Blade,,,Shaded Triangle,,,,,,,,Natural,Light Brown,Low Ponytail,Light Rain,Black Leather Pants with Buckles
52,Can hear a bee's wings,Yes,Incredible moral fiber,Sleep paralysis,None,Natural born leader,Black Cotton Tank,You know the sound of one hand clapping,Black Futurist with Black Lens,Black Patent Leather Neo Combat Boot,Can take a punch,10,13,10,2,11,3,1,1,,,,,Intersecting Squares,Triforce,Black Earrings,,Studded Leather,Scowl,,White,Light Brown,Short Updo,Medium Rain,Black Cotton Leggings
53,You've got a bad feeling about this,Yes,Quiet confidence,Pretty light on your feet,None,Glossophobia,White Patent Leather Mandarin Trench Coat,Self-induced illusions fade,,Black Snakeskin Knee High Boots,Scrappy,4,8,9,6,10,5,1,1,,Gold Submachine Gun,,,,,,,,Smirk,,Light Blue,Dark Brown,Short Afro Fade,Heavy Rain,Black Cotton Leggings
54,Can see around corners,Yes,Surprising resilience,Sleep paralysis,None,You're a bit of a charmer,Black Cotton Tunic with Buttons,Laughing at your mistakes,Black Neo with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,7,10,11,2,8,3,1,1,,Black Arm Pole,,,,,,Leather Choker,,,,Natural,Dark Brown,Long Afro,Light Rain,Black Leather Pants with Buckles
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,You're a bit of a charmer,Charcoal Patent Leather Longsleeve Crew,You have a childlike sense of wonder,Black Neo with Black Lens,Red Snakeskin Neo Combat Boot,Can take a punch,7,7,11,3,11,3,1,1,Phone,Black Submachine Gun,,,,,Black Earrings,,Thick Leather,Scowl,,Natural,Black,Faux Hawk,Heavy Rain,Black Cotton Leggings
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Can smell fear,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Red Cotton Martial Arts Top,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,,Your grandma beats you at arm-wrestling,4,12,14,4,11,2,1,1,Dark Wood Staff,Katana with Black Handle and Silver Blade,,,,,,,,Scowl,Goatee,Natural,Auburn,Short Curly Fade,Light Rain,Black Cotton Martial Arts Pants
59,Heightened senses,Yes,Quiet confidence,Getting the hang of it,None,People follow you blindly,Black Leather Moto Jacket with Charcoal Cotton Crew,You know the sound of one hand clapping,White Futurist with Mirror Lens,Green Knee High Leather Boots,People get out of your way,11,13,7,5,10,7,1,1,,Black Arm Pole,,,,,,,,Scowl,,Natural,Light Brown,Short Afro Fade,Light Rain,White Cotton Leggings
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Can hear a heartbeat a mile away,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Black Leather Moto Jacket with Red Snakeskin Crew,Laughing at your mistakes,Black Neo with Mirror Lens,Black Patent Leather Knee High Boots,Paper hands,5,10,12,3,10,1,1,1,,Katana with White Handle and Silver Blade,,,,,,,,,,Green,Blonde,Short Sideswept Fringe,Medium Rain,Black Leather Pants with Buckles
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Can see around corners,Yes,Steps forward as others flee,Can walk on ceilings,None,Could sell ice to an eskimo,Black Cotton Longsleeve Crew,Accepting the impermanence of things,Round Black with Black Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,9,11,11,15,13,4,1,1,,Black Submachine Gun,Shaded Circle,,,,Black Earrings,,,Smirk,Mustache,Natural,Light Grey,,Light Rain,Green Cotton Wool Slacks with Buckles
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Can see around corners,Yes,True grit,Two left feet,None,Nobody's buying it,Black Cotton Tank,Appreciation for the complexity of human behavior,Round Silver with Mirror Lens,Patent Green Leather Combat Cuff Boot,Paper hands,2,12,11,3,9,1,1,1,,,,,Intersecting Squares,Shaded Triangle,,,Studded Leather,,,Natural,Black,Asymmetrical Bob,Light Rain,Green Leather Pants with Buckles
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Can hear a heartbeat a mile away,Yes,Quiet confidence,Getting the hang of it,None,You're a bit of a charmer,Black Leather Moto Jacket with Red Cotton Crew,Learning to regulate emotions,Translucent Hex with Red Polarized Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,7,9,12,5,10,4,1,1,,,Triforce,,,,,,,,,Pink,Light Brown,Buzz Cut,Heavy Rain,Green Cotton Leggings
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,People smile back at you,Green Cotton Mandarin Tunic,Accepting the impermanence of things,,Black Leather Combat Cuff Boot,Can take a punch,6,11,11,3,11,3,1,1,Katana with Black Handle and White Blade,Phone,,,,,,,,,,Natural,Dark Brown,Long Straight Bangs,Light Rain,Black Leather Pants with Buckles
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Excellent at reading people,Yes,Quiet confidence,Two left feet,None,Glossophobia,Black Leather Trench Coat with Black Cotton Oxford and Green Tie,Laughing at your mistakes,Black Neo with Black Lens,Black Leather Neo Combat Boot,Can take a punch,4,10,8,3,10,3,1,1,,Phone,,,,,Silver Earrings,,,,,Natural,Black,,Heavy Rain,Green Cotton Wool Slacks with Buckles
123,Can see around corners,Yes,Stiff upper lip,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Green Leather Longsleeve Crew,Accepting the impermanence of things,Round Black with Black Lens,Black Leather Combat Cuff Boot,The gym stops to watch you lift,4,11,11,4,7,8,1,1,Katana with White Handle and Silver Blade,Katana with Black Handle and Silver Blade,,,,,Black Earrings,,,,,Natural,Black,Pulled Back Short,Light Rain,Black Cotton Martial Arts Pants
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Can hear a heartbeat a mile away,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Green Cotton Longsleeve Crew,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,The gym stops to watch you lift,8,11,12,4,10,8,1,1,Katana with Black Handle and White Blade,Katana with Black Handle and Silver Blade,,,,,,,,,,Green,Blonde,Braids,Light Rain,Black Cotton Leggings
126,The world has come into focus,Yes,Incredible moral fiber,A gelatinous blob,None,Maintains status quo,Black Wool Mandarin Trench Coat,Laughing at your mistakes,,Black Snakeskin Neo Combat Boot,Can put up a fight,5,10,5,1,11,4,1,1,,Black Submachine Gun,,,,,,,,,,Natural,Blonde,Low Ponytail,Medium Rain,Black Leather Pants with Buckles
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Can see over the horizon,Yes,Incredible moral fiber,Sleep paralysis,None,People smile back at you,Green Leather Moto Jacket with Red Patent Leather Crew,Laughing at your mistakes,Round Black with Black Lens,Black Leather Neo Combat Boot,Can take a punch,6,10,13,2,11,3,1,1,,Katana with White Handle and White Blade,,,,,Black Earrings,,,Scowl,,Natural,Black,Short Messy,Heavy Rain,Black Leather Leggings
132,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Two left feet,None,Borderline mind control,Black Cotton Mandarin Tunic,Laughing at your mistakes,Round Black with Black Lens,Black Snakeskin Neo Combat Boot,Can take a punch,19,10,12,3,11,3,1,1,Black Submachine Gun,Black Shotgun,,,,,Black Earrings,,,Scowl,Mustache,White,Auburn,Long Messy,Light Rain,Red Cotton Wool Slacks with Buckles
133,Can hear a bee's wings,Yes,Quiet confidence,Sleep paralysis,None,People smile back at you,Black Cotton Martial Arts Top,Laughing at your mistakes,,,Your grandma beats you at arm-wrestling,6,10,10,2,10,2,1,1,,,,,,,,,,Scowl,,Natural,Dark Brown,,Light Rain,Black Cotton Martial Arts Pants
134,Can see around corners,Yes,Quiet confidence,A gelatinous blob,None,Glossophobia,Charcoal Patent Leather Longsleeve Crew,Accepting the impermanence of things,Black Neo with Black Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,4,11,11,1,10,4,1,1,Black Gun,Katana with Black Handle and Silver Blade,,Shaded Triangle,,,,,Studded Leather,,,Natural,Auburn,Long Messy,Light Rain,Green Patent Leather Leggins
135,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Sleep paralysis,None,Glossophobia,Green Patent Leather Longsleeve Crew,You know the sound of one hand clapping,,Black Leather Combat Cuff Boot,Can put up a fight,4,13,12,2,11,4,1,1,,Black Gun,,,,,,,,Scowl,,Natural,Black,Medium Curly Bob,Medium Rain,Red Leather Pants with Buckles
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Can hear a heartbeat a mile away,Yes,Surprising resilience,Running circles around enemies,None,Could probably convince a small child,Black Cotton Tank,Reality is seen as it is,Silver Morpheus with Orange and Red Gradient Lens,Black Knee High Leather Boots,Can take on five enemies at once,3,15,12,7,8,9,1,1,Katana with Black Handle and Silver Blade,Phone,,,Circle,,Silver Earrings,,,,,Natural,Light Brown,Short Updo,Heavy Rain,Red Leather Pants with Buckles
139,Can see around corners,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Could sell ice to an eskimo,Red Leather Longsleeve Crew,Accepting the impermanence of things,Round Black with Black Lens,Patent Red Leather Combat Cuff Boot,Scrappy,9,11,11,4,9,5,1,1,,Silver Gun,,,,,"Black Nose, Lip",Leather Choker,,Scowl,,Natural,Dark Brown,Messy Updo Bun,Light Rain,Black Leather Leggings
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,You see the world as code,Yes,Incredible moral fiber,Two left feet,None,Could sell ice to an eskimo,Black Cotton Longsleeve Crew,Accepting the impermanence of things,Black Hex with Purple Polarized Lens,Red Patent Leather Neo Combat Boot,Can put up a fight,9,11,18,3,11,4,1,1,,Black Arm Pole,,Triforce,,,,,Thick Leather,Scowl,,Natural,Black,Short Pixie,Light Rain,Black Patent Leather Leggins
142,Your third eye is open,Yes,Incredible moral fiber,Pretty light on your feet,None,People smile back at you,Black Leather Mandarin Trench Coat,Accepting the impermanence of things,,Black Leather Combat Cuff Boot,Can punch holes in concrete walls,6,11,15,6,11,10,1,1,Black Gun,,,,,,,,,Meditative,,Natural,Black,Low Ponytail,Light Rain,White Cotton Wool Slacks with Buckles
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Green Patent Leather Moto Jacket with Green Cotton Crew,Accepting the impermanence of things,Black Neo with Mirror Lens,Black Leather Combat Cuff Boot,Can take a punch,5,11,11,3,11,3,1,1,Katana with Black Handle and Silver Blade,Black Gun,,,,,,,,,Mustache,Pink,Light Grey,Medium Curly Bob,Medium Rain,Black Leather Pants with Buckles
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
