,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
15033,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Two left feet,None,Everything is always an option,Green Snakeskin Trench Coat with Black Cotton Oxford and Green Tie,Self-induced illusions fade,Round Black with Black Lens,Green Snakeskin Neo Combat Boot,Can take a punch,12,8,12,3,11,3,1,1,,Black Arm Pole,,,,,,,,,,Natural,Black,Long Straight Bangs,Medium Rain,Red Cotton Wool Slacks with Buckles
15034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15036,Can hear a bee's wings,Yes,Incredible moral fiber,Getting the hang of it,None,Your significant other's mom loves you,Black Patent Leather Tank,You know the sound of one hand clapping,Black Wayfarer with Black Lens,Black Patent Leather Neo Combat Boot,Can put up a fight,8,13,10,5,11,4,1,1,,Phone,,Sierpiński Triangle,Intersecting Squares,Native Arrows,,,Studded Leather,,,Natural,Light Grey,Medium Curly Bob,Light Rain,Black Cotton Leggings
15037,Can hear a bee's wings,Yes,Quiet confidence,Sleep paralysis,None,People follow you blindly,Black Leather Moto Jacket with Charcoal Cotton Crew,Laughing at your mistakes,Black Neo with Mirror Lens,Red Leather Combat Cuff Boot,Can take a punch,11,10,10,2,10,3,1,1,Katana with White Handle and Silver Blade,Phone,,,,,"Black Nose, Lip",,,Scowl,,Green,Light Brown,Pulled Back Short,Light Rain,Black Leather Leggings
15038,Excellent at reading people,Yes,Quiet confidence,Running circles around enemies,None,People smile back at you,Green Patent Leather Longsleeve Crew,Learning to regulate emotions,Black Neo with Mirror Lens,Patent Black Leather Combat Cuff Boot,The gym stops to watch you lift,6,9,8,7,10,8,1,1,,Katana with Black Handle and Silver Blade,Circle,,,,Black Earrings,,,,,Natural,Black,Short Afro Fade,Light Rain,Red Cotton Wool Slacks with Buckles
15039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15044,Can hear a bee's wings,Yes,True grit,Two left feet,None,Nobody's buying it,White Patent Leather Moto Jacket with Green Cotton Crew,Appreciation for the complexity of human behavior,,Black Knee High Leather Boots,Your grandma beats you at arm-wrestling,2,12,10,3,9,2,1,1,,,,Shaded Circle,,,,,,Scowl,Stubble,Pink,Blonde,Long Messy,Light Rain,Green Leather Pants with Buckles
15045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15046,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,People follow you blindly,Black Leather Tank,Laughing at your mistakes,Round Silver with Mirror Lens,Green Leather Neo Combat Boot,Can take a punch,11,10,10,3,10,3,1,1,,Black Arm Pole,,,,Equality Sign,Black Earrings,,Thick Leather,,,White,Light Brown,Short Sideswept Fringe,Light Rain,Black Cotton Wool Slacks with Buckles
15047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15048,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Your significant other's mom loves you,Green Cotton Tank,Appreciation for the complexity of human behavior,,Green Knee High Leather Boots,Can put up a fight,8,12,10,3,11,4,1,1,,Katana with Black Handle and Silver Blade,,,Equality Sign,Borromean Rings,,,Thick Leather,Meditative,Thin,Light Purple,Black,Long Afro,Light Rain,Red Cotton Leggings
15049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15053,You've got a bad feeling about this,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Leather Tank,You know the sound of one hand clapping,Black Wayfarer with Black Lens,Patent Green Leather Combat Cuff Boot,Scrappy,4,13,9,4,10,5,1,1,,Katana with Black Handle and Silver Blade,,,Interlocking Circles,Native Arrows,,,,,,Natural,Black,Faux Hawk,Light Rain,Red Leather Leggings
15054,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Charcoal Cotton Longsleeve Crew,Laughing at your mistakes,,Patent Red Leather Combat Cuff Boot,Can put up a fight,7,10,12,4,11,4,1,1,,Black Submachine Gun,,,,,Black Erl,,,,,Natural,Black,Long Messy,Medium Rain,Green Cotton Leggings
15055,Can see around corners,Yes,True grit,Two left feet,None,Glossophobia,Black Leather Trench Coat with White Cotton Oxford and Black Tie,Accepting the impermanence of things,Black Wayfarer with Black Lens,Red Knee High Leather Boots,Can take a punch,4,11,11,3,9,3,1,1,,Black Submachine Gun,,,,,,,,,,Natural,Black,Short Messy,Medium Rain,Black Cotton Leggings
15056,Excellent at reading people,Yes,Last one standing,Can walk on walls,None,You're a bit of a charmer,Black Leather Tank,Laughing at your mistakes,White Futurist with Mirror Lens,Black Leather Combat Cuff Boot,Scrappy,7,10,8,14,14,5,1,1,Katana with Black Handle and Silver Blade,,,Equality Sign,Shaded Triangle,Triangle,,,,,,Natural,Light Brown,Pulled Back Short,Medium Rain,Green Cotton Martial Arts Pants
15057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15059,Can hear a bee's wings,Yes,Steps forward as others flee,Two left feet,None,People smile back at you,Red Patent Leather Crewneck Tunic,Learning to regulate emotions,Black Futurist with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,6,9,10,3,13,3,1,1,,,,,,,,,,,,Natural,Light Brown,Short Messy,Light Rain,Black Cotton Wool Slacks with Buckles
15060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15061,Can see around corners,Yes,True grit,Two left feet,None,Natural born leader,Black Cotton Tank,Laughing at your mistakes,,Black Leather Neo Combat Boot,I wouldn't mess with you,10,10,11,3,9,6,1,1,,,,Alchemy,Alchemy,,Black Earrings,,,Meditative,,Yellow,Dark Brown,Pulled Back Short,Light Rain,Black Cotton Wool Slacks with Buckles
15062,Can hear a bee's wings,Yes,Begrudging participant,Pretty light on your feet,None,History books will be written about you,Charcoal Leather Longsleeve Crew,Learning to regulate emotions,Black and Gold Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,16,9,10,6,6,4,1,1,Katana with White Handle and White Blade,Silver Staff,,,,,,,,,,Pink,Dark Brown,Short Sideswept Fringe,Medium Rain,Black Cotton Wool Slacks with Buckles
15063,Can hear a bee's wings,Yes,Quiet confidence,Sleep paralysis,None,Your significant other's mom loves you,Black Cotton Crewneck Tunic,Learning to regulate emotions,White Futurist with Mirror Lens,Black Leather Combat Cuff Boot,Paper hands,8,9,10,2,10,1,1,1,,,,,,,,,,Scowl,Mustache,Natural,Dark Brown,Short Curly Fade,Medium Rain,Black Cotton Wool Slacks with Buckles
15064,Can hear a bee's wings,Yes,Quiet confidence,Sleep paralysis,None,Could probably convince a small child,Black Leather Moto Jacket with Black Cotton Crew,You have a childlike sense of wonder,Black Morpheus with Dark Mirrored Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,3,7,10,2,10,4,1,1,,Black Short Sai,,,,,"Black Nose, Lip",,,,,Natural,Blonde,Short Updo,Medium Rain,Black Patent Leather Leggins
15065,Can see around corners,Yes,Last one standing,Getting the hang of it,None,People follow you blindly,Green Cotton Tank,Learning to regulate emotions,Black Morpheus with Dark Mirrored Lens,Black Leather Combat Cuff Boot,I wouldn't mess with you,11,9,11,5,14,6,1,1,Phone,Black Submachine Gun,,,,Triple Shaded Squares,Gold Earrings,,Studded Leather,Scowl,,White,Black,Low Ponytail,Light Rain,Black Patent Leather Leggins
15066,Can hear a bee's wings,Yes,Quiet confidence,Getting the hang of it,None,You're a bit of a charmer,Black Leather Trench Coat with Black Cotton Oxford and Red Tie,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Black Patent Leather Neo Combat Boot,Can take a punch,7,12,10,5,10,3,1,1,,,,,,,,,,Scowl,,Natural,Light Grey,,Light Rain,Green Cotton Wool Slacks with Buckles
15067,Can see around corners,Yes,Stiff upper lip,Sleep paralysis,None,Your significant other's mom loves you,Black Cotton Mandarin Tunic,Learning to regulate emotions,,Black Leather Neo Combat Boot,Scrappy,8,9,11,2,7,5,1,1,,Phone,,,,,,,,Meditative,Stubble,Green,Black,Bob with Fringes,Medium Rain,Black Leather Pants with Buckles
15068,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Sleep paralysis,None,People follow you blindly,White Leather Tunic with Buttons,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,People get out of your way,11,11,12,2,12,7,1,1,Katana with Black Handle and Silver Blade,,,,,,"Black Nose, Lip, Forehead",,,,Goatee,Neon Red,Auburn,Low Ponytail,Heavy Rain,Black Cotton Leggings
15069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15070,Can see around corners,Yes,Stiff upper lip,Two left feet,None,Your significant other's mom loves you,Black Cotton Mandarin Tunic,The veil begins to lift,Black and Gold Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,8,6,11,3,7,3,1,1,Phone,Silver Submachine Gun,,,,,,,,,,Natural,Dark Brown,Short Afro Fade,Heavy Rain,Black Cotton Leggings
15071,Can see around corners,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Could win a presidency without a political background,Black Cotton Martial Arts Top,Laughing at your mistakes,,,Can take a punch,15,10,11,4,12,3,1,1,,Katana with White Handle and Silver Blade,Circle,,,,Gold Earrings,,,Smirk,Stubble,Natural,Light Brown,Short Curly Fade,Light Rain,Red Cotton Martial Arts Pants
15072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15073,Can see around corners,Yes,True grit,Two left feet,None,People follow you blindly,Black Leather Trench Coat with Black Cotton Oxford and White Tie,Laughing at your mistakes,Round Silver with Mirror Lens,Red Patent Leather Knee High Boots,Can put up a fight,11,10,11,3,9,4,1,1,,,,,,,,,,Scowl,,Natural,Dark Brown,Medium Curly Bob,Medium Rain,Green Cotton Leggings
15074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15075,Can hear a bee's wings,Yes,Surprising resilience,Two left feet,None,People smile back at you,Green Wool Mandarin Trench Coat,Laughing at your mistakes,,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,6,10,10,3,8,2,1,1,,,,,,,,,,Smirk,,Green,Blonde,Long Messy,Light Rain,Green Cotton Wool Slacks with Buckles
15076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15077,Can see around corners,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Green Leather Mandarin Trench Coat,Self-induced illusions fade,Black Neo with Black Lens,Black Snakeskin Combat Cuff Boot,Can take a punch,6,8,11,4,12,3,1,1,Black Long Sai,Katana with White Handle and Silver Blade,,,,,,,,,Goatee,Natural,Dark Brown,,Medium Rain,Black Cotton Leggings
15078,You’ll look for a left-handed broom,Yes,True grit,Two left feet,None,People smile back at you,Black Cotton Tank,Accepting the impermanence of things,,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,6,11,3,3,9,2,1,1,,Phone,,,Sierpiński Triangle,Small Arrows,,,Thick Leather,Smirk,Mustache,Natural,Blonde,Long Messy,Light Rain,Black Patent Leather Pants with Buckles
15079,Can see around corners,Yes,Quiet confidence,Two left feet,None,Maintains status quo,Green Cotton Mandarin Tunic,Laughing at your mistakes,Round Silver with Mirror Lens,Black Leather Combat Cuff Boot,Can take a punch,5,10,11,3,10,3,1,1,,Katana with White Handle and Silver Blade,,Intersecting Triangles,,,,,,,,White,Dark Brown,Messy Updo Bun,Medium Rain,Black Cotton Wool Slacks with Buckles
15080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15087,Heightened senses,Yes,Quiet confidence,Two left feet,None,People smile back at you,Green Patent Leather Tank,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can take on five enemies at once,6,11,7,3,10,9,1,1,,,Shaded Triangle,,Circle,Shriking Shaded Squares,Silver Earrings,,,,,Neon Red,Dark Brown,Messy Updo Bun,Medium Rain,Black Cotton Leggings
15088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15089,Can hear a bee's wings,Yes,Incredible moral fiber,Getting the hang of it,None,Glossophobia,Black Cotton Longsleeve Crew,Accepting the impermanence of things,,Patent Green Leather Combat Cuff Boot,Can take a punch,4,11,10,5,11,3,1,1,Phone,Katana with White Handle and Silver Blade,,,,,,,,,Stubble,Natural,Auburn,Asymmetrical Bob,Medium Rain,Black Patent Leather Pants with Buckles
15090,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,People smile back at you,Red Cotton Tank,Self-induced illusions fade,,Black Leather Combat Cuff Boot,Can take a punch,6,8,10,3,10,3,1,1,,Black Submachine Gun,,,,Shriking Shaded Squares,,,Thick Leather,Meditative,,Natural,Light Grey,Short Messy,Medium Rain,Green Snakeskin Leggings
15091,Can hear a bee's wings,Yes,Unshakable resolve,A gelatinous blob,None,Maintains status quo,Green Leather Tank,Accepting the impermanence of things,,Green Leather Combat Cuff Boot,Scrappy,5,11,10,1,12,5,1,1,,,,,,Native Arrows,,,,,,Natural,Dark Brown,Medium Curly Bob,Light Rain,Green Leather Pants with Buckles
15092,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Black Leather Moto Jacket with Green Cotton Crew,Laughing at your mistakes,Round Black with Black Lens,Green Leather Neo Combat Boot,Can take a punch,5,10,11,3,11,3,1,1,Black Gun,Silver Gun,,,,,,,,Smirk,Thin,Natural,Dark Brown,Long Afro,Light Rain,Black Cotton Wool Slacks with Buckles
15093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15101,Can see around corners,Yes,Quiet confidence,Two left feet,None,Could sell ice to an eskimo,Black Cotton Mandarin Tunic,Accepting the impermanence of things,Black Morpheus with Dark Mirrored Lens,Patent Black Leather Combat Cuff Boot,Paper hands,9,11,11,3,10,1,1,1,,Silver Long Sai,,,,,,,,Scowl,,Natural,Blonde,,Light Rain,Red Snakeskin Leggings
15102,You've got a bad feeling about this,Yes,Incredible moral fiber,Getting the hang of it,None,Maintains status quo,Green Leather Longsleeve Crew,Laughing at your mistakes,,Patent Red Leather Combat Cuff Boot,Can take a punch,5,10,9,5,11,3,1,1,,Black Submachine Gun,,,,,,,,Scowl,,Natural,Light Brown,Short Updo,Medium Rain,Black Cotton Martial Arts Pants
15103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15105,Can see around corners,Yes,Quiet confidence,Sleep paralysis,None,You win without playing,Green Cotton Martial Arts Top,Learning to regulate emotions,Black Wayfarer with Black Lens,,Can take a punch,14,9,11,2,10,3,1,1,,,,,,,,,,Smirk,Stubble,Natural,Dark Brown,Short Sideswept Fringe,Medium Rain,Black Cotton Martial Arts Pants
15106,You've got a bad feeling about this,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,You win without playing,Black Cotton Tank,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,14,12,9,4,10,2,1,1,,Silver Arm Pole,,,Borromean Rings,Interlocking Circles,Silver Earrings,,,,,Natural,Black,Short Updo,Light Rain,Black Patent Leather Leggins
15107,You've got a bad feeling about this,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Black Patent Leather Trench Coat with Black Patent Leather Tank,Appreciation for the complexity of human behavior,,Green Leather Combat Cuff Boot,Can take a punch,5,12,9,3,11,3,1,1,Phone,Gold Staff,,,,,,,,,,Natural,Black,Faux Hawk,Light Rain,Black Leather Leggings
15108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15114,Can hear a bee's wings,Yes,Steps forward as others flee,Two left feet,None,Maintains status quo,Green Leather Trench Coat with Black Cotton Oxford and White Tie,Accepting the impermanence of things,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,5,11,10,3,13,4,1,1,,,,,,,,,,,,Natural,Dark Brown,Short Pixie,Heavy Rain,Red Leather Pants with Buckles
15115,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Pretty light on your feet,None,People smile back at you,Black Cotton Tank,Laughing at your mistakes,,Red Leather Neo Combat Boot,Can take a punch,6,10,12,6,11,3,1,1,,Black Short Sai,,Sierpiński Triangle,,Shaded Triangle,,,Studded Leather,Smirk,Mustache,Natural,Dark Brown,Long Straight Bangs,Medium Rain,Red Cotton Wool Slacks with Buckles
15116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15117,Can hear a heartbeat a mile away,Yes,Last one standing,Pretty light on your feet,None,Everything is always an option,Black Cotton Martial Arts Top,Laughing at your mistakes,,Black Patent Leather Neo Combat Boot,I wouldn't mess with you,12,10,12,6,14,6,1,1,Black Long Sai,Silver Staff,Interlocking Circles,,,,,,,Smirk,,Pink,Black,Long Messy,Light Rain,Black Cotton Wool Slacks with Buckles
15118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15125,You've got a bad feeling about this,Yes,Steps forward as others flee,Two left feet,None,You're a bit of a charmer,Black Leather Moto Jacket with Black Cotton Crew,Learning to regulate emotions,Black Neo with Mirror Lens,Patent White Leather Combat Cuff Boot,Can take a punch,7,9,9,3,13,3,1,1,Katana with Black Handle and Silver Blade,Black Gun,,,,,Silver Earrings,,,,,Natural,Dark Brown,Low Ponytail,Heavy Rain,Black Patent Leather Pants with Buckles
