,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
50037,Can hear a bee's wings,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,Green Cotton Longsleeve Crew,Eckhart Tolle has you on speed dial,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,I wouldn't mess with you,3,17,10,4,12,6,1,1,Phone,Phone,,,,,,,Thick Leather,Smirk,Goatee,Yellow,Black,Short Messy,Medium Rain,Green Leather Pants with Buckles
50038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50040,Nothing gets past you,Yes,True grit,Two left feet,None,Glossophobia,Black Cotton Tank,Accepting the impermanence of things,Black Morpheus with Dark Mirrored Lens,Patent Black Leather Combat Cuff Boot,Scrappy,4,11,6,3,9,5,1,1,,,,,Alchemy,Shaded Circle,,Leather Cuff,,Scowl,,Natural,Light Brown,Long Messy,Light Rain,White Leather Pants with Buckles
50041,Can hear a bee's wings,Yes,Steps forward as others flee,Two left feet,None,Even you don't believe you,Green Leather Moto Jacket with Black Cotton Crew,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,Patent Red Leather Combat Cuff Boot,Can take a punch,1,10,10,3,13,3,1,1,,,,Intersecting Squares,,,Black Earrings,,,Smirk,,Natural,Blonde,Short Curly Fade,Light Rain,Black Patent Leather Leggins
50042,Excellent at reading people,Yes,Unshakable resolve,Pretty light on your feet,None,You're a bit of a charmer,Black Cotton Martial Arts Top,Appreciation for the complexity of human behavior,,Green Leather Neo Combat Boot,Can take a punch,7,12,8,6,12,3,1,1,,,,,,,,,,Meditative,,Natural,Black,Long Straight Bangs,Heavy Rain,Black Cotton Wool Slacks with Buckles
50043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50044,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Two left feet,None,Your significant other's mom loves you,Green Leather Moto Jacket with Green Leather Crew,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can take on five enemies at once,8,11,12,3,11,9,1,1,,Katana with Black Handle and Gold Blade,Shaded Triangle,,,,Black Earrings,,,,,White,Dark Brown,Pulled Back Short,Light Rain,Green Leather Leggings
50045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Red Cotton Tank,Laughing at your mistakes,,Black Snakeskin Combat Cuff Boot,Scrappy,5,10,11,3,11,5,1,1,,,,,,Equality Sign,Black Eyebrow Ring,,Thick Leather,Meditative,,Natural,Black,Short Coil,Light Rain,Red Cotton Martial Arts Pants
50051,Can hear a heartbeat a mile away,Yes,Surprising resilience,Two left feet,None,Could sell ice to an eskimo,Red Cotton Tank,Accepting the impermanence of things,,Black Leather Neo Combat Boot,People get out of your way,9,11,12,3,8,7,1,1,,Katana with Black Handle and Silver Blade,Borromean Rings,,,Square,,,Studded Leather,,,Natural,Black,Short Afro Fade,Light Rain,Black Patent Leather Leggins
50052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50053,You've got a bad feeling about this,Yes,Reluctant volunteer,Sleep paralysis,None,You're a bit of a charmer,Green Patent Leather Moto Jacket with Charcoal Cotton Crew,Learning to regulate emotions,Round Silver with Mirror Lens,Black Patent Leather Knee High Boots,Can put up a fight,7,9,9,2,5,4,1,1,,,,,,,,,,,Mustache,Natural,Light Brown,Short Messy,Heavy Rain,Black Cotton Leggings
50054,Can smell fear,Yes,True grit,Sleep paralysis,None,Could sell ice to an eskimo,Green Cotton Tank,Appreciation for the complexity of human behavior,,Black Knee High Leather Boots,Can put up a fight,9,12,14,2,9,4,1,1,,Silver Gun,,,,Borromean Rings,,,,Meditative,,Green,Dark Brown,Low Ponytail,Heavy Rain,Red Cotton Leggings
50055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50056,Can see around corners,Yes,Steps forward as others flee,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Leather Crewneck Tunic,Laughing at your mistakes,,Patent Black Leather Combat Cuff Boot,I wouldn't mess with you,4,10,11,4,13,6,1,1,Black Long Sai,Katana with Black Handle and Silver Blade,,,,,,,,Smirk,,Natural,Blonde,Buzz Cut,Light Rain,Black Snakeskin Leggings
50057,Can see around corners,Yes,Quiet confidence,Sleep paralysis,None,Others are helpless to deny you,Black Leather Moto Jacket with Charcoal Cotton Crew,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Patent Green Leather Combat Cuff Boot,Can take a punch,13,11,11,2,10,3,1,1,Phone,Phone,,,,,Black Eyebrow Ring,,,Smirk,Beard,Pink,Dark Brown,Long Straight Bangs,Medium Rain,Black Patent Leather Pants with Buckles
50058,Can hear a bee's wings,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Black Leather Longsleeve Crew,Self-induced illusions fade,Black and Gold Wayfarer with Black Lens,Red Leather Combat Cuff Boot,Paper hands,8,8,10,4,10,1,1,1,,,,,,,,Leather Choker,,Smirk,,Light Purple,Light Brown,Short Curly Fade,Light Rain,White Cotton Martial Arts Pants
50059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50061,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Sleep paralysis,None,Maintains status quo,Black Cotton Tank,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,Red Leather Neo Combat Boot,Scrappy,5,10,12,2,11,5,1,1,Dark Wood Staff,,,Interlocking Circles,Shaded Circle,Small Arrows,,,Studded Leather,,,Natural,Light Grey,,Light Rain,White Cotton Leggings
50062,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Patent Leather Longsleeve Crew,Accepting the impermanence of things,Round Black with Black Lens,Patent Black Leather Combat Cuff Boot,The gym stops to watch you lift,4,11,11,4,11,8,1,1,,Silver Staff,,,,,Silver Nose and Lip Rings,,,,Stubble,Natural,Black,Short Sideswept Fringe,Light Rain,Black Patent Leather Pants with Buckles
50063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50068,Can see around corners,Yes,Quiet confidence,Two left feet,None,Your significant other's mom loves you,Red Cotton Martial Arts Top,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Patent Leather Neo Combat Boot,Can take a punch,8,10,11,3,10,3,1,1,,,Alchemy,,,,Black Earrings,,,,,Natural,Black,Short Coil,Light Rain,Red Cotton Leggings
50069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50070,Can see over the horizon,Yes,Quiet confidence,Getting the hang of it,None,You're a bit of a charmer,Green Leather Longsleeve Crew,Appreciation for the complexity of human behavior,,Green Leather Combat Cuff Boot,People get out of your way,7,12,13,5,10,7,1,1,,Black Arm Pole,Shaded Circle,,,,Black Earrings,,,Scowl,,White,Dark Brown,Short Updo,Medium Rain,Red Cotton Leggings
50071,Can hear a bee's wings,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Even you don't believe you,Black Snakeskin Trench Coat with Black Cotton Oxford and Red Tie,Accepting the impermanence of things,Round Silver with Mirror Lens,Green Leather Neo Combat Boot,Can take a punch,1,11,10,4,10,3,1,1,,Phone,,,,,,,,Scowl,,Neon Red,Light Brown,Medium Curly Bob,Light Rain,Black Snakeskin Pants with Buckles
50072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50080,Can see around corners,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Green Leather Moto Jacket with Black Leather Crew,Accepting the impermanence of things,Black Wayfarer with Black Lens,Red Knee High Leather Boots,Scrappy,8,11,11,4,12,5,1,1,,,,,,,,,,Smirk,,Green,Black,Low Ponytail,Light Rain,Black Cotton Leggings
50081,Can see over the horizon,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,People follow you blindly,Black Cotton Longsleeve Crew,Self-induced illusions fade,Round Silver with Mirror Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,11,8,13,4,12,4,1,1,,,,,,,,Leather Choker,Studded Leather,Scowl,,Natural,Black,Asymmetrical Bob,Heavy Rain,Black Cotton Wool Slacks with Buckles
50082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50083,Can see around corners,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Black Leather Crewneck Tunic,Accepting the impermanence of things,,Patent Black Leather Combat Cuff Boot,Can take a punch,10,11,11,4,8,3,1,1,Black Shotgun,Black Gun,,,,,,Leather Cuff,,,Thin,Pink,Black,Medium Curly Bob,Light Rain,Black Cotton Wool Slacks with Buckles
50084,Can hear a bee's wings,Yes,Steps forward as others flee,Sleep paralysis,None,Glossophobia,Black Leather Tunic with Buttons,Learning to regulate emotions,Round Silver with Mirror Lens,Green Snakeskin Combat Cuff Boot,Can put up a fight,4,9,10,2,13,4,1,1,Katana with White Handle and White Blade,Katana with Black Handle and White Blade,,Sierpiński Triangle,,,Black Earrings,,,,,White,Blonde,Messy Updo Bun,Light Rain,Black Cotton Wool Slacks with Buckles
50085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50089,Can see around corners,Yes,Quiet confidence,Can walk on walls,None,Natural born leader,Charcoal Cotton Longsleeve Crew,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,Green Snakeskin Knee High Boots,Can put up a fight,10,10,11,14,10,4,1,1,Katana with Black Handle and Silver Blade,Phone,,,,,,,,Scowl,,Natural,Light Grey,Faux Hawk,Medium Rain,Black Cotton Leggings
50090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50091,Can hear a heartbeat a mile away,Yes,Quiet confidence,Two left feet,None,Natural born leader,Green Patent Leather Tunic with Buttons,Accepting the impermanence of things,Black Neo with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,10,11,12,3,10,3,1,1,Katana with Black Handle and Silver Blade,Katana with Black Handle and Silver Blade,,,,,,,,,,Pink,Black,Short Sideswept Fringe,Medium Rain,Black Cotton Leggings
50092,Can see around corners,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Could sell ice to an eskimo,Red Leather Tank,You know the sound of one hand clapping,Round Black with Black Lens,Green Leather Combat Cuff Boot,Can take a punch,9,13,11,4,10,3,1,1,Silver Submachine Gun,,,,Valknut,Triple Shaded Squares,,,,Smirk,,Neon Red,Light Brown,Short Curly Fade,Light Rain,Black Cotton Martial Arts Pants
50093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50097,Can see around corners,Yes,Quiet confidence,Two left feet,None,People smile back at you,Black Wool Mandarin Trench Coat,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,White Patent Leather Knee High Boots,Your grandma beats you at arm-wrestling,6,12,11,3,10,2,1,1,,Gold Gun,,,,,,,,,,Natural,Light Brown,Short Sideswept Fringe,Light Rain,Black Cotton Leggings
50098,Your third eye is open,Yes,Quiet confidence,Running circles around enemies,None,You're a bit of a charmer,Black Cotton Tunic with Buttons,Accepting the impermanence of things,Round Silver with Mirror Lens,Black Knee High Leather Boots,Scrappy,7,11,15,7,10,5,1,1,,Katana with White Handle and Silver Blade,,Valknut,,,Black Earrings,,,,,White,Black,Short Afro Fade,Medium Rain,Black Cotton Wool Slacks with Buckles
50099,Can see around corners,Yes,Incredible moral fiber,Sleep paralysis,None,People smile back at you,Black Cotton Tank,Eckhart Tolle has you on speed dial,,Black Leather Combat Cuff Boot,I wouldn't mess with you,6,17,11,2,11,6,1,1,,Phone,,Shaded Circle,Intersecting Triangles,Shaded Moon Patterns,Silver Earrings,,Thick Leather,Scowl,,Neon Red,Light Brown,Braids,Medium Rain,Red Cotton Martial Arts Pants
50100,Can hear a bee's wings,Yes,Steps forward as others flee,Sleep paralysis,None,Glossophobia,Black Cotton Tank,You have a childlike sense of wonder,,Black Patent Leather Knee High Boots,Your grandma beats you at arm-wrestling,4,7,10,2,13,2,1,1,,Black Gun,,,Sierpiński Triangle,,,,Studded Leather,,,Pink,Light Brown,Short Afro Fade,Medium Rain,Black Leather Pants with Buckles
50101,Time slows for you,Yes,Incredible moral fiber,A gelatinous blob,None,People smile back at you,Black Leather Mandarin Tunic,Laughing at your mistakes,Black Neo with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,6,10,16,1,11,3,1,1,,,,,,,,,,Scowl,,Natural,Black,,Heavy Rain,Black Cotton Wool Slacks with Buckles
50102,Can see around corners,Yes,Incredible moral fiber,Running circles around enemies,None,You win without playing,Red Leather Trench Coat with White Cotton Oxford and Black Tie,Self-induced illusions fade,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can take on five enemies at once,14,8,11,7,11,9,1,1,,Phone,,,,,Black Earrings,,,Scowl,,White,Light Grey,Short Pixie,Medium Rain,Black Cotton Wool Slacks with Buckles
50103,Your third eye is open,Yes,True grit,Sleep paralysis,None,Maintains status quo,Black Cotton Crewneck Tunic,Learning to regulate emotions,Black Morpheus with Dark Mirrored Lens,Black Knee High Leather Boots,Scrappy,5,9,15,2,9,5,1,1,Phone,Black Gun,,,,,,,,,,Natural,Light Brown,Low Ponytail,Light Rain,Black Leather Pants with Buckles
50104,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Nobody's buying it,Black Leather Trench Coat with White Cotton Oxford and Black Tie,Appreciation for the complexity of human behavior,,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,2,12,10,3,11,2,1,1,,Black Gun,,,,,Black Erl,,,Scowl,Stubble,Natural,Black,Short Messy,Light Rain,Black Cotton Leggings
50105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50106,Can see around corners,Yes,Incredible moral fiber,Getting the hang of it,None,Glossophobia,Black Cotton Martial Arts Top,You know the sound of one hand clapping,,Green Black Patent Leather Neo Combat Boot,Can put up a fight,4,13,11,5,11,4,1,1,,Gold Short Sai,,,,,,,,Meditative,,Natural,Auburn,Bob with Fringes,Medium Rain,Black Leather Pants with Buckles
50107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50108,Can hear a heartbeat a mile away,Yes,Stiff upper lip,Pretty light on your feet,None,Your significant other's mom loves you,Black Cotton Martial Arts Top,Accepting the impermanence of things,Black Futurist with Black Lens,Patent Green Leather Combat Cuff Boot,Can put up a fight,8,11,12,6,7,4,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,,Natural,Black,Short Sideswept Fringe,Medium Rain,White Leather Leggings
50109,You've got a bad feeling about this,Yes,Surprising resilience,Getting the hang of it,None,Glossophobia,Black Leather Moto Jacket with Charcoal Cotton Crew,Laughing at your mistakes,,Black Leather Neo Combat Boot,Scrappy,4,10,9,5,8,5,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,Smirk,,White,Light Brown,Short Messy,Light Rain,Green Cotton Leggings
50110,Can hear a heartbeat a mile away,Yes,Unshakable resolve,Sleep paralysis,None,Natural born leader,Red Cotton Tunic with Buttons,Laughing at your mistakes,,Black Leather Neo Combat Boot,Can put up a fight,10,10,12,2,12,4,1,1,,,,,,,,,,Scowl,,Natural,Black,Short Curly Fade,Medium Rain,Black Cotton Wool Slacks with Buckles
50111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50113,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,People smile back at you,White Snakeskin Trench Coat with Black Cotton Oxford and White Tie,Learning to regulate emotions,Black Neo with Black Lens,Black Leather Neo Combat Boot,Scrappy,6,9,10,3,11,5,1,1,,,,,,,,,,,,Natural,Auburn,Long Messy,Light Rain,Green Leather Leggings
50114,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Cotton Mandarin Tunic,Laughing at your mistakes,Round Silver with Mirror Lens,Green Leather Neo Combat Boot,Scrappy,5,10,11,4,11,5,1,1,,Katana with White Handle and Silver Blade,,Interlocking Circles,,,,,,Scowl,,Natural,Black,Bob with Fringes,Light Rain,Red Patent Leather Pants with Buckles
50115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50116,You've got a bad feeling about this,Yes,Steps forward as others flee,Sleep paralysis,None,People smile back at you,Green Cotton Tank,Appreciation for the complexity of human behavior,Round Black with Black Lens,Patent Black Leather Combat Cuff Boot,Can take a punch,6,12,9,2,13,3,1,1,,Katana with White Handle and Silver Blade,,,Shaded Circle,Small Arrows,,,Thick Leather,Scowl,,Natural,Dark Brown,Braids,Light Rain,Black Cotton Wool Slacks with Buckles
50117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50119,Can see around corners,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Cotton Crewneck Tunic,You know the sound of one hand clapping,White Futurist with Mirror Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,7,13,11,4,8,2,1,1,,Katana with Black Handle and Silver Blade,,,,,Black Eyebrow Ring,Leather Choker,,,,Neon Red,Light Grey,Short Messy,Heavy Rain,Green Cotton Wool Slacks with Buckles
