,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,Can hear a heartbeat a mile away,Yes,Steps forward as others flee,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Green Cotton Tank,You know the sound of one hand clapping,,Black Leather Neo Combat Boot,Scrappy,4,13,12,4,13,5,1,1,Katana with Black Handle and Gold Blade,Silver Staff,,,Triforce,Shaded Stacking Triangles,Black Eyebrow Ring,Leather Choker,,Scowl,,Natural,Black,Buzz Cut,Medium Rain,Red Cotton Leggings
5013,You've got a bad feeling about this,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Black Patent Leather Moto Jacket with Black Patent Leather Crew,Self-induced illusions fade,,Black Leather Neo Combat Boot,Can put up a fight,8,8,9,4,10,4,1,1,Black Short Sai,Katana with Black Handle and Silver Blade,Shaded Circle,,,,,,,,Stubble,Natural,Light Brown,Short Afro Fade,Light Rain,Black Leather Pants with Buckles
5014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,Can hear a bee's wings,Yes,Unshakable resolve,A gelatinous blob,None,Natural born leader,Charcoal Black Cotton Longsleeve with Zipper,Accepting the impermanence of things,Translucent Hex with Red Polarized Lens,Green Leather Combat Cuff Boot,Can take on five enemies at once,10,11,10,1,12,9,1,1,,Silver Staff,,,,,Black Earrings,,Thick Leather,Scowl,,Natural,Dark Brown,Pulled Back Short,Light Rain,Red Cotton Leggings
5021,Can smell fear,Yes,True grit,Getting the hang of it,None,Even you don't believe you,Green Cotton Longsleeve with Zipper,Accepting the impermanence of things,,Black Leather Combat Cuff Boot,People get out of your way,1,11,14,5,9,7,1,1,,Katana with Black Handle and Silver Blade,,,,,,,Thick Leather,,,Natural,Dark Brown,Short Curly Fade,Medium Rain,Black Cotton Wool Slacks with Buckles
5022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Cotton Tank,Laughing at your mistakes,,Patent Black Leather Combat Cuff Boot,Can take a punch,5,10,12,4,11,3,1,1,Black Submachine Gun,Katana with Black Handle and Silver Blade,,,,,Black Erl,,,Meditative,,Natural,Black,Short Coil,Medium Rain,Black Cotton Martial Arts Pants
5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Your significant other's mom loves you,Black Cotton Martial Arts Top,Laughing at your mistakes,Black Futurist with Black Lens,White Snakeskin Combat Cuff Boot,Scrappy,8,10,10,3,11,5,1,1,,Phone,,,,,,,,,Stubble,Natural,Light Brown,Long Straight Bangs,Medium Rain,Black Cotton Leggings
5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,Can hear a bee's wings,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Red Cotton Longsleeve Crew,Appreciation for the complexity of human behavior,Silver Morpheus with Orange and Red Gradient Lens,Red Snakeskin Neo Combat Boot,Can put up a fight,4,12,10,4,12,4,1,1,Katana with Black Handle and Silver Blade,Dark Wood Staff,,,,,,,,Scowl,Mustache,Natural,Dark Brown,Short Messy,Heavy Rain,Green Cotton Wool Slacks with Buckles
5053,Nothing gets past you,Yes,Quiet confidence,Two left feet,None,People follow you blindly,Green Patent Leather Moto Jacket with Charcoal Patent Leather Crew,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,I wouldn't mess with you,11,11,6,3,10,6,1,1,Dark Wood Staff,,,,,,Black Earrings,,,,Stubble,Natural,Black,,Light Rain,Black Leather Pants with Buckles
5054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,Can hear a heartbeat a mile away,Yes,Quiet confidence,Sleep paralysis,None,You're a bit of a charmer,Black Patent Leather Tank,Accepting the impermanence of things,Black Neo with Black Lens,Black Snakeskin Neo Combat Boot,Can take a punch,7,11,12,2,10,3,1,1,Katana with White Handle and Silver Blade,Dark Wood Staff,,,Intersecting Triangles,Valknut,"Black Nose, Lip, Forehead",,,,,Natural,Black,Short Updo,Medium Rain,Black Snakeskin Pants with Buckles
5059,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Pretty light on your feet,None,Glossophobia,Black Cotton Martial Arts Top,Appreciation for the complexity of human behavior,Black Futurist with Black Lens,Black Leather Neo Combat Boot,Can put up a fight,4,12,12,6,11,4,1,1,,,,,,,Black Earrings,,,Smirk,,Natural,Blonde,Short Updo,Light Rain,Red Patent Leather Leggins
5060,Can hear a heartbeat a mile away,Yes,Can eat just one potato chip,Getting the hang of it,None,Everything is always an option,Green Cotton Longsleeve with Zipper,Deeper truths are apparent,,Black Leather Combat Cuff Boot,People get out of your way,12,16,12,5,15,7,1,1,,Katana with Black Handle and Silver Blade,,,,,,,Studded Leather,Scowl,Goatee,White,Light Grey,Long Straight Bangs,Light Rain,Black Patent Leather Pants with Buckles
5061,Excellent at reading people,Yes,Quiet confidence,Sleep paralysis,None,Could probably convince a small child,Black Leather Trench Coat with Black Cotton Oxford and Green Tie,Appreciation for the complexity of human behavior,Black and Gold Wayfarer with Black Lens,Black Knee High Leather Boots,I wouldn't mess with you,3,12,8,2,10,6,1,1,,Phone,,,,,,,,,Thin,Natural,Dark Brown,Pulled Back Short,Medium Rain,Red Patent Leather Leggins
5062,Can see around corners,Yes,Incredible moral fiber,Getting the hang of it,None,Natural born leader,Black Cotton Crewneck Tunic,Learning to regulate emotions,Black Futurist with Black Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,10,9,11,5,11,4,1,1,Black Short Sai,Silver Short Sai,,,,,Silver Earrings,,,Scowl,,Natural,Light Brown,Short Pixie,Medium Rain,Green Cotton Leggings
5063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,Can see around corners,Yes,Quiet confidence,Getting the hang of it,None,Your significant other's mom loves you,Black Cotton Tank,Laughing at your mistakes,,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,8,10,11,5,10,2,1,1,,,,,Alchemy,Triple Shaded Squares,,,Thick Leather,Meditative,,Natural,Blonde,Short Pixie,Light Rain,Green Cotton Leggings
5071,Can see over the horizon,Yes,Steps forward as others flee,Sleep paralysis,None,Maintains status quo,Green Leather Trench Coat with Red Cotton Tank,Accepting the impermanence of things,Black Neo with Mirror Lens,Black Leather Neo Combat Boot,I wouldn't mess with you,5,11,13,2,13,6,1,1,Black Gun,Phone,,,,,,,,,,Natural,Black,Braids,Light Rain,Black Cotton Leggings
5072,Can hear a bee's wings,Yes,True grit,Getting the hang of it,None,Others are helpless to deny you,Black Cotton Tank,Accepting the impermanence of things,Black Neo with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,13,11,10,5,9,2,1,1,,Black Gun,,,Valknut,Valknut,,,Studded Leather,,,Natural,Light Grey,,Light Rain,Green Cotton Wool Slacks with Buckles
5073,You've got a bad feeling about this,Yes,True grit,Getting the hang of it,None,Could sell ice to an eskimo,Black Cotton Longsleeve with Zipper,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,9,11,9,5,9,3,1,1,Phone,Katana with White Handle and Silver Blade,,,,,,,,,,Natural,Blonde,,Light Rain,Red Cotton Leggings
5074,Can hear a bee's wings,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,Could probably convince a small child,White Leather Longsleeve Crew,Accepting the impermanence of things,Black Wayfarer with Black Lens,Red Patent Leather Neo Combat Boot,Can take a punch,3,11,10,4,8,3,1,1,,Phone,,,,,,,Thick Leather,Scowl,,Yellow,Blonde,Medium Curly Bob,Heavy Rain,Black Cotton Leggings
5075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,History books will be written about you,Black Cotton Crewneck Tunic,Laughing at your mistakes,,Green Black Patent Leather Neo Combat Boot,Can put up a fight,16,10,10,4,11,4,1,1,,Silver Staff,,,,,,,,Scowl,Thin,White,Light Brown,Short Pixie,Light Rain,Black Cotton Wool Slacks with Buckles
5077,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Black Cotton Mandarin Tunic,Learning to regulate emotions,,Patent Black Leather Combat Cuff Boot,Can take a punch,4,9,12,3,11,3,1,1,,Gold Short Sai,,,,,,,,Smirk,,Natural,Light Brown,Long Messy,Heavy Rain,Black Leather Pants with Buckles
5078,Can hear a heartbeat a mile away,Yes,Quiet confidence,Two left feet,None,Your significant other's mom loves you,Red Cotton Tank,Accepting the impermanence of things,Round Black with Black Lens,Black Leather Neo Combat Boot,Scrappy,8,11,12,3,10,5,1,1,,,,,Triangle,Circle,,,,,,Natural,Black,Short Coil,Light Rain,Black Cotton Wool Slacks with Buckles
5079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,Can hear a bee's wings,Yes,Steps forward as others flee,Two left feet,None,Natural born leader,Black Leather Crewneck Tunic,Appreciation for the complexity of human behavior,Round Black with Black Lens,Black Snakeskin Knee High Boots,Can take a punch,10,12,10,3,13,3,1,1,,,Shaded Triangle,,,,Black Earrings,,,Smirk,,Natural,Black,,Light Rain,Black Cotton Leggings
5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,Can hear a bee's wings,Yes,Steps forward as others flee,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,Black Leather Moto Jacket with Green Patent Leather Crew,Self-induced illusions fade,,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,7,8,10,4,13,2,1,1,Dark Wood Staff,,,Intersecting Triangles,,,Black Eyebrow Ring,,,,,Natural,Blonde,Buzz Cut,Light Rain,Black Cotton Wool Slacks with Buckles
5083,Can hear a heartbeat a mile away,Yes,Stiff upper lip,Pretty light on your feet,None,Maintains status quo,Black Leather Moto Jacket with Black Cotton Crew,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,5,10,12,6,7,4,1,1,,Black Arm Pole,,,,,,,,,,Light Purple,Blonde,Low Ponytail,Light Rain,Black Leather Leggings
5084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,Excellent at reading people,Yes,Surprising resilience,Getting the hang of it,None,People smile back at you,Black Leather Moto Jacket with Black Cotton Crew,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,People get out of your way,6,10,8,5,8,7,1,1,,Katana with Black Handle and White Blade,,,,,,,,Scowl,,Green,Light Brown,Messy Updo Bun,Light Rain,White Cotton Wool Slacks with Buckles
5086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,Can hear a heartbeat a mile away,Yes,Surprising resilience,Two left feet,None,Your significant other's mom loves you,Black Leather Moto Jacket with Charcoal Cotton Crew,Learning to regulate emotions,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can take a punch,8,9,12,3,8,3,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,,Goatee,Natural,Blonde,Asymmetrical Bob,Medium Rain,Black Patent Leather Leggins
5089,Can see around corners,Yes,Last one standing,Sleep paralysis,None,Your significant other's mom loves you,Black Leather Tank,Accepting the impermanence of things,Black Futurist with Black Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,8,11,11,2,14,2,1,1,,Black Gun,,,Sierpiński Triangle,Triple Shaded Squares,,,Studded Leather,,Goatee,Natural,Black,Medium Curly Bob,Light Rain,Black Cotton Leggings
5090,Can see around corners,Yes,Unshakable resolve,Abnormal flexibility,None,Messianic,Black Patent Leather Mandarin Tunic,Learning to regulate emotions,Round Silver with Mirror Lens,Black Snakeskin Neo Combat Boot,Can stop a helicopter from taking off,20,9,11,9,12,13,1,1,,,,,,,,,,Scowl,,Natural,Light Brown,Short Afro Fade,Light Rain,Black Leather Leggings
5091,Can hear a bee's wings,Yes,Unshakable resolve,Getting the hang of it,None,Your significant other's mom loves you,Black Patent Lather Trench Coat with Black Cotton Oxford and Red Tie,Accepting the impermanence of things,White Futurist with Mirror Lens,Black Leather Neo Combat Boot,Can take a punch,8,11,10,5,12,3,1,1,,Gold Staff,,,,,,,,,,Natural,Dark Brown,Short Messy,Light Rain,Green Cotton Wool Slacks with Buckles
5092,You've got a bad feeling about this,Yes,Quiet confidence,Pretty light on your feet,None,Maintains status quo,Black Leather Moto Jacket with Black Cotton Crew,Accepting the impermanence of things,Black Futurist with Black Lens,Green Leather Combat Cuff Boot,They wouldn't like you when you're angry,5,11,9,6,10,12,1,1,Phone,Black Gun,Circle,,,,,,,Smirk,,Natural,Black,Bob with Fringes,Medium Rain,Black Cotton Leggings
5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,Can hear a bee's wings,Yes,Quiet confidence,Sleep paralysis,None,People smile back at you,Black Leather Trench Coat with Black Cotton Oxford and Red Tie,Accepting the impermanence of things,Black Futurist with Black Lens,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,6,11,10,2,10,2,1,1,,Silver Short Sai,,,,,,,,Smirk,Stubble,Natural,Light Brown,Short Afro Fade,Medium Rain,Black Cotton Wool Slacks with Buckles
5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,You've got a bad feeling about this,Yes,Unshakable resolve,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Red Patent Leather Tunic with Buttons,You know the sound of one hand clapping,Black Wayfarer with Black Lens,Black Knee High Leather Boots,Your grandma beats you at arm-wrestling,10,13,9,4,12,2,1,1,,,,,,,Silver Earrings,,,,,Natural,Dark Brown,Short Messy,Light Rain,Black Cotton Wool Slacks with Buckles
5099,Your third eye is open,Yes,Reluctant volunteer,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Leather Mandarin Trench Coat,Accepting the impermanence of things,,Black Patent Leather Knee High Boots,You come in like a wrecking ball,5,11,15,4,5,11,1,1,,Katana with White Handle and Silver Blade,,,,,,,,Meditative,,Natural,Auburn,Short Pixie,Light Rain,Black Cotton Leggings
5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,Can see over the horizon,Yes,Unshakable resolve,Two left feet,None,Everything is always an option,Black Patent Leather Mandarin Trench Coat,Learning to regulate emotions,,Patent Green Leather Combat Cuff Boot,Can take a punch,12,9,13,3,12,3,1,1,,Silver Gun,,,,,,,,Smirk,,Natural,Auburn,Braids,Medium Rain,Black Patent Leather Leggins
5116,Can hear a bee's wings,Yes,True grit,Running circles around enemies,None,Glossophobia,Black Cotton Tank,Accepting the impermanence of things,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,4,11,10,7,9,4,1,1,,Silver Staff,,Intersecting Squares,Shaded Triangle,Intersecting Squares,"Black Nose, Lip, Forehead",,Thick Leather,,Stubble,Yellow,Black,Short Afro Fade,Light Rain,Black Cotton Martial Arts Pants
5117,Can hear a bee's wings,Yes,Surprising resilience,Sleep paralysis,None,You're a bit of a charmer,Black Snakeskin Moto Jacket with Green Cotton Crew,Self-induced illusions fade,,Green Leather Combat Cuff Boot,Can take a punch,7,8,10,2,8,3,1,1,,Black Short Sai,Intersecting Squares,Triangle,,,,,,Smirk,,Natural,Dark Brown,Short Messy,Light Rain,Black Cotton Leggings
5118,Can see around corners,Yes,Unshakable resolve,Getting the hang of it,None,Nobody's buying it,Black Leather Mandarin Trench Coat,Accepting the impermanence of things,Black Futurist with Black Lens,Black Knee High Leather Boots,You come in like a wrecking ball,2,11,11,5,12,11,1,1,Katana with Black Handle and White Blade,,,,,,,,,Scowl,,Natural,Blonde,Pulled Back Short,Light Rain,Black Cotton Leggings
5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,Can smell fear,Yes,Last one standing,Two left feet,None,You're a bit of a charmer,Green Cotton Tank,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Leather Combat Cuff Boot,Can put up a fight,7,10,14,3,14,4,1,1,,,,,,Intersecting Triangles,Black Earrings,,Studded Leather,Scowl,,White,Auburn,Short Updo,Light Rain,Black Cotton Martial Arts Pants
5122,Can see over the horizon,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Red Cotton Longsleeve with Zipper,Appreciation for the complexity of human behavior,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can take a punch,4,12,13,4,11,3,1,1,,Dark Wood Staff,,Valknut,,,,,,,Thin,Natural,Light Grey,Pulled Back Short,Light Rain,Black Cotton Wool Slacks with Buckles
5123,Heightened senses,Yes,Unshakable resolve,Running circles around enemies,None,People smile back at you,Black Cotton Martial Arts Top,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,6,11,7,7,12,2,1,1,,,,,,,,,,Scowl,,Natural,Black,Medium Curly Bob,Heavy Rain,Black Cotton Wool Slacks with Buckles
5124,Can see around corners,Yes,True grit,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Leather Tank,Laughing at your mistakes,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Can put up a fight,4,10,11,4,9,4,1,1,,Katana with Black Handle and Gold Blade,,,Square,Intersecting Squares,"Black Nose, Lip, Forehead",Leather Choker,,,Goatee,Yellow,Dark Brown,Bob with Fringes,Heavy Rain,Green Cotton Wool Slacks with Buckles
5125,Can see around corners,Yes,True grit,Two left feet,None,Could sell ice to an eskimo,Black Patent Leather Trench Coat with Black Cotton Tank,Self-induced illusions fade,,White Leather Neo Combat Boot,People get out of your way,9,8,11,3,9,7,1,1,Silver Submachine Gun,Black Long Sai,Triforce,,,,Silver Earrings,,,Scowl,,Pink,Auburn,Short Pixie,Light Rain,Black Cotton Wool Slacks with Buckles
5126,Can see around corners,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Natural born leader,Black Cotton Martial Arts Top,Appreciation for the complexity of human behavior,,Green Knee High Leather Boots,Can take a punch,10,12,11,4,10,3,1,1,,Dark Wood Staff,,,,,,,,,,Natural,Dark Brown,Short Afro Fade,Medium Rain,Black Leather Pants with Buckles
5127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,Heightened senses,Yes,Quiet confidence,Two left feet,None,People smile back at you,Black Patent Leather Trench Coat with Black Patent Leather Tank,Learning to regulate emotions,Round Silver with Mirror Lens,Green Leather Combat Cuff Boot,Scrappy,6,9,7,3,10,5,1,1,,,,,,,Black Earrings,,,,,Light Purple,Dark Brown,Short Curly Fade,Medium Rain,Black Leather Pants with Buckles
