,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
60031,White,None,Dark Brown,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Black Leather Briefcase
60032,White,Medium Curly Bob,Auburn,None,Khaki Oxford with Tie and Pocket,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
60033,White,None,Light Brown,None,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,Purple Workers Cap,None,None,None
60034,White,Short Messy,Blonde,Beard,Olive Oxford with Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
60035,White,Short Coil,Blonde,None,Gray Jumpsuit,None,Brown Leather Shoes with Laces,Two Rings,None,None,None,Lunchbox
60036,White,Long Messy,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,Silver Aviators,None,None
60037,White,Short Afro Fade,Light Grey,None,Navy Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,Black Books,None,Black Leather Briefcase
60038,White,None,Dark Brown,Thin,Khaki Oxford with Tie and Pocket,Navy Slacks,Brown Leather Shoes with Laces,None,Tan Workers Cap,None,None,Brown Leather Briefcase
60039,White,Short Coil,Light Brown,None,Gray Oxford with Tie,Blue Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
60040,White,Short Updo,Light Brown,None,Light Gray Cardigan with Beige Oxford Shirt,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Black Leather Briefcase
60041,White,Short Messy,Blonde,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
60042,White,Low Ponytail,Auburn,None,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Brown Leather Briefcase
60043,White,Low Ponytail,Black,Stubble,Olive Oxford with Buttons,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,None
60044,White,Short Coil,Light Brown,None,Light Gray Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,None
60045,White,Medium Curly Bob,Light Brown,Mustache,Blue Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Lunchbox
60046,White,Short Coil,Black,None,Navy Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
60047,White,Buzz Cut,Light Grey,None,Tan Blazer with Off-White Shirt and No Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
60048,White,Medium Curly Bob,Light Brown,None,Navy Blazer with Striped Shirt and No Tie,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Brown Leather Briefcase
60049,White,Short Pixie,Black,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,Two Rings,None,None,Stud Earring,Lunchbox
60050,White,Short Afro Fade,Black,None,Gray Blazer with Black Shirt and No Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
60051,White,None,Blonde,Stubble,Olive Oxford with Buttons,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,Tan Workers Cap,None,None,None
60052,White,Buzz Cut,Light Brown,Mustache,Khaki Jumpsuit,None,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Lunchbox
60053,White,Short Messy,Black,None,Light Gray Longsleeve,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
60054,White,Short Messy,Black,None,Olive Cardigan with Light Gray Longsleeve Shirt,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
60055,White,Low Ponytail,Black,None,Khaki Oxford with Tie and Pocket,Charcoal Slacks,Black Leather Shoes with Laces,Two Rings,None,None,None,Brown Leather Briefcase
60056,White,Short Messy,Light Grey,None,Olive Oxford with Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
60057,White,Medium Curly Bob,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Black Smartphone
60058,White,Short Afro Fade,Dark Brown,None,Navy Oxford with Pocket,Khaki Slacks,White Leather Sneaker with Grey Sole,Two Rings,None,None,None,Brown Leather Briefcase
60059,White,Straight Sideswept Fringe,Dark Brown,Mustache,Olive Oxford with Pocket,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
60060,White,Long Straight Bangs,Black,Goatee,Blue Longsleeve,Blue Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
60061,White,Updo Bun,Black,None,Navy Oxford with Pocket,Light-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
60062,White,Short Pixie,Blonde,Stubble,Dark Gray Cardigan with Tan Longsleeve Shirt,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Brown Leather Briefcase
60063,White,None,Black,None,Blue Longsleeve,Khaki,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Black Smartphone
60064,White,Buzz Cut,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Khaki,White Leather Sneaker with Grey Sole,None,Navy Blue Workers Cap,None,None,None
60065,White,None,Light Grey,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,Purple Workers Cap,None,None,Black Smartphone
60066,White,Short Messy,Black,None,Olive Cardigan with Off-White Longsleeve Shirt,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Lunchbox
60067,White,Short Messy,Light Grey,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Lunchbox
60068,White,Buzz Cut,Light Grey,Mustache,Olive Oxford with Tie and Pocket,Blue Denim,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,Black Smartphone
60069,White,Straight Sideswept Fringe,Black,Beard,Khaki Oxford with Tie,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Lunchbox
60070,White,Short Pixie,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Black Smartphone
60071,White,None,Light Brown,Goatee,Olive Oxford with Buttons,Blue Denim,Redbrown Leather Workboot with Brown Sole,None,Navy Blue Workers Cap,Black Books,None,None
60072,White,Straight Sideswept Fringe,Light Brown,Thin,Navy Oxford with Buttons,Gray Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,Silver Aviators,None,None
60073,White,Short Messy,Blonde,None,Dark Gray Cardigan with Tan Longsleeve Shirt,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
60074,White,Short Pixie,Blonde,None,Khaki Jumpsuit,None,White Leather Sneaker with Grey Sole,None,None,None,None,Lunchbox
60075,White,Long Messy,Dark Brown,None,Light Gray Cardigan with Beige Longsleeve Shirt,Khaki Slacks,White Leather Sneaker with Grey Sole,None,None,Rosegold Aviators,None,None
60076,White,Medium Curly Bob,Black,None,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Lunchbox
60077,White,Straight Sideswept Fringe,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Brown Leather Briefcase
60078,White,None,Dark Brown,None,Tan Blazer with Off-White Shirt and Tan Tie,Navy Slacks,White Leather Sneaker with Grey Sole,None,Purple Workers Cap,None,None,Black Leather Briefcase
60079,White,Long Straight Bangs,Black,None,Tan Blazer with Off-White Shirt and No Tie,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
60080,White,Short Messy,Black,None,Dark Gray Cardigan with Beige Oxford Shirt,Charcoal Slacks,Black Leather Shoes with Laces,None,None,Silver Aviators,None,None
60081,White,Medium Curly Bob,Black,None,Navy Jumpsuit,None,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
60082,White,Updo Bun,Black,Stubble,Light Gray Cardigan with Light Gray Longsleeve Shirt,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Rosegold Aviators,None,None
60083,White,Buzz Cut,Dark Brown,None,Dark Gray Longsleeve,Khaki Slacks,White Leather Sneaker with Grey Sole,None,Tan Workers Cap,None,None,Brown Leather Briefcase
60084,White,Medium Curly Bob,Blonde,None,Blue Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Lunchbox
60085,White,Low Ponytail,Light Grey,None,Navy Oxford with Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,None
60086,White,Short Pixie,Black,None,Olive Oxford with Buttons,Gray Slacks,Brown Leather Shoes with Laces,Ring One Blue,None,None,None,Black Smartphone
60087,White,Long Messy,Auburn,None,Navy Oxford with Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
60088,White,Long Messy,Black,None,Gray Oxford with Tie,Blue Denim,Brown Leather Shoes with Laces,None,None,None,None,Lunchbox
60089,White,Short Pixie,Blonde,None,Light Gray Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Lunchbox
60090,White,Short Afro Fade,Light Grey,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
60091,White,None,Black,None,Navy Oxford with Buttons,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
60092,White,Long Messy,Light Brown,None,Olive Oxford with Buttons,Khaki,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Black Leather Briefcase
60093,White,None,Light Brown,None,Navy Jumpsuit,None,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,Blue Lunchbox
60094,White,Buzz Cut,Light Brown,Stubble,Navy Oxford with Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,None
60095,White,Low Ponytail,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki,Brown Leather Shoes with Laces,None,None,None,None,None
60096,White,Short Messy,Light Brown,None,Olive Oxford with Pocket,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Black Smartphone
60097,White,Low Ponytail,Light Brown,Thin,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Brown Leather Briefcase
60098,White,Low Ponytail,Light Grey,None,Gray Oxford with Tie and Pocket,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Black Leather Briefcase
60099,White,Short Updo,Blonde,None,Navy Oxford with Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
60100,White,None,Dark Brown,None,Navy Jumpsuit,None,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,None
60101,White,Medium Curly Bob,Auburn,None,Olive Oxford with Tie and Pocket,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
60102,White,Short Coil,Black,None,Navy Blazer with Striped Shirt and No Tie,Khaki Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Black Leather Briefcase
60103,White,Low Ponytail,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
60104,White,Low Ponytail,Blonde,Stubble,Olive Oxford with Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
60105,White,Medium Curly Bob,Dark Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,Rosegold Aviators,None,None
60106,White,Short Coil,Dark Brown,None,Olive Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
60107,White,Buzz Cut,Light Grey,None,Denim Jumpsuit,None,White Canvas Sneaker with White Sole,None,None,Rosegold Aviators,None,None
60108,White,Straight Sideswept Fringe,Blonde,None,Dark Gray Longsleeve,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Brown Leather Briefcase
60109,White,Buzz Cut,Dark Brown,Beard,Navy Oxford with Tie,Khaki Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
60110,White,Long Messy,Light Brown,None,Navy Oxford with Buttons,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Black Smartphone
60111,White,Short Pixie,Blonde,None,Olive Oxford with Buttons,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Black Books,Stud Earring,None
60112,White,Low Ponytail,Blonde,Stubble,Olive Oxford with Tie,Khaki Slacks,Black Leather Shoes with Laces,None,None,None,None,None
60113,White,Short Updo,Light Brown,None,Light Gray Longsleeve,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Lunchbox
60114,White,Buzz Cut,Light Brown,Stubble,Navy Oxford with Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,None
60115,White,Long Messy,Light Brown,None,Olive Oxford with Buttons,Khaki,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Black Leather Briefcase
60116,White,Short Afro Fade,Dark Brown,None,Red Longsleeve,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
60117,White,Short Pixie,Dark Brown,None,Dark Gray Cardigan with Beige Oxford Shirt,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Rosegold Aviators,None,None
60118,White,None,Light Brown,None,Navy Jumpsuit,None,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,Blue Lunchbox
60119,White,None,Black,None,Navy Oxford with Buttons,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
60120,White,Short Coil,Black,Beard,Dark Gray Cardigan with Tan Oxford Shirt,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Blue Lunchbox
60121,White,Short Afro Fade,Auburn,None,Olive Oxford with Tie,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Black Smartphone
60122,White,Short Coil,Light Brown,Thin,Olive Oxford with Tie and Pocket,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,None
60123,White,Low Ponytail,Light Brown,None,Blue Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
60124,White,Short Updo,Black,None,Khaki Oxford with Pocket,Gray Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,None,None,Lunchbox
60125,White,Long Messy,Light Brown,Stubble,Khaki Jumpsuit,None,Tan Suede Workboot with Tan Sole,Two Rings,None,Black Books,None,None
60126,White,Low Ponytail,Black,None,Gray Oxford with Buttons,Navy Slacks,Black Leather Shoes with Laces,Two Rings,None,None,None,Blue Lunchbox
60127,White,Buzz Cut,Black,None,Dark Gray Longsleeve,Blue Denim,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Lunchbox
60128,White,Short Afro Fade,Blonde,None,Khaki Oxford with Tie and Pocket,Gray Slacks,White Leather Sneaker with Grey Sole,Two Rings,None,None,Stud Earring,None
60129,White,Buzz Cut,Blonde,Beard,Navy Blazer with Striped Shirt and No Tie,Blue Denim,White Canvas Sneaker with White Sole,None,Tan Workers Cap,Black Books,None,None
60130,White,Long Afro,Black,None,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Black Leather Briefcase
60131,White,Short Coil,Blonde,None,Gray Oxford with Buttons,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,Silver Aviators,None,Brown Leather Briefcase
60132,White,Short Afro Fade,Light Grey,None,Navy Oxford with Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
60133,White,Medium Curly Bob,Black,None,Olive Oxford with Buttons,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
60134,White,Buzz Cut,Auburn,None,Navy Oxford with Buttons,Blue Denim,Redbrown Leather Workboot with Brown Sole,None,Tan Workers Cap,None,None,Black Smartphone
60135,White,Short Updo,Light Brown,Goatee,Dark Gray Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,None
60136,White,None,Light Brown,Stubble,Gray Blazer with Black Shirt and No Tie,Navy Slacks,White Leather Sneaker with Grey Sole,None,Tan Workers Cap,None,None,Black Smartphone
60137,White,Short Coil,Light Brown,Thin,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Lunchbox
60138,White,Straight Sideswept Fringe,Auburn,Goatee,Navy Oxford with Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,Stud Earring,Black Leather Briefcase
60139,White,Long Messy,Auburn,None,Navy Blazer with Striped Shirt and No Tie,Khaki,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
60140,White,Straight Sideswept Fringe,Light Grey,Goatee,Light Gray Longsleeve,Khaki,White Leather Sneaker with Grey Sole,None,None,None,None,None
60141,White,Short Pixie,Black,None,Dark Gray Longsleeve,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Brown Leather Briefcase
60142,White,Long Afro,Black,None,Light Gray Longsleeve,Khaki,Black Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
60143,White,Updo Bun,Light Grey,None,Light Gray Longsleeve,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,None
60144,White,Medium Curly Bob,Dark Brown,None,Red Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,None,None,None,None,None
60145,White,Short Messy,Black,None,Light Gray Cardigan with Beige Longsleeve Shirt,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Brown Leather Briefcase
60146,White,Straight Sideswept Fringe,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,None
60147,White,Straight Sideswept Fringe,Dark Brown,None,Denim Jumpsuit,None,White Leather Sneaker with Grey Sole,None,None,None,None,None
60148,White,Straight Sideswept Fringe,Blonde,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
60149,White,Short Messy,Light Brown,None,Navy Oxford with Buttons,Charcoal Slacks,Black Leather Shoes with Laces,Two Rings,None,None,None,Brown Leather Briefcase
60150,White,Low Ponytail,Black,None,Navy Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
60151,White,Updo Bun,Light Grey,None,Light Gray Longsleeve,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Black Leather Briefcase
60152,White,Long Messy,Black,None,Blue Longsleeve,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,Silver Aviators,None,Black Smartphone
60153,White,Buzz Cut,Auburn,None,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,Two Rings,Navy Blue Workers Cap,None,None,Brown Leather Briefcase
60154,White,Short Pixie,Light Brown,Stubble,Gray Oxford with Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
60155,White,Short Messy,Black,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Silver Aviators,None,Blue Lunchbox
60156,White,Buzz Cut,Light Grey,Thin,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,Brown Leather Shoes with Laces,None,Tan Workers Cap,None,Stud Earring,Black Smartphone
60157,White,Medium Curly Bob,Black,None,Olive Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
60158,White,Short Messy,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Black Smartphone
60159,White,Straight Sideswept Fringe,Dark Brown,Stubble,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
60160,White,Medium Curly Bob,Blonde,Stubble,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Silver Aviators,None,Blue Lunchbox
60161,White,Short Pixie,Dark Brown,None,Light Gray Longsleeve,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,None
60162,White,Short Coil,Dark Brown,Thin,Navy Jumpsuit,None,Black Leather Shoes with Laces,None,None,Silver Aviators,None,Lunchbox
60163,White,None,Light Brown,Stubble,Navy Oxford with Pocket,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Rosegold Aviators,None,Black Leather Briefcase
60164,White,Straight Sideswept Fringe,Blonde,None,Blue Longsleeve,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,None
60165,White,Medium Curly Bob,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki Slacks,Black Leather Shoes with Laces,None,None,None,None,None
60166,White,Buzz Cut,Black,None,Gray Blazer with Black Shirt and No Tie,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,Stud Earring,Lunchbox
60167,White,Short Coil,Auburn,None,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,Brown Leather Briefcase
60168,White,Long Straight Bangs,Light Grey,Thin,Khaki Oxford with Buttons,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Leather Briefcase
60169,White,Buzz Cut,Dark Brown,Beard,Dark Gray Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,None,Tan Workers Cap,None,None,Black Smartphone
60170,White,Short Coil,Dark Brown,None,Khaki Oxford with Tie,Light-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
60171,White,Short Messy,Light Brown,None,Olive Oxford with Pocket,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,None,Black Books,None,None
60172,White,Low Ponytail,Black,None,Khaki Oxford with Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Black Leather Briefcase
