,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
10030,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Gray Slacks,Blue Longsleeve,,Blonde,Short Coil,White
10031,,,,Tan Worker's Cap,Two Rings,Brown Leather Shoes with Laces,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,Stubble,Light Brown,,White
10032,,,,,Two Rings,Brown Leather Shoes with Laces,Gray Slacks,Olive Oxford with Buttons,,Dark Brown,Straight Sideswept Fringe,White
10033,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Navy Slacks,Navy Oxford with Buttons,,Light Brown,Buzz Cut,White
10034,,,Black Books,,,Black Leather Shoes with Laces,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Brown,Long Messy,White
10035,Black Smartphone,,,,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Short Afro Fade,White
10036,Light Blue Smartphone,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Buttons,,Light Brown,Short Pixie,White
10037,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Navy Slacks,Tan Blazer with Off-White Shirt and No Tie,Thin,Black,Updo Bun,White
10038,Lunchbox,,Silver Aviators,,,White Leather Sneaker with Grey Sole,Navy Slacks,Dark Gray Longsleeve,,Dark Brown,Short Updo,White
10039,Brown Leather Briefcase,Stud Earring,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Buttons,,Dark Brown,Short Coil,White
10040,Black Leather Briefcase,,,,Two Rings,White Canvas Sneaker with White Sole,Gray Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Medium Curly Bob,White
10041,Black Smartphone,,Rosegold Aviators,,Two Rings,White Canvas Sneaker with White Sole,Dark-Wash Denim,Navy Blazer with Striped Shirt and Navy Tie,Goatee,Light Brown,Short Updo,White
10042,Black Leather Briefcase,,,,,Redbrown Leather Workboot with Brown Sole,Blue Denim,Olive Oxford with Tie and Pocket,,Blonde,Short Coil,White
10043,Black Smartphone,,Black Books,,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Light Gray Longsleeve,,Light Brown,Long Messy,White
10044,Brown Leather Briefcase,,Black Books,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Khaki Oxford with Buttons,,Dark Brown,Short Afro Fade,White
10045,,,,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Olive Oxford with Tie,,Dark Brown,Medium Curly Bob,White
10046,Black Smartphone,,Silver Aviators,,,White Canvas Sneaker with White Sole,Navy Slacks,Olive Oxford with Tie and Pocket,,Black,Short Coil,White
10047,Black Smartphone,,,,Two Rings,Black Leather Shoes with Laces,Light-Wash Denim,Navy Oxford with Tie and Pocket,,Blonde,Short Pixie,White
10048,,,,,,White Canvas Sneaker with White Sole,Khaki Slacks,Navy Oxford with Buttons,,Auburn,Short Afro Fade,White
10049,Black Smartphone,,,Tan Worker's Cap,,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Blazer with Striped Shirt and No Tie,,Light Brown,,White
10050,,,Silver Aviators,,,White Canvas Sneaker with White Sole,Gray Slacks,Dark Gray Cardigan with Light Gray Longsleeve Shirt,,Black,Short Pixie,White
10051,Black Smartphone,,,Tan Worker's Cap,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Buttons,Stubble,Blonde,Buzz Cut,White
10052,Lunchbox,,Black Books,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Gray Blazer with Black Shirt and No Tie,Stubble,Black,,White
10053,Brown Leather Briefcase,Stud Earring,,,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Navy Oxford with Tie and Pocket,,Light Grey,Short Messy,White
10054,Black Leather Briefcase,,Silver Aviators,,,Black Leather Shoes with Laces,Charcoal Slacks,Dark Gray Cardigan with Light Gray Longsleeve Shirt,,Light Brown,Updo Bun,White
10055,Brown Leather Briefcase,,Rosegold Aviators,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Gray Blazer with Black Shirt and No Tie,,Blonde,Buzz Cut,White
10056,Brown Leather Briefcase,Stud Earring,Black Books,,,Tan Suede Workboot with Tan Sole,Blue Denim,Tan Blazer with Off-White Shirt and Tan Tie,,Dark Brown,Straight Sideswept Fringe,White
10057,,,,,,Brown Leather Shoes with Laces,Navy Slacks,Khaki Oxford with Tie,,Light Grey,Short Coil,White
10058,Lunchbox,,,,,Black Suede Chelseas with Brown Sole,,Denim Jumpsuit,,Auburn,Medium Curly Bob,White
10059,Black Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Navy Oxford with Buttons,Stubble,Dark Brown,Short Coil,White
10060,,,,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Khaki Oxford with Buttons,,Black,Low Ponytail,White
10061,Brown Leather Briefcase,Stud Earring,,,,Black Suede Chelseas with Brown Sole,Blue Denim,Olive Oxford with Pocket,,Blonde,Short Afro Fade,White
10062,Black Smartphone,,Black Books,Tan Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Navy Oxford with Buttons,Stubble,Black,Buzz Cut,White
10063,,Stud Earring,Silver Aviators,,,Redbrown Leather Workboot with Brown Sole,Khaki Slacks,Gray Blazer with Black Shirt and Gray Tie,,Light Brown,,White
10064,Black Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Long Messy,White
10065,Black Smartphone,,Black Books,,,White Canvas Sneaker with White Sole,Navy Slacks,Dark Gray Cardigan with Light Gray Oxford Shirt,Thin,Black,Short Pixie,White
10066,Black Smartphone,,Black Books,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Gray Blazer with Black Shirt and Gray Tie,Stubble,Dark Brown,Short Pixie,White
10067,Brown Leather Briefcase,,,,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Light Gray Longsleeve,Thin,Dark Brown,Updo Bun,White
10068,,Stud Earring,,,Two Rings,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Red Longsleeve,,Light Grey,Short Afro Fade,White
10069,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Blue Longsleeve,Mustache,Dark Brown,Medium Curly Bob,White
10070,Black Leather Briefcase,,Silver Aviators,,,Black Leather Shoes with Laces,Charcoal Slacks,Light Gray Longsleeve,Goatee,Light Brown,Short Afro Fade,White
10071,,,Rosegold Aviators,,,Brown Leather Shoes with Laces,,Navy Jumpsuit,,Dark Brown,Short Coil,White
10072,,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Red Longsleeve,Mustache,Light Brown,Straight Sideswept Fringe,White
10073,Lunchbox,,,Navy Blue Worker's Cap,Two Rings,Brown Leather Shoes with Laces,Dark-Wash Denim,Tan Blazer with Off-White Shirt and No Tie,Thin,Dark Brown,Buzz Cut,White
10074,,,Silver Aviators,,,Black Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Tie,,Blonde,Short Messy,White
10075,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Blue Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Straight Sideswept Fringe,White
10076,Brown Leather Briefcase,,,Tan Worker's Cap,,Black Suede Chelseas with Brown Sole,Khaki Slacks,Light Gray Cardigan with Tan Oxford Shirt,,Black,,White
10077,Black Leather Briefcase,,Black Books,,,Black Suede Chelseas with Brown Sole,Gray Slacks,Navy Oxford with Buttons,,Black,Low Ponytail,White
10078,Lunchbox,,,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Navy Blazer with Striped Shirt and No Tie,Mustache,Light Brown,Long Straight Bangs,White
10079,,,,,,Brown Leather Shoes with Laces,Light-Wash Denim,Dark Gray Cardigan with Beige Longsleeve Shirt,Goatee,Light Brown,Updo Bun,White
10080,,,,,,Black Leather Shoes with Laces,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Medium Curly Bob,White
10081,,,Silver Aviators,,,Brown Leather Shoes with Laces,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Auburn,Straight Sideswept Fringe,White
10082,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Blue Denim,Olive Oxford with Tie and Pocket,Thin,Black,Low Ponytail,White
10083,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Olive Oxford with Tie and Pocket,Thin,Black,Buzz Cut,White
10084,Black Smartphone,,Silver Aviators,,Two Rings,White Canvas Sneaker with White Sole,Khaki,Navy Oxford with Pocket,Mustache,Light Brown,Long Messy,White
10085,Brown Leather Briefcase,,,Tan Worker's Cap,Ring One Blue,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,Thin,Black,,White
10086,,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Olive Oxford with Tie,,Light Brown,Short Updo,White
10087,Brown Leather Briefcase,Stud Earring,,,,Brown Leather Shoes with Laces,Navy Slacks,Gray Blazer with Black Shirt and No Tie,,Light Grey,Short Coil,White
10088,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Blue Longsleeve,,Black,Short Pixie,White
10089,,,,,Two Rings,White Leather Sneaker with Grey Sole,Khaki,Khaki Oxford with Buttons,Stubble,Dark Brown,Straight Sideswept Fringe,White
10090,,,Black Books,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Khaki Oxford with Tie,,Dark Brown,Straight Sideswept Fringe,White
10091,,,,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Blue Longsleeve,,Black,Short Afro Fade,White
10092,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Navy Oxford with Pocket,,Blonde,Short Afro Fade,White
10093,Lunchbox,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Khaki Oxford with Buttons,,Black,Short Pixie,White
10094,,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Dark Gray Longsleeve,,Black,Short Afro Fade,White
10095,Brown Leather Briefcase,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Olive Oxford with Pocket,,Light Brown,Short Coil,White
10096,,,Black Books,,,Redbrown Leather Workboot with Brown Sole,Light-Wash Denim,Navy Blazer with Striped Shirt and Navy Tie,,Black,Low Ponytail,White
10097,Lunchbox,,,,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Light Gray Cardigan with Beige Oxford Shirt,,Dark Brown,Short Afro Fade,White
10098,,,Black Books,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Blazer with Striped Shirt and No Tie,,Dark Brown,Short Updo,White
10099,Black Smartphone,,,,,Brown Leather Shoes with Laces,Light-Wash Denim,Dark Gray Longsleeve,Beard,Auburn,Short Updo,White
10100,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Blue Longsleeve,Thin,Blonde,Long Straight Bangs,White
10101,Black Smartphone,,Black Books,Tan Worker's Cap,,Tan Suede Workboot with Tan Sole,Navy Slacks,Navy Oxford with Pocket,,Blonde,,White
10102,Lunchbox,,Black Books,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Tie,,Black,Short Messy,White
10103,Brown Leather Briefcase,,,,Two Rings,White Canvas Sneaker with White Sole,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,,Dark Brown,Low Ponytail,White
10104,Black Smartphone,,Black Books,,,Brown Leather Shoes with Laces,Gray Slacks,Navy Oxford with Tie,,Light Brown,Straight Sideswept Fringe,White
10105,Black Smartphone,,Rosegold Aviators,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Olive Oxford with Pocket,,Light Brown,Short Updo,White
10106,Black Smartphone,,Black Books,,,Black Leather Shoes with Laces,Light-Wash Denim,Dark Gray Cardigan with Tan Longsleeve Shirt,,Black,Low Ponytail,White
10107,Black Leather Briefcase,,,Tan Worker's Cap,,Black Suede Chelseas with Brown Sole,Gray Slacks,Tan Blazer with Off-White Shirt and Tan Tie,,Light Brown,Buzz Cut,White
10108,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Light Gray Longsleeve,,Auburn,Buzz Cut,White
10109,Brown Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Tan Blazer with Off-White Shirt and No Tie,Stubble,Dark Brown,Short Messy,White
10110,Black Smartphone,,,,,Brown Leather Shoes with Laces,Gray Slacks,Dark Gray Longsleeve,,Black,Short Afro Fade,White
10111,Black Leather Briefcase,,Rosegold Aviators,,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Navy Oxford with Buttons,Stubble,Black,Medium Curly Bob,White
10112,,,,,Two Rings,White Canvas Sneaker with White Sole,,Navy Jumpsuit,,Black,,White
10113,Lunchbox,,,,,Brown Leather Shoes with Laces,Gray Slacks,Navy Blazer with Striped Shirt and No Tie,Thin,Light Brown,Short Messy,White
10114,Black Smartphone,,,,,Black Leather Shoes with Laces,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Short Coil,White
10115,,,Rosegold Aviators,,,Brown Leather Shoes with Laces,Charcoal Slacks,Blue Longsleeve,,Black,Short Updo,White
10116,Brown Leather Briefcase,,Black Books,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Gray Oxford with Pocket,,Black,Short Coil,White
10117,Brown Leather Briefcase,Stud Earring,,,,Brown Leather Shoes with Laces,Khaki Slacks,Dark Gray Longsleeve,Stubble,Light Brown,Short Afro Fade,White
10118,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Blue Longsleeve,,Dark Brown,Short Updo,White
10119,Lunchbox,,,,Two Rings,Brown Leather Shoes with Laces,Khaki,Dark Gray Longsleeve,,Blonde,Short Messy,White
10120,Black Smartphone,,Rosegold Aviators,,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Olive Oxford with Buttons,,Dark Brown,Short Pixie,White
10121,Black Smartphone,,Black Books,,Two Rings,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Navy Oxford with Pocket,,Auburn,Short Afro Fade,White
10122,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Brown,Short Afro Fade,White
10123,Black Smartphone,,Silver Aviators,,,Black Leather Shoes with Laces,,Navy Jumpsuit,,Black,Buzz Cut,White
10124,,,Silver Aviators,,,Tan Suede Workboot with Tan Sole,Khaki Slacks,Olive Oxford with Buttons,,Light Brown,Long Straight Bangs,White
10125,,,,,Two Rings,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Light Gray Cardigan with Beige Longsleeve Shirt,,Light Brown,Straight Sideswept Fringe,White
10126,Lunchbox,,,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Navy Oxford with Buttons,,Auburn,Short Afro Fade,White
10127,Lunchbox,Stud Earring,,Tan Worker's Cap,Two Rings,White Leather Sneaker with Grey Sole,Blue Denim,Olive Cardigan with Beige Longsleeve Shirt,,Blonde,Buzz Cut,White
10128,Lunchbox,,,,,Black Leather Shoes with Laces,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Long Straight Bangs,White
10129,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Navy Slacks,Light Gray Cardigan with Beige Longsleeve Shirt,,Blonde,Long Messy,White
10130,Black Smartphone,,,,,Redbrown Leather Workboot with Brown Sole,Dark-Wash Denim,Light Gray Longsleeve,,Blonde,Short Afro Fade,White
10131,Brown Leather Briefcase,,Black Books,Tan Worker's Cap,,Redbrown Leather Workboot with Brown Sole,,Navy Jumpsuit,Goatee,Blonde,Buzz Cut,White
10132,Black Smartphone,,,,Two Rings,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Navy Blazer with Striped Shirt and Navy Tie,Goatee,Light Brown,Straight Sideswept Fringe,White
10133,Brown Leather Briefcase,,Black Books,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Dark Gray Cardigan with Light Gray Longsleeve Shirt,,Light Brown,Buzz Cut,White
10134,Black Smartphone,,,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Dark Gray Longsleeve,,Blonde,Buzz Cut,White
10135,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Gray Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Beard,Light Brown,Buzz Cut,White
10136,Black Smartphone,,Black Books,,,Brown Leather Shoes with Laces,Blue Denim,Olive Cardigan with Tan Oxford Shirt,Goatee,Light Grey,Short Messy,White
10137,,,,,Two Rings,White Canvas Sneaker with White Sole,Navy Slacks,Khaki Oxford with Tie,Mustache,Black,Short Afro Fade,White
10138,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Brown Cardigan with Beigse Oxford Shirt,,Black,Short Pixie,White
10139,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Dark Brown,Updo Bun,White
10140,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Long Messy,White
10141,Lunchbox,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Tie,,Blonde,Short Updo,White
10142,,Stud Earring,,,,White Canvas Sneaker with White Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Blonde,Low Ponytail,White
10143,,,,,Two Rings,Black Leather Shoes with Laces,Charcoal Slacks,Gray Oxford with Pocket,,Light Brown,Short Updo,White
10144,Black Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Gray Blazer with Black Shirt and No Tie,Stubble,Black,Straight Sideswept Fringe,White
10145,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Gray Blazer with Black Shirt and Gray Tie,,Blonde,Long Messy,White
10146,,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Dark Gray Longsleeve,,Light Grey,Low Ponytail,White
10147,Lunchbox,,,,,Black Leather Shoes with Laces,Khaki Slacks,Olve Cardigan with Tan Longsleeve Shirt,Stubble,Light Brown,Medium Curly Bob,White
10148,,,,,,Black Leather Shoes with Laces,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Low Ponytail,White
10149,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Blonde,Short Afro Fade,White
10150,Black Smartphone,Stud Earring,Black Books,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Light Gray Longsleeve,Thin,Light Brown,Straight Sideswept Fringe,White
10151,Black Smartphone,Stud Earring,,,,Black Leather Shoes with Laces,Gray Slacks,Navy Oxford with Pocket,,Light Brown,Updo Bun,White
10152,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Olive Oxford with Tie,,Light Brown,Short Coil,White
10153,,,Black Books,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Auburn,Long Straight Bangs,White
10154,,,,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Gray Slacks,Dark Gray Cardigan with Tan Longsleeve Shirt,,Dark Brown,,White
10155,Black Smartphone,,,,,Redbrown Leather Workboot with Brown Sole,Light-Wash Denim,Light Gray Longsleeve,,Dark Brown,,White
10156,,,,,,Tan Suede Workboot with Tan Sole,Khaki Slacks,Khaki Oxford with Pocket,,Light Brown,Short Coil,White
10157,Brown Leather Briefcase,,Black Books,,Two Rings,Tan Suede Workboot with Tan Sole,Navy Slacks,Navy Oxford with Buttons,,Black,Straight Sideswept Fringe,White
10158,Brown Leather Briefcase,,,Navy Blue Worker's Cap,,White Canvas Sneaker with White Sole,Charcoal Slacks,Gray Blazer with Black Shirt and No Tie,,Dark Brown,,White
10159,Brown Leather Briefcase,,Rosegold Aviators,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Tie,,Black,,White
10160,Brown Leather Briefcase,,Black Books,,,White Canvas Sneaker with White Sole,Light-Wash Denim,Light Gray Longsleeve,,Black,Medium Curly Bob,White
10161,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Olive Oxford with Pocket,,Black,Medium Curly Bob,White
10162,Black Smartphone,,,,Two Rings,Brown Leather Shoes with Laces,Gray Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Black,Long Messy,White
10163,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Khaki Oxford with Tie,,Black,Buzz Cut,White
10164,,,,,,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Navy Oxford with Pocket,,Light Grey,Long Messy,White
10165,Black Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Gray Slacks,Light Gray Cardigan with Tan Longsleeve Shirt,,Light Brown,Short Updo,White
10166,,,Black Books,Tan Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Olive Cardigan with Light Gray Longsleeve Shirt,,Light Grey,Buzz Cut,White
10167,Lunchbox,,Silver Aviators,,,Brown Leather Shoes with Laces,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Short Afro Fade,White
10168,,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Olive Oxford with Tie and Pocket,,Black,Short Afro Fade,White
10169,Black Smartphone,Stud Earring,,,,Tan Suede Workboot with Tan Sole,,Navy Jumpsuit,Stubble,Black,Short Updo,White
10170,Lunchbox,,,,,Tan Suede Workboot with Tan Sole,,Navy Jumpsuit,,Light Brown,Short Coil,White
10171,Brown Leather Briefcase,,,,,Black Leather Shoes with Laces,Gray Slacks,Navy Oxford with Tie,,Light Grey,Short Pixie,White
10172,Black Smartphone,,Black Books,,,Tan Suede Workboot with Tan Sole,Khaki Slacks,Navy Blazer with Striped Shirt and No Tie,,Black,,White
10173,Black Leather Briefcase,,Black Books,,Ring One Blue,Black Leather Shoes with Laces,Charcoal Slacks,Tan Blazer with Off-White Shirt and No Tie,Thin,Dark Brown,Short Coil,White
10174,Black Smartphone,,,,,Brown Leather Shoes with Laces,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Thin,Black,Short Afro Fade,White
10175,Black Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Navy Oxford with Buttons,,Black,Medium Curly Bob,White
10176,,,,Tan Worker's Cap,,White Leather Sneaker with Grey Sole,Blue Denim,Dark Gray Cardigan with Beige Oxford and No Tie,,Dark Brown,,White
10177,Brown Leather Briefcase,,Black Books,Tan Worker's Cap,Two Rings,Brown Leather Shoes with Laces,Khaki,Navy Oxford with Tie and Pocket,,Black,,White
10178,,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Dark Gray Longsleeve,,Black,,White
