,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
80022,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Tan Blazer with Off-White Shirt and Tan Tie,,Blonde,Short Messy,White
80023,,,,,,White Canvas Sneaker with White Sole,Khaki,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Short Coil,White
80024,Black Smartphone,,Silver Aviators,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Gray Oxford with Pocket,Beard,Blonde,Low Ponytail,White
80025,,,Black Books,,Two Rings,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Gray Blazer with Black Shirt and No Tie,,Blonde,Updo Bun,White
80026,,,,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Navy Oxford with Buttons,,Blonde,Straight Sideswept Fringe,White
80027,,,Black Books,,,Black Leather Shoes with Laces,Gray Slacks,Olive Oxford with Tie,,Black,Long Messy,White
80028,Light Blue Smartphone,,,Tan Worker's Cap,,Black Leather Shoes with Laces,Gray Slacks,Navy Blazer with Striped Shirt and No Tie,,Black,Buzz Cut,White
80029,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,,Denim Jumpsuit,,Light Brown,Buzz Cut,White
80030,Lunchbox,,,,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Dark Gray Cardigan with Beige Longsleeve Shirt,,Light Brown,Short Afro Fade,White
80031,Lunchbox,,,,,Brown Leather Shoes with Laces,,Navy Jumpsuit,,Blonde,Short Afro Fade,White
80032,,,,,,Brown Leather Shoes with Laces,Gray Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Light Brown,Short Afro Fade,White
80033,Brown Leather Briefcase,,,,Two Rings,Black Leather Shoes with Laces,Light-Wash Denim,Tan Blazer with Off-White Shirt and Tan Tie,,Dark Brown,Long Messy,White
80034,Lunchbox,,Silver Aviators,,Two Rings,White Canvas Sneaker with White Sole,Gray Slacks,Khaki Oxford with Buttons,,Dark Brown,Low Ponytail,White
80035,Lunchbox,Stud Earring,,,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Navy Blazer with Striped Shirt and No Tie,Thin,Light Brown,Short Coil,White
80036,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Blue Longsleeve,Stubble,Black,Low Ponytail,White
80037,Black Smartphone,,Silver Aviators,,Two Rings,White Leather Sneaker with Grey Sole,Navy Slacks,Navy Oxford with Buttons,,Light Grey,Updo Bun,White
80038,Brown Leather Briefcase,,Silver Aviators,,,Black Leather Shoes with Laces,Khaki Slacks,Light Gray Longsleeve,,Black,Medium Curly Bob,White
80039,Black Smartphone,,Black Books,,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Dark Gray Cardigan with Light Gray Longsleeve Shirt,,Blonde,Low Ponytail,White
80040,Black Smartphone,,,,Two Rings,White Canvas Sneaker with White Sole,Khaki Slacks,Blue Longsleeve,Goatee,Black,Short Pixie,White
80041,Brown Leather Briefcase,,Silver Aviators,,,Black Suede Chelseas with Brown Sole,Khaki,Dark Gray Longsleeve,,Black,Low Ponytail,White
80042,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Light-Wash Denim,Olive Oxford with Tie,,Black,Low Ponytail,White
80043,,,Silver Aviators,,,Black Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Buttons,Thin,Blonde,Short Coil,White
80044,Blue Lunchbox,Stud Earring,Black Books,,,White Leather Sneaker with Grey Sole,Light-Wash Denim,Gray Oxford with Tie and Pocket,,Auburn,Short Pixie,White
80045,,,,,,Brown Leather Shoes with Laces,Gray Slacks,Tan Blazer with Off-White Shirt and No Tie,,Light Brown,Low Ponytail,White
80046,Black Smartphone,Stud Earring,Black Books,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Olive Oxford with Tie,,Light Brown,Buzz Cut,White
80047,Brown Leather Briefcase,,Black Books,,,Redbrown Leather Workboot with Brown Sole,Blue Denim,Gray Oxford with Buttons,,Blonde,Short Updo,White
80048,Brown Leather Briefcase,,,,Two Rings,Brown Leather Shoes with Laces,Khaki Slacks,Gray Oxford with Buttons,,Light Brown,Medium Curly Bob,White
80049,,,,Navy Blue Worker's Cap,,Brown Leather Shoes with Laces,Light-Wash Denim,Navy Oxford with Tie,,Blonde,,White
80050,Black Smartphone,,Silver Aviators,,,Brown Leather Shoes with Laces,Charcoal Slacks,Gray Blazer with Black Shirt and No Tie,Goatee,Blonde,Straight Sideswept Fringe,White
80051,Brown Leather Briefcase,Stud Earring,Black Books,,,Black Suede Chelseas with Brown Sole,Blue Denim,Navy Blazer with Striped Shirt and No Tie,,Blonde,Short Coil,White
80052,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Light-Wash Denim,Blue Longsleeve,,Light Grey,Straight Sideswept Fringe,White
80053,,,,,,White Leather Sneaker with Grey Sole,Khaki Slacks,Navy Oxford with Buttons,,Dark Brown,Short Coil,White
80054,,Stud Earring,,,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Tan Blazer with Off-White Shirt and Tan Tie,Stubble,Light Brown,Low Ponytail,White
80055,,,Black Books,,,Black Leather Shoes with Laces,Blue Denim,Khaki Oxford with Tie and Pocket,Stubble,Light Brown,Medium Curly Bob,White
80056,,,Black Books,,,White Leather Sneaker with Grey Sole,Gray Slacks,Light Gray Cardigan with Off-White Longsleeve Shirt,,Light Grey,Short Afro Fade,White
80057,Black Smartphone,Stud Earring,,,,Black Leather Shoes with Laces,Light-Wash Denim,Navy Oxford with Pocket,,Black,Short Pixie,White
80058,Brown Leather Briefcase,,Silver Aviators,,,Brown Leather Shoes with Laces,Khaki Slacks,Olive Cardigan with Beige Longsleeve Shirt,,Auburn,Short Messy,White
80059,,,,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Long Afro,White
80060,Brown Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Navy Oxford with Buttons,,Dark Brown,Straight Sideswept Fringe,White
80061,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,,Denim Jumpsuit,,Light Brown,Updo Bun,White
80062,Lunchbox,,,,Two Rings,White Canvas Sneaker with White Sole,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,,Blonde,Short Messy,White
80063,Black Leather Briefcase,Stud Earring,,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Dark Gray Cardigan with Tan Oxford Shirt,,Blonde,Buzz Cut,White
80064,Lunchbox,,,,,Brown Leather Shoes with Laces,Gray Slacks,Dark Gray Longsleeve,,Black,Medium Curly Bob,White
80065,,,Black Books,,Two Rings,Brown Leather Shoes with Laces,,Denim Jumpsuit,,Blonde,Straight Sideswept Fringe,White
80066,Brown Leather Briefcase,,,,,Black Leather Shoes with Laces,Navy Slacks,Blue Longsleeve,,Dark Brown,Updo Bun,White
80067,Lunchbox,,,,,Brown Leather Shoes with Laces,Light-Wash Denim,Olive Oxford with Buttons,,Blonde,Short Coil,White
80068,Brown Leather Briefcase,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Khaki Oxford with Pocket,,Light Brown,Long Messy,White
80069,Black Smartphone,Stud Earring,Silver Aviators,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Light Grey,Short Afro Fade,White
80070,Black Smartphone,,,Tan Worker's Cap,,Black Leather Shoes with Laces,Blue Denim,Navy Blazer with Striped Shirt and Navy Tie,,Dark Brown,Buzz Cut,White
80071,Black Smartphone,,,,Two Rings,Black Suede Chelseas with Brown Sole,Khaki Slacks,Navy Oxford with Tie and Pocket,,Blonde,Straight Sideswept Fringe,White
80072,Black Smartphone,,Black Books,,,Redbrown Leather Workboot with Brown Sole,Blue Denim,Tan Blazer with Off-White Shirt and No Tie,Thin,Blonde,Long Messy,White
80073,Black Leather Briefcase,,,Navy Blue Worker's Cap,,Black Suede Chelseas with Brown Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Blonde,,White
80074,Black Smartphone,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Olive Cardigan with Light Gray Oxford Shirt,,Light Brown,Medium Curly Bob,White
80075,,,,,Two Rings,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Olive Oxford with Pocket,,Blonde,Long Messy,White
80076,Brown Leather Briefcase,,,Tan Worker's Cap,Ring One Blue,Tan Suede Workboot with Tan Sole,Khaki,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Buzz Cut,White
80077,Brown Leather Briefcase,,,Navy Blue Worker's Cap,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Tie and Pocket,,Blonde,,White
80078,,,Silver Aviators,,,White Canvas Sneaker with White Sole,Navy Slacks,Red Longsleeve,,Black,Long Afro,White
80079,Black Leather Briefcase,,Black Books,Purple Worker's Cap,,Brown Leather Shoes with Laces,Khaki Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Blonde,Buzz Cut,White
80080,Lunchbox,,Black Books,,Two Rings,Black Suede Chelseas with Brown Sole,Navy Slacks,Light Gray Longsleeve,,Light Brown,Low Ponytail,White
80081,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Blue Denim,Khaki Oxford with Buttons,,Blonde,Updo Bun,White
80082,,,Silver Aviators,,,Black Leather Shoes with Laces,Navy Slacks,Blue Longsleeve,,Auburn,Low Ponytail,White
80083,Brown Leather Briefcase,Stud Earring,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Blazer with Striped Shirt and No Tie,Goatee,Dark Brown,Short Messy,White
80084,Black Smartphone,,,Tan Worker's Cap,,White Leather Sneaker with Grey Sole,Khaki Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Stubble,Dark Brown,Buzz Cut,White
80085,Black Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Gray Oxford with Pocket,,Dark Brown,Short Updo,White
80086,Lunchbox,,Black Books,,,Black Suede Chelseas with Brown Sole,,Gray Jumpsuit,,Black,Short Updo,White
80087,Black Leather Briefcase,,Silver Aviators,,Two Rings,Black Leather Shoes with Laces,Light-Wash Denim,Navy Oxford with Buttons,,Light Brown,,White
80088,Black Smartphone,,,,,Redbrown Leather Workboot with Brown Sole,Blue Denim,Navy Blazer with Striped Shirt and Navy Tie,Stubble,Black,Short Messy,White
80089,,,Black Books,,Two Rings,White Canvas Sneaker with White Sole,Khaki Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Short Coil,White
80090,Black Smartphone,,Black Books,,,Brown Leather Shoes with Laces,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Blonde,Short Coil,White
80091,,,,,Two Rings,White Canvas Sneaker with White Sole,Khaki,Blue Longsleeve,,Dark Brown,Long Afro,White
80092,Lunchbox,,Black Books,,,Brown Leather Shoes with Laces,Navy Slacks,Olive Oxford with Pocket,,Black,Short Messy,White
80093,Brown Leather Briefcase,,Silver Aviators,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Navy Oxford with Buttons,,Dark Brown,Long Afro,White
80094,,,,,Two Rings,Tan Suede Workboot with Tan Sole,Gray Slacks,Olive Oxford with Tie and Pocket,,Blonde,Short Pixie,White
80095,Black Smartphone,,,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Blue Longsleeve,,Light Brown,Buzz Cut,White
80096,Black Smartphone,,Black Books,,,Brown Leather Shoes with Laces,,Navy Jumpsuit,Beard,Dark Brown,Updo Bun,White
80097,,Stud Earring,Rosegold Aviators,,,Brown Leather Shoes with Laces,Gray Slacks,Gray Oxford with Pocket,Thin,Black,Low Ponytail,White
80098,Lunchbox,,Rosegold Aviators,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Gray Blazer with Black Shirt and Gray Tie,,Blonde,Short Messy,White
80099,Black Smartphone,,Black Books,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Gray Oxford with Pocket,,Light Grey,Medium Curly Bob,White
80100,Brown Leather Briefcase,Stud Earring,Black Books,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Light Gray Longsleeve,Mustache,Light Brown,Short Coil,White
80101,,,Black Books,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Navy Oxford with Tie,,Black,Straight Sideswept Fringe,White
80102,,,Rosegold Aviators,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Navy Oxford with Tie and Pocket,,Dark Brown,Medium Curly Bob,White
80103,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Navy Slacks,Khaki Oxford with Tie and Pocket,Stubble,Dark Brown,Medium Curly Bob,White
80104,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Light Gray Cardigan with Tan Longsleeve Shirt,,Blonde,Low Ponytail,White
80105,,,,,,Black Leather Shoes with Laces,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,,Black,Short Afro Fade,White
80106,,,,,,Black Leather Shoes with Laces,Gray Slacks,Olive Oxford with Tie and Pocket,,Dark Brown,Short Coil,White
80107,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Olive Oxford with Pocket,Thin,Black,Medium Curly Bob,White
80108,Black Smartphone,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Olive Oxford with Tie,Stubble,Blonde,Short Afro Fade,White
80109,,,Black Books,,,White Leather Sneaker with Grey Sole,Khaki,Gray Blazer with Black Shirt and No Tie,,Auburn,Short Pixie,White
80110,,,Silver Aviators,,,White Leather Sneaker with Grey Sole,Navy Slacks,Khaki Oxford with Pocket,Stubble,Light Brown,Medium Curly Bob,White
80111,,,,Navy Blue Worker's Cap,,White Leather Sneaker with Grey Sole,Khaki Slacks,Olive Oxford with Buttons,,Light Brown,,White
80112,Black Smartphone,Stud Earring,Silver Aviators,,,White Canvas Sneaker with White Sole,Blue Denim,Red Longsleeve,Stubble,Blonde,Straight Sideswept Fringe,White
80113,Lunchbox,,Silver Aviators,,,Black Leather Shoes with Laces,Navy Slacks,Khaki Oxford with Buttons,,Auburn,Short Messy,White
80114,Black Leather Briefcase,,Black Books,,,Brown Leather Shoes with Laces,Blue Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Long Messy,White
80115,Black Leather Briefcase,,,,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Gray Blazer with Black Shirt and No Tie,,Blonde,Medium Curly Bob,White
80116,Black Smartphone,,,Tan Worker's Cap,,Brown Leather Shoes with Laces,Light-Wash Denim,Brown Cardigan with Off-White Longsleeve Shirt,,Dark Brown,Buzz Cut,White
80117,,,Black Books,,,White Canvas Sneaker with White Sole,Light-Wash Denim,Navy Blazer with Striped Shirt and Navy Tie,Thin,Light Brown,Short Pixie,White
80118,Black Smartphone,Stud Earring,,Tan Worker's Cap,,Black Leather Shoes with Laces,Charcoal Slacks,Light Gray Longsleeve,,Light Brown,Buzz Cut,White
80119,Brown Leather Briefcase,,Silver Aviators,,,White Canvas Sneaker with White Sole,Gray Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Goatee,Blonde,,White
80120,Brown Leather Briefcase,Stud Earring,,Navy Blue Worker's Cap,,White Canvas Sneaker with White Sole,Navy Slacks,Light Gray Cardigan with Tan Longsleeve Shirt,,Light Brown,Buzz Cut,White
80121,Black Leather Briefcase,,Silver Aviators,,,Redbrown Leather Workboot with Brown Sole,Khaki Slacks,Gray Blazer with Black Shirt and No Tie,Stubble,Dark Brown,Short Coil,White
80122,Black Leather Briefcase,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Red Longsleeve,,Light Brown,Short Afro Fade,White
80123,Black Smartphone,,,,Two Rings,Brown Leather Shoes with Laces,Khaki Slacks,Tan Blazer with Off-White Shirt and Tan Tie,Beard,Black,Short Updo,White
80124,,,Silver Aviators,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Navy Oxford with Buttons,,Light Brown,Long Messy,White
80125,Black Leather Briefcase,,,,Two Rings,White Canvas Sneaker with White Sole,Navy Slacks,Tan Blazer with Off-White Shirt and No Tie,,Light Brown,Short Afro Fade,White
80126,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Dark Brown,Medium Curly Bob,White
80127,Black Leather Briefcase,,Black Books,,,Black Leather Shoes with Laces,Khaki Slacks,Gray Blazer with Black Shirt and Gray Tie,,Dark Brown,Short Updo,White
80128,,,Black Books,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Olive Cardigan with Light Gray Oxford Shirt,,Black,Short Coil,White
80129,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Khaki,Navy Oxford with Tie,Goatee,Black,Long Messy,White
80130,,,Silver Aviators,,Two Rings,Brown Leather Shoes with Laces,Dark-Wash Denim,Light Gray Cardigan with Tan Oxford Shirt,,Dark Brown,Updo Bun,White
80131,Lunchbox,,,,,White Leather Sneaker with Grey Sole,Khaki Slacks,Navy Oxford with Buttons,,Black,Medium Curly Bob,White
80132,Brown Leather Briefcase,,Black Books,,,Tan Suede Workboot with Tan Sole,Khaki,Light Gray Longsleeve,,Blonde,Short Coil,White
80133,Brown Leather Briefcase,,Black Books,,,Black Suede Chelseas with Brown Sole,Gray Slacks,Light Gray Cardigan with Beige Longsleeve Shirt,,Auburn,Straight Sideswept Fringe,White
80134,,,Silver Aviators,,,Tan Suede Workboot with Tan Sole,Khaki Slacks,Gray Blazer with Black Shirt and No Tie,Stubble,Black,Short Afro Fade,White
80135,Black Leather Briefcase,,Rosegold Aviators,,,Redbrown Leather Workboot with Brown Sole,,Gray Jumpsuit,,Black,Low Ponytail,White
80136,Lunchbox,,,,,Black Leather Shoes with Laces,Navy Slacks,Gray Blazer with Black Shirt and No Tie,,Auburn,Low Ponytail,White
80137,Brown Leather Briefcase,,Rosegold Aviators,,,White Canvas Sneaker with White Sole,Gray Slacks,Khaki Oxford with Tie,,Light Brown,Short Coil,White
80138,Brown Leather Briefcase,,Black Books,,,White Canvas Sneaker with White Sole,Light-Wash Denim,Gray Blazer with Black Shirt and Gray Tie,,Dark Brown,Short Messy,White
80139,Black Leather Briefcase,,Black Books,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Khaki Slacks,Blue Longsleeve,Stubble,Blonde,Buzz Cut,White
80140,Black Leather Briefcase,,,,,Redbrown Leather Workboot with Brown Sole,,Denim Jumpsuit,,Black,Short Messy,White
80141,Brown Leather Briefcase,,Black Books,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Light Gray Longsleeve,,Light Brown,Medium Curly Bob,White
80142,Black Leather Briefcase,,Rosegold Aviators,,Two Rings,Brown Leather Shoes with Laces,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Grey,Medium Curly Bob,White
80143,,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Tan Blazer with Off-White Shirt and No Tie,,Black,Short Updo,White
80144,Blue Lunchbox,,,,Two Rings,White Canvas Sneaker with White Sole,Navy Slacks,Navy Oxford with Tie,,Blonde,Long Straight Bangs,White
80145,Black Smartphone,,,,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Khaki Oxford with Tie and Pocket,,Black,Long Messy,White
80146,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Grey,Low Ponytail,White
80147,Lunchbox,,,,,White Leather Sneaker with Grey Sole,Navy Slacks,Tan Blazer with Off-White Shirt and No Tie,Mustache,Dark Brown,Straight Sideswept Fringe,White
80148,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Khaki,Navy Blazer with Striped Shirt and No Tie,Beard,Dark Brown,Short Afro Fade,White
80149,Brown Leather Briefcase,,,Tan Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Khaki Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Buzz Cut,White
80150,Black Smartphone,,Silver Aviators,,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Navy Oxford with Buttons,,Blonde,Short Pixie,White
80151,,Stud Earring,Silver Aviators,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Oxford with Buttons,,Dark Brown,,White
80152,,,Black Books,Tan Worker's Cap,,Black Leather Shoes with Laces,Charcoal Slacks,Dark Gray Cardigan with Light Gray Oxford Shirt,,Light Grey,Buzz Cut,White
80153,Black Smartphone,,,,Two Rings,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Light Gray Longsleeve,,Dark Brown,Short Afro Fade,White
80154,Brown Leather Briefcase,,Rosegold Aviators,,Two Rings,White Canvas Sneaker with White Sole,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Light Brown,Low Ponytail,White
80155,,,Black Books,,Two Rings,Tan Suede Workboot with Tan Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Light Grey,Long Messy,White
80156,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Low Ponytail,White
80157,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Blue Denim,Gray Oxford with Pocket,,Dark Brown,Updo Bun,White
80158,Brown Leather Briefcase,,Black Books,,,Black Leather Shoes with Laces,Khaki,Blue Longsleeve,,Light Brown,Updo Bun,White
80159,Black Leather Briefcase,,,,Two Rings,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Tan Blazer with Off-White Shirt and Tan Tie,,Light Brown,Long Messy,White
80160,Brown Leather Briefcase,Stud Earring,Silver Aviators,,,Black Leather Shoes with Laces,Dark-Wash Denim,Olive Oxford with Tie,,Blonde,Short Afro Fade,White
80161,Black Smartphone,,,,,Black Leather Shoes with Laces,Dark-Wash Denim,Dark Gray Cardigan with Light Gray Longsleeve Shirt,,Light Brown,Medium Curly Bob,White
80162,Black Smartphone,,Rosegold Aviators,,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Gray Blazer with Black Shirt and No Tie,Thin,Dark Brown,Short Pixie,White
80163,Lunchbox,,,,,Brown Leather Shoes with Laces,Light-Wash Denim,Light Gray Longsleeve,,Dark Brown,Long Messy,White
80164,,,,,,Black Leather Shoes with Laces,Khaki Slacks,Olive Oxford with Buttons,,Auburn,Updo Bun,White
80165,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Low Ponytail,White
80166,Black Smartphone,,,,Two Rings,White Canvas Sneaker with White Sole,Light-Wash Denim,Light Gray Longsleeve,,Black,Low Ponytail,White
80167,Black Smartphone,Stud Earring,,Tan Worker's Cap,,White Leather Sneaker with Grey Sole,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Grey,,White
80168,Brown Leather Briefcase,Stud Earring,Silver Aviators,,,Black Leather Shoes with Laces,Navy Slacks,Olive Oxford with Buttons,,Blonde,Short Pixie,White
80169,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Khaki Slacks,Light Gray Longsleeve,,Light Grey,Low Ponytail,White
80170,,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Grey,Short Afro Fade,White
80171,,,Black Books,Navy Blue Worker's Cap,,Tan Suede Workboot with Tan Sole,Navy Slacks,Khaki Oxford with Tie,,Black,Buzz Cut,White
80172,Brown Leather Briefcase,,Black Books,,,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Dark Gray Longsleeve,,Auburn,Updo Bun,White
80173,,,,,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Short Pixie,White
80174,Lunchbox,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Dark Gray Cardigan with Light Gray Oxford Shirt,,Light Brown,Medium Curly Bob,White
80175,Brown Leather Briefcase,,Rosegold Aviators,,Two Rings,White Canvas Sneaker with White Sole,Dark-Wash Denim,Dark Gray Longsleeve,,Black,Short Messy,White
80176,,,Black Books,,,Redbrown Leather Workboot with Brown Sole,Blue Denim,Navy Oxford with Pocket,,Light Grey,Straight Sideswept Fringe,White
80177,,,,,,Black Suede Chelseas with Brown Sole,,Navy Jumpsuit,,Dark Brown,Short Coil,White
