,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
65031,,,,,,Brown Leather Shoes with Laces,Gray Slacks,Navy Blazer with Striped Shirt and No Tie,,Black,Short Updo,White
65032,Lunchbox,,,,,Black Leather Shoes with Laces,Navy Slacks,Light Gray Longsleeve,,Dark Brown,Short Messy,White
65033,Lunchbox,,Silver Aviators,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Light Gray Cardigan with Light Gray Longsleeve Shirt,Thin,Dark Brown,,White
65034,Lunchbox,,Black Books,,,White Canvas Sneaker with White Sole,,Khaki Jumpsuit,,Black,Medium Curly Bob,White
65035,,Stud Earring,Black Books,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Short Pixie,White
65036,Black Smartphone,Stud Earring,Rosegold Aviators,,,Black Leather Shoes with Laces,Dark-Wash Denim,Tan Blazer with Off-White Shirt and Tan Tie,,Light Brown,Short Updo,White
65037,,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Light Gray Longsleeve,,Light Grey,Short Messy,White
65038,Brown Leather Briefcase,,Black Books,,,Brown Leather Shoes with Laces,Gray Slacks,Olive Cardigan with Beige Oxford Shirt,,Dark Brown,Long Afro,White
65039,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Brown Cardigan with Light Gray Longsleeve Shirt,,Dark Brown,Short Updo,White
65040,Black Smartphone,Stud Earring,Silver Aviators,,Two Rings,Black Suede Chelseas with Brown Sole,Khaki,Navy Blazer with Striped Shirt and Navy Tie,,Blonde,Buzz Cut,White
65041,,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Olive Oxford with Tie,,Light Brown,Long Messy,White
65042,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Brown Cardigan with Tan Oxford Shirt,Stubble,Black,Medium Curly Bob,White
65043,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Dark Gray Cardigan with Off-White Longsleeve Shirt,,Blonde,Short Updo,White
65044,,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Red Longsleeve,,Light Grey,,White
65045,,,Rosegold Aviators,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Olive Oxford with Buttons,,Light Brown,Short Pixie,White
65046,Black Smartphone,,Black Books,,,Black Suede Chelseas with Brown Sole,Khaki Slacks,Light Gray Cardigan with Light Gray Longsleeve Shirt,,Dark Brown,,White
65047,,,,,,Black Leather Shoes with Laces,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Short Messy,White
65048,Black Leather Briefcase,,,Tan Worker's Cap,Two Rings,Black Suede Chelseas with Brown Sole,Gray Slacks,Light Gray Longsleeve,,Black,,White
65049,,,,,,White Leather Sneaker with Grey Sole,,Denim Jumpsuit,,Light Brown,Short Messy,White
65050,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Khaki Oxford with Buttons,,Blonde,Long Messy,White
65051,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Khaki Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Blonde,Straight Sideswept Fringe,White
65052,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Gray Slacks,Navy Blazer with Striped Shirt and No Tie,,Dark Brown,Straight Sideswept Fringe,White
65053,,Stud Earring,,Navy Blue Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Dark Gray Longsleeve,,Light Brown,Buzz Cut,White
65054,Brown Leather Briefcase,Stud Earring,Rosegold Aviators,,Two Rings,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Light Gray Cardigan with Beige Longsleeve Shirt,Goatee,Black,,White
65055,,,,,Two Rings,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Light Gray Longsleeve,,Light Brown,Straight Sideswept Fringe,White
65056,Brown Leather Briefcase,,,,,Redbrown Leather Workboot with Brown Sole,Blue Denim,Olive Oxford with Pocket,,Light Brown,Straight Sideswept Fringe,White
65057,Black Leather Briefcase,,Black Books,Navy Blue Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Olive Oxford with Tie,,Black,,White
65058,,,,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Khaki Oxford with Tie,,Light Brown,Updo Bun,White
65059,Black Smartphone,,Black Books,,,White Leather Sneaker with Grey Sole,Blue Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Straight Sideswept Fringe,White
65060,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Navy Oxford with Tie,,Blonde,Long Messy,White
65061,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Gray Slacks,Tan Blazer with Off-White Shirt and Tan Tie,,Blonde,Short Coil,White
65062,,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,,Blonde,Medium Curly Bob,White
65063,Lunchbox,,Silver Aviators,,,White Leather Sneaker with Grey Sole,Blue Denim,Navy Blazer with Striped Shirt and Navy Tie,,Blonde,Medium Curly Bob,White
65064,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Khaki Slacks,Dark Gray Cardigan with Tan Longsleeve Shirt,,Black,Short Updo,White
65065,,,,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Dark Gray Longsleeve,,Blonde,Low Ponytail,White
65066,Lunchbox,Stud Earring,,,,Brown Leather Shoes with Laces,Khaki Slacks,Tan Blazer with Off-White Shirt and No Tie,,Dark Brown,Low Ponytail,White
65067,Brown Leather Briefcase,,Black Books,,,Brown Leather Shoes with Laces,Navy Slacks,Dark Gray Longsleeve,,Light Brown,Straight Sideswept Fringe,White
65068,Brown Leather Briefcase,,,,,Black Leather Shoes with Laces,Blue Denim,Navy Oxford with Tie and Pocket,,Light Grey,Short Coil,White
65069,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Light Brown,Straight Sideswept Fringe,White
65070,Brown Leather Briefcase,,,,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Blue Longsleeve,,Light Grey,Long Messy,White
65071,,,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Olive Oxford with Buttons,,Dark Brown,Short Updo,White
65072,,,,,,Redbrown Leather Workboot with Brown Sole,Blue Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Medium Curly Bob,White
65073,Black Smartphone,,,,,Redbrown Leather Workboot with Brown Sole,Khaki Slacks,Dark Gray Cardigan with Tan Longsleeve Shirt,Stubble,Black,Long Messy,White
65074,Lunchbox,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Olive Oxford with Pocket,Goatee,Light Brown,Short Afro Fade,White
65075,Lunchbox,Stud Earring,Black Books,,,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Olive Oxford with Buttons,,Blonde,Short Messy,White
65076,,,Rosegold Aviators,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Dark Gray Cardigan with Light Gray Oxford Shirt,,Black,Buzz Cut,White
65077,Black Leather Briefcase,,Rosegold Aviators,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Brown,,White
65078,Brown Leather Briefcase,,,,Two Rings,White Leather Sneaker with Grey Sole,Navy Slacks,Dark Gray Longsleeve,,Black,Straight Sideswept Fringe,White
65079,,,Black Books,,,Brown Leather Shoes with Laces,Charcoal Slacks,Tan Blazer with Off-White Shirt and Tan Tie,Mustache,Blonde,Low Ponytail,White
65080,Lunchbox,Stud Earring,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Olive Oxford with Pocket,,Black,Short Messy,White
65081,,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Khaki Oxford with Buttons,Stubble,Blonde,Short Afro Fade,White
65082,Black Smartphone,,Silver Aviators,,,Black Leather Shoes with Laces,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Long Messy,White
65083,,,Rosegold Aviators,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Tie and Pocket,,Black,Buzz Cut,White
65084,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Medium Curly Bob,White
65085,Lunchbox,,Rosegold Aviators,,,Tan Suede Workboot with Tan Sole,Blue Denim,Navy Oxford with Tie,,Blonde,Short Messy,White
65086,,,Rosegold Aviators,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,Stubble,Auburn,Short Afro Fade,White
65087,,,Rosegold Aviators,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Gray Blazer with Black Shirt and Gray Tie,,Black,Short Afro Fade,White
65088,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Light-Wash Denim,Light Gray Longsleeve,,Dark Brown,Long Messy,White
65089,Black Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Tan Blazer with Off-White Shirt and No Tie,,Dark Brown,Updo Bun,White
65090,,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Medium Curly Bob,White
65091,,,Silver Aviators,,,White Leather Sneaker with Grey Sole,,Navy Jumpsuit,Stubble,Black,Low Ponytail,White
65092,Brown Leather Briefcase,,,,Two Rings,White Canvas Sneaker with White Sole,Gray Slacks,Gray Oxford with Pocket,Stubble,Black,Low Ponytail,White
65093,Black Leather Briefcase,,Black Books,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Navy Oxford with Pocket,,Black,Short Messy,White
65094,Lunchbox,,Black Books,,,White Canvas Sneaker with White Sole,Blue Denim,Khaki Oxford with Buttons,,Dark Brown,Straight Sideswept Fringe,White
65095,Lunchbox,,,,,Brown Leather Shoes with Laces,,Navy Jumpsuit,,Light Brown,Short Coil,White
65096,Black Leather Briefcase,,,,,Black Suede Chelseas with Brown Sole,,Navy Jumpsuit,Stubble,Black,Updo Bun,White
65097,,,Rosegold Aviators,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Oxford with Buttons,Goatee,Black,Buzz Cut,White
65098,Lunchbox,,,,Two Rings,White Canvas Sneaker with White Sole,Charcoal Slacks,Khaki Oxford with Tie and Pocket,,Blonde,Short Afro Fade,White
65099,,,Black Books,,,White Leather Sneaker with Grey Sole,Light-Wash Denim,Olive Oxford with Buttons,,Black,,White
65100,,,,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Navy Blazer with Striped Shirt and No Tie,,Light Brown,,White
65101,Black Smartphone,Stud Earring,,,Two Rings,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Red Longsleeve,,Black,Updo Bun,White
65102,Black Leather Briefcase,,,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Navy Oxford with Tie and Pocket,,Black,Short Pixie,White
65103,Black Leather Briefcase,,Black Books,Tan Worker's Cap,,Brown Leather Shoes with Laces,Light-Wash Denim,Gray Oxford with Tie,,Black,Buzz Cut,White
65104,,,Black Books,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Navy Oxford with Buttons,,Dark Brown,Long Afro,White
65105,,,Black Books,,,White Canvas Sneaker with White Sole,Khaki Slacks,Tan Blazer with Off-White Shirt and No Tie,,Blonde,Medium Curly Bob,White
65106,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Navy Slacks,Olve Cardigan with Tan Longsleeve Shirt,Thin,Dark Brown,Short Afro Fade,White
65107,Black Leather Briefcase,Stud Earring,,,,White Canvas Sneaker with White Sole,Navy Slacks,Navy Oxford with Tie,,Black,Buzz Cut,White
65108,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Light-Wash Denim,Khaki Oxford with Tie and Pocket,,Blonde,Medium Curly Bob,White
65109,,,Black Books,,,White Leather Sneaker with Grey Sole,Gray Slacks,Blue Longsleeve,Thin,Black,Medium Curly Bob,White
65110,Black Smartphone,,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Light Gray Longsleeve,,Light Brown,Short Coil,White
65111,Black Leather Briefcase,,Black Books,,,Brown Leather Shoes with Laces,,Gray Jumpsuit,,Black,Long Afro,White
65112,Brown Leather Briefcase,,,,Two Rings,Black Suede Chelseas with Brown Sole,,Navy Jumpsuit,,Black,Low Ponytail,White
65113,Black Leather Briefcase,Stud Earring,,,Two Rings,Brown Leather Shoes with Laces,Dark-Wash Denim,Light Gray Longsleeve,,Dark Brown,Short Coil,White
65114,Brown Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Olive Oxford with Buttons,Stubble,Dark Brown,,White
65115,Black Smartphone,Stud Earring,Black Books,,,Brown Leather Shoes with Laces,Gray Slacks,Navy Blazer with Striped Shirt and No Tie,Mustache,Light Brown,Short Coil,White
65116,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Blue Denim,Khaki Oxford with Buttons,Thin,Light Brown,Long Messy,White
65117,Black Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Khaki Oxford with Tie and Pocket,,Dark Brown,Short Coil,White
65118,Black Leather Briefcase,,,,Two Rings,Tan Suede Workboot with Tan Sole,Khaki Slacks,Navy Oxford with Tie and Pocket,,Black,Straight Sideswept Fringe,White
65119,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Gray Oxford with Buttons,,Light Grey,Updo Bun,White
65120,Black Leather Briefcase,Stud Earring,,,,White Canvas Sneaker with White Sole,Navy Slacks,Tan Blazer with Off-White Shirt and Tan Tie,Goatee,Blonde,Short Pixie,White
65121,Black Smartphone,,Black Books,,Two Rings,White Canvas Sneaker with White Sole,,Khaki Jumpsuit,,Blonde,Medium Curly Bob,White
65122,Black Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Navy Oxford with Buttons,,Dark Brown,Short Messy,White
65123,Black Leather Briefcase,,Black Books,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Navy Oxford with Tie,Thin,Black,Short Coil,White
65124,Lunchbox,,Silver Aviators,,Two Rings,Black Suede Chelseas with Brown Sole,Navy Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Blonde,Straight Sideswept Fringe,White
65125,,,,Purple Worker's Cap,Two Rings,White Canvas Sneaker with White Sole,Dark-Wash Denim,Olive Cardigan with Beige Oxford Shirt,Mustache,Light Brown,,White
65126,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Light-Wash Denim,Olive Oxford with Pocket,,Light Brown,Short Pixie,White
65127,,,,,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Light Gray Longsleeve,Thin,Dark Brown,Short Pixie,White
65128,Black Smartphone,,Black Books,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Light Brown,Medium Curly Bob,White
65129,Lunchbox,,Black Books,,,White Leather Sneaker with Grey Sole,Light-Wash Denim,Olive Oxford with Pocket,,Black,Short Pixie,White
65130,,,,Tan Worker's Cap,,Redbrown Leather Workboot with Brown Sole,,Navy Jumpsuit,Stubble,Light Brown,Buzz Cut,White
65131,,Stud Earring,,,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Khaki Oxford with Pocket,,Black,Short Coil,White
65132,,,,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Blue Longsleeve,Goatee,Dark Brown,Buzz Cut,White
65133,Black Smartphone,Stud Earring,,,Two Rings,Brown Leather Shoes with Laces,Blue Denim,Navy Blazer with Striped Shirt and No Tie,,Black,Short Messy,White
65134,Black Leather Briefcase,,Black Books,,,White Leather Sneaker with Grey Sole,Navy Slacks,Khaki Oxford with Buttons,Mustache,Light Brown,Straight Sideswept Fringe,White
65135,,,,,Two Rings,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Olive Oxford with Tie and Pocket,,Auburn,Short Coil,White
65136,,,,,,White Canvas Sneaker with White Sole,Blue Denim,Khaki Oxford with Tie,Stubble,Auburn,Medium Curly Bob,White
65137,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Khaki Slacks,Olive Oxford with Tie and Pocket,Stubble,Black,Short Coil,White
65138,,,,,Two Rings,Black Leather Shoes with Laces,Navy Slacks,Olive Cardigan with Beige Oxford Shirt,Goatee,Light Brown,Straight Sideswept Fringe,White
65139,,,,,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Stubble,Dark Brown,,White
65140,,Stud Earring,,,,Black Leather Shoes with Laces,Charcoal Slacks,Khaki Oxford with Pocket,,Light Brown,Straight Sideswept Fringe,White
65141,Black Smartphone,,,,,Brown Leather Shoes with Laces,Blue Denim,Navy Blazer with Striped Shirt and Navy Tie,Stubble,Light Brown,Short Pixie,White
65142,Light Blue Smartphone,,,,,Brown Leather Shoes with Laces,Navy Slacks,Blue Longsleeve,Stubble,Auburn,Long Messy,White
65143,Brown Leather Briefcase,,Silver Aviators,,,Brown Leather Shoes with Laces,Gray Slacks,Navy Oxford with Tie,,Dark Brown,Short Messy,White
65144,Brown Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Blue Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,Thin,Light Brown,Buzz Cut,White
65145,,,Black Books,,Two Rings,Black Suede Chelseas with Brown Sole,Khaki Slacks,Gray Oxford with Tie,,Light Brown,Updo Bun,White
65146,Black Smartphone,,,,Two Rings,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Navy Oxford with Tie and Pocket,,Light Brown,Short Pixie,White
65147,Brown Leather Briefcase,,Silver Aviators,,,White Canvas Sneaker with White Sole,Light-Wash Denim,Navy Oxford with Buttons,,Black,,White
65148,Brown Leather Briefcase,,,Purple Worker's Cap,,White Canvas Sneaker with White Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Stubble,Auburn,Buzz Cut,White
65149,Black Smartphone,,,,,Brown Leather Shoes with Laces,Navy Slacks,Navy Oxford with Pocket,,Black,Long Straight Bangs,White
65150,Brown Leather Briefcase,,Black Books,,,White Canvas Sneaker with White Sole,Khaki,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Beard,Black,Medium Curly Bob,White
65151,,Stud Earring,,Tan Worker's Cap,,Brown Leather Shoes with Laces,Light-Wash Denim,Red Longsleeve,,Light Brown,Buzz Cut,White
65152,,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Olive Oxford with Buttons,,Black,Low Ponytail,White
65153,,,,,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Navy Oxford with Pocket,Thin,Light Brown,Short Afro Fade,White
65154,,,,,Two Rings,Black Leather Shoes with Laces,Blue Denim,Khaki Oxford with Tie,,Black,Short Messy,White
65155,Brown Leather Briefcase,,Black Books,,,White Leather Sneaker with Grey Sole,Gray Slacks,Khaki Oxford with Pocket,,Black,Straight Sideswept Fringe,White
65156,Black Leather Briefcase,,Black Books,Purple Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Dark Gray Longsleeve,,Black,Buzz Cut,White
65157,Lunchbox,,,,,White Canvas Sneaker with White Sole,Gray Slacks,Olive Oxford with Buttons,,Black,Short Updo,White
65158,Black Smartphone,,,,Two Rings,Black Suede Chelseas with Brown Sole,Blue Denim,Blue Longsleeve,,Black,Short Pixie,White
65159,Black Smartphone,,,,Two Rings,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Stubble,Black,Short Messy,White
65160,Blue Lunchbox,,Black Books,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Blue Longsleeve,,Light Grey,Short Afro Fade,White
65161,,,,,Two Rings,Black Leather Shoes with Laces,Navy Slacks,Brown Cardigan with Off-White Longsleeve Shirt,,Dark Brown,Short Messy,White
65162,,,,,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Light Gray Longsleeve,,Black,Short Messy,White
65163,Black Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Gray Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Light Brown,Long Messy,White
65164,Lunchbox,,Silver Aviators,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Dark Gray Longsleeve,,Black,Straight Sideswept Fringe,White
65165,Brown Leather Briefcase,,Black Books,,,Brown Leather Shoes with Laces,Blue Denim,Navy Oxford with Pocket,,Black,Straight Sideswept Fringe,White
65166,Black Smartphone,,,,,Black Leather Shoes with Laces,Khaki Slacks,Navy Oxford with Buttons,,Auburn,Short Messy,White
65167,Black Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Light-Wash Denim,Blue Longsleeve,,Light Brown,Long Messy,White
65168,,,Black Books,,Ring One Blue,Black Leather Shoes with Laces,Charcoal Slacks,Gray Oxford with Pocket,,Light Brown,Short Messy,White
65169,Black Leather Briefcase,,Black Books,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Navy Oxford with Tie,Stubble,Black,Short Pixie,White
65170,Black Leather Briefcase,Stud Earring,,,Two Rings,Brown Leather Shoes with Laces,Gray Slacks,Light Gray Longsleeve,Stubble,Auburn,,White
65171,Black Leather Briefcase,,Black Books,,Two Rings,White Canvas Sneaker with White Sole,,Denim Jumpsuit,Stubble,Black,Medium Curly Bob,White
65172,Brown Leather Briefcase,,,,,Black Leather Shoes with Laces,Khaki Slacks,Olive Oxford with Buttons,Stubble,Black,Short Afro Fade,White
65173,Black Leather Briefcase,,,Navy Blue Worker's Cap,,Black Leather Shoes with Laces,Gray Slacks,Khaki Oxford with Tie,Stubble,Auburn,,White
65174,,,Rosegold Aviators,,,Black Suede Chelseas with Brown Sole,Khaki Slacks,Navy Blazer with Striped Shirt and No Tie,,Black,Long Straight Bangs,White
65175,Black Leather Briefcase,Stud Earring,,,,Tan Suede Workboot with Tan Sole,Khaki Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Buzz Cut,White
65176,Black Smartphone,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Light Gray Longsleeve,,Black,Buzz Cut,White
65177,Black Leather Briefcase,,Silver Aviators,,,Black Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Buttons,,Dark Brown,Short Coil,White
65178,Black Smartphone,,,,,Redbrown Leather Workboot with Brown Sole,,Gray Jumpsuit,,Black,Updo Bun,White
65179,Black Smartphone,,Black Books,,,Brown Leather Shoes with Laces,,Denim Jumpsuit,,Black,Short Afro Fade,White
65180,,Stud Earring,,,,Black Suede Chelseas with Brown Sole,Khaki,Light Gray Longsleeve,Goatee,Dark Brown,Short Afro Fade,White
65181,Black Smartphone,,Rosegold Aviators,,,White Canvas Sneaker with White Sole,Blue Denim,Tan Blazer with Off-White Shirt and No Tie,,Light Brown,Short Afro Fade,White
